"study_id","title","author","date","type","subject_domain","methodology","source_file","abstract","license","importance","importance_rationale","relevance","relevance_rationale","prescience","prescience_rationale","collection"
"middle~1-a64fa0","Middleware Technology: 1998 Practice Summary","Aberdeen Group","1998-05-01","other-research","middleware","industry-analysis, market-overview","MIDDLE~1.DOC","Aberdeen Group's 1998 practice summary covering the middleware technology market, analyzing gateways, TP monitors, RPCs, messaging, ORBs, data access tools, EAI solutions, and application servers as distinct middleware categories. The report sizes the middleware market at approximately $6 billion by 2000, identifies the CORBA vs. DCOM standards battle as a critical industry question, and provides supplier abstracts for thirteen vendors including BEA Systems, IBM, Microsoft, TIBCO, and CrossWorlds. Key findings include that no vendor had yet delivered a fully integrated middleware solution and that market consolidation was underway.","CC-BY-4.0","medium","Captures the middleware landscape at a pivotal moment when the market was transitioning from point products to integrated EAI solutions and Internet-centric architectures; profiles vendors who would become major players (BEA acquired by Oracle; TIBCO IPO).","high","Middleware categories like messaging, application servers, and EAI are foundational to modern enterprise architecture; the CORBA vs. DCOM debate resolved in favor of neither (REST/HTTP won), but the underlying integration challenges remain highly relevant.","high","Aberdeen correctly predicted market consolidation, the rise of EAI as a strategic priority, the importance of integrated middleware over point products, and BEA/TIBCO viability — most of these proved accurate over the following five years.","aberdeen-group-inc"
"midline-storage-white-paper-jun2003","Mid-Line Disk Storage Emerging as Significant Cost-Saving Opportunity","Peter Kastner; David Hill / Aberdeen Group","2003-06-13","white-paper","enterprise-storage","primary-research, face-to-face-interviews, industry-analysis, expert-opinion, survey-research","Mid-Line-Storage-White-Paper-06-13-03-3.doc","The seminal Aberdeen Group white paper that defined and named the 'midline' storage tier — ATA-based online storage positioned between high-performance FC/SCSI disk arrays and magnetic tape. Based on 75 face-to-face and telephone interviews with storage managers at billion-dollar enterprises, it presented a four-level storage pyramid, documented that 75% of enterprise buyers were moderately or highly likely to purchase midline storage, and predicted that over 50% of enterprise data would eventually migrate to the midline tier. The paper established ILM principles (Ageing, Freezing, Accumulation, Redundancy) as the rationale for a new storage tier.","CC-BY-4.0","high","Seminal paper that coined and defined the 'midline' storage tier and established the four-level storage pyramid (Online/Midline/Nearline/Offline); the paper directly created the enterprise market category for ATA/SATA-based enterprise storage; 'midline' and 'nearline' terminology entered and remains in industry vocabulary.","high","Tiered storage is now the universal enterprise storage architecture; the economic logic (cost-per-GB differentiation driving data placement by lifecycle stage) remains the foundation of modern storage tiering; ILM-driven data placement is a standard enterprise storage feature; the paper's framework is directly applicable to current SSD/NVMe vs SATA vs tape tiering discussions.","high","All major predictions proved correct: >50% of enterprise data moved to midline/SATA tier (Wikibon 2011 estimated 85% of data and 40% of spend by 2015); 75% buyer-likelihood statistic validated by rapid market adoption; ILM became a core enterprise data management concept; tiered storage became standard in every enterprise storage product. The 'midline' and 'nearline' terms entered and persist in industry vocabulary. Prescience score: 8-9/10.","Project Examples"
"mini-micro-stratus-32-arch-freiburghouse-6dc03e","Mini-Micro Systems: Robert Freiburghouse on the Stratus/32 Architecture — VOS, StrataLINK, and 'Continuous Processing' (1982)","Robert Freiburghouse (Stratus Computer)","1982","trade-press-architectural-feature","fault-tolerant-computing/computer-architecture","vendor-architect-byline-trade-press","Stratus-Arch-Freiburghouse-1982-Mini-Micro-Systems-5.pdf","1982 Mini-Micro Systems bylined feature article by Robert Freiburghouse (Stratus Computer's principal software architect, formerly of Multics PL/I compiler design) detailing the Stratus/32 architecture and 'continuous processing' design philosophy. Key architecture facts documented: up to 32 processing modules connected via StrataLINK high-speed coaxial link (32 Mbits/sec; 2.8 MB/sec dual / 1.4 MB/sec single); each processing module configurable as fully redundant, partially redundant, or non-redundant; each module contains two Motorola 68000 CPUs sharing memory plus one Z80 per peripheral controller; high-speed bus 125-nsec cycle, two parallel data/control paths 32-bit wide, 32 MB/sec potential (16 MB/sec actual at processor/memory boards) — vs VAX 11/780 at 13 MB/sec; CPU board self-checking with paired logic, full-redundant module survives any component failure without performance/data loss; failed boards replaceable by non-technical personnel without tools while system running; VOS distributed virtual OS makes all modules appear as single virtual computer; per-process address space 16 MB (4 MB VOS + 12 MB user). Typical Stratus/32 priced at $172,000 (4 MB memory, dual i43MB disks, 600 lpm printer, mag tape, COBOL + VOS licenses). This is the canonical first-party architectural reference for the Stratus/32 platform throughout the 1982 Stratus quote corpus (studies 1-3 of Batch 25).","CC-BY-4.0","high","Authoritative bylined Stratus architecture reference from Freiburghouse himself — the technical primary source backing Kastner's marketing claims in the parallel 1982 quote corpus.","high","Companion architectural reference for the Stratus/32 system that anchors Kastner's pre-Aberdeen marketing voice; technical baseline for fault-tolerant architecture discussions across the archive.","high","Stratus/32's pair-and-spare hardware redundancy + transparent single-system-image distributed OS (VOS) prefigured: (1) modern RAS-class server hardware (e.g., IBM Z mainframes' lockstep processors); (2) software-defined HA clusters as the dominant successor pattern; (3) hot-pluggable component replacement ubiquitous in modern data-center hardware.","other-authors"
"minicomputer-news-ase-asep-1979-2b5327","System saves $ for thrifty night owls (AS&E ASEP time-of-day metering)","Minicomputer News staff","1979-06-21","news-article","utility-automation-energy-management","news-reporting, expert-quote","ADL-ASE-WEPco-1979-6-8.pdf","Minicomputer News (June 21, 1979) profiles the ASEP two-way power-line communications system developed by American Science & Engineering (AS&E) of Cambridge, Mass. to enable utility time-of-day metering. The system is controlled by a Data General Eclipse S-230 minicomputer with 256K core memory and is deployed by Florida Power, Florida Power and Light, Wisconsin Electric Power (154,000 homes), and utilities in Missouri, New Jersey, Minnesota and California. Article from Kastner's Arthur D. Little era (1972-1979); WEPco (Wisconsin Electric Power) appears in the filename suggesting this was an ADL client deliverable reference.","CC-BY-4.0","medium","Early documented example of utility DSM (demand-side management) via power-line communications and minicomputer control — a precursor to modern AMI/smart-grid systems. Archival value for Kastner's ADL chapter.","medium","The time-of-day rate concept and two-way AMI architecture remain central to modern smart-grid deployments; the Data General Eclipse hardware is obsolete but the policy framework persists.","high","DoE prediction that 'most states will be using time-of-day rates within five or six years' under-called the pace modestly but correctly identified TOU pricing as the dominant industrial/commercial tariff regime, now pervasive in U.S. regulated utility rate design.","other-authors"
"mirror-image-profile-v2-(050404)-e7eb95","Mirror Image Internet Advances Delivery Services for Current and New Customers","Peter S. Kastner","2004-05","case-analysis","Internet Infrastructure / Content Delivery Networks","vendor-profile; customer-case-studies; field-research","Mirror Image Profile V2 (050404).txt","Aberdeen vendor profile of Mirror Image Internet, a CDN (content delivery network) service provider, produced in May 2004 and underwritten by Mirror Image. Profiles the company's Content Access Point (CAP) architecture, two customer case studies (Fastclick online advertising; anonymous international toy retailer), and the new Smart Content services platform combining XML-based rules engine with CDN delivery. Aberdeen concludes Mirror Image meets CDN availability/cost-cutting requirements and recommends evaluation of next-generation application delivery capabilities.","CC-BY-4.0","medium","Vendor profile captures CDN market dynamics post-dot-bomb shakeout (40 vendors to fewer than 12); illustrates how CDN survivors pivoted to application delivery.","high","CDN architecture and content delivery patterns documented here (geotargeting, adaptive caching, distributed rules engine) became standard web infrastructure patterns.","high","Correctly forecast that CDN value would move beyond static/streaming content to application delivery; predicted XML rules-based content personalization and adaptive content; all became mainstream CDN features.","kastner-author"
"mirror-image-profile-v2-050404-97e2a6","Mirror Image Internet: A Pioneer in Content Distribution Network Services","Aberdeen Group","2004-05-01","profile","content-delivery-networks","industry-analysis, competitive-profiling, field-research","Mirror Image Profile V2 (050404).txt","Aberdeen Group profiles Mirror Image Internet, a CDN provider in Woburn MA, highlighting its Content Access Point architecture for centralized-yet-distributed content delivery. Two customer case studies (Fastclick and an international toy retailer) validate cost savings, performance gains, and responsive service. The profile examines Mirror Image's Smart Content platform for XML-based rules-driven adaptive content delivery.","CC-BY-4.0","medium","Solid vendor profile capturing CDN market consolidation from 40+ vendors to fewer than a dozen by 2004; provides useful snapshot of early enterprise CDN adoption patterns.","medium","CDN architecture principles (edge caching, geotargeting, centralized control) remain foundational to modern CDN services like Cloudflare and Akamai, though specific vendor and technology details are dated.","medium","Correctly anticipated that CDN usage would continue growing and that application delivery over CDNs would expand beyond static content; however Mirror Image itself was acquired and the Smart Content platform did not achieve widespread adoption.","kastner-author"
"mobile-banking-may-render-cash-obsolete--e4b699","The Digital Wallet: Mobile Banking May Render Credit Cards and Cash Obsolete","Hiawatha Bray (Boston Globe)","2009-04-29","feature-article","mobile-payments","consumer-interview, industry-analysis","Mobile-banking-may-render-cash-obsolete-in-the-US-The-Boston-Globe-8.webarchive","Boston Globe feature on consumer mobile banking, using Peter Kastner (identified as a 61-year-old consumer-electronics consultant in Westport MA, using his iPhone and Bank of America app) as the lead-paragraph representative user. Kastner articulates the untethered-from-desktop mobile-banking value proposition and, looking ahead, the role NFC-based contactless payment could play once added to phones.","CC-BY-4.0","medium","Early mainstream-press framing of mobile banking + NFC payments before Apple Pay (2014); captures Kastner as the embodiment of the early-adopter persona.","high","Mobile payments are now ubiquitous; article remains useful as a baseline of consumer expectations just before the Apple Pay / Google Pay era.","high","Predicted trajectory — phones replace cash/cards via NFC — was fully realized with Apple Pay (2014) and subsequent scheme adoption.","other-authors"
"mockup~1-ca8fde","Network Operating Systems: 1998 Practice Summary — Mockup/Template","Aberdeen Group","1998-05-01","other-research","network-operating-systems","industry-analysis, market-overview","MOCKUP~1.DOC","A draft/skeleton version of Aberdeen Group's Network Operating Systems (NOS) 1998 Practice Summary, covering the competitive landscape among Novell NetWare, IBM OS/2 Warp Server, and Microsoft Windows NT Server. The document includes a table of contents, preface with strategic market questions, and abbreviated supplier abstracts for IBM, Microsoft, and Novell — but substantive body content is largely absent or placeholder. The strategic questions posed reflect the pivotal moment when Microsoft NT Server was rapidly displacing legacy NOS vendors.","CC-BY-4.0","low","Draft/skeleton document with limited substantive content; value is primarily as a template artifact showing Aberdeen's practice summary structure and the strategic questions being asked about the NOS market in 1998.","medium","The NOS market questions posed — Is Novell viable? Will NT rule the world? Is the NOS dead in the internet era? — are historically significant and the outcomes (NT/Windows dominance; Novell decline) are well-documented.","high","The strategic questions correctly identified the pivotal competitive dynamics: NT Server did achieve dominance; Novell NetWare did decline; the NOS role was redefined but not eliminated by internet/intranet architectures.","aberdeen-group-inc"
"moore-s-law-true-but-irrelevant-internet-661e40","Moore's Law: True But Irrelevant","David Haskin (InternetNews.com)","2003-05-16","news-article","enterprise-pc-strategy","industry-analysis, analyst-debate","Moore-s-Law-True-But-Irrelevant-InternetNews.com-9.webarchive","InternetNews.com piece pitting Gartner's Mark Margevicius ('no software coming anytime soon that needs more desktop performance') against Aberdeen Group's Peter Kastner, who disagrees. Kastner argues Windows 98/NT machines are obsolescent, corporate buyers should move to Office 2003 for collaboration productivity, and that the multi-process, multi-threaded workload of a modern PC ('40 processes going on when I'm checking email') will make CPU performance matter again on the desktop. He cautions IT managers that lengthening the desktop upgrade cycle is 'penny wise, pound foolish.'","CC-BY-4.0","high","Early influential articulation of the post-Moore's Law desktop-upgrade debate featuring the Gartner vs Aberdeen split; contributed to the analyst conversation that shaped corporate PC refresh cycles mid-decade.","medium","The debate over desktop upgrade cadence still recurs; Kastner's multi-process argument prefigured today's background-workload reasoning on Copilot/AI PCs.","high","Kastner's thesis that multi-threaded background workloads would drive desktop demand proved correct with the rise of antivirus, indexing, browsers with dozens of tabs, containers, and (from 2023) on-device AI.","other-authors"
"music-tv-central-to-dell-consumer-push-m-57e733","Music, TV Central to Dell Consumer Push","Rex Crum (CBS MarketWatch)","2003-09-25","news-article","consumer-electronics","industry-analysis, corporate-strategy-analysis","Music-TV-central-to-Dell-consumer-push-MarketWatch-11.webarchive","CBS MarketWatch coverage of Dell's September 2003 consumer-electronics expansion — launching a 17-inch LCD TV and Dell Jukebox digital music player — explicitly framed as a challenge to Apple and Gateway in the music/TV consumer space. Peter Kastner of Aberdeen Group predicts Dell's low-cost direct business model will pay off: 'Dell.com becoming even more of an online electronics superstore.' Competitor Gateway's Mike Moeller disputes that selling music and TVs is enough.","CC-BY-4.0","medium","Captures the moment Dell publicly pivoted from commercial PCs toward consumer electronics; a strategic inflection that went through several later reversals.","medium","Dell's consumer-electronics strategy is a case study in large-PC-vendor diversification that is still instructive for today's platform pivots.","medium","Kastner's 'online electronics superstore' framing proved partially correct (Dell did broaden online retail) but the specific music/TV bet flamed out within 5 years; Dell exited standalone consumer electronics to refocus on enterprise.","other-authors"
"ncr-3000-cabinet-engineering-diagram-199-fa564f","NCR 3000 Server Cabinet Engineering Diagram (1992): Intel486 50MHz Multiprocessor Boards, Micro Channel, Hot-Pluggable Storage","NCR Corporation (engineering documentation)","1992","engineering-diagram","server-hardware-architecture","vendor-engineering-documentation","NCR-3000-cabinet-engineering-1992-2.pdf","NCR Corporation engineering diagram from 1992 documenting the NCR 3000 server cabinet design: processor boards each carrying two 50MHz Intel486 microprocessors, memory boards, eight Primary Micro Channel slots (with eight Optional slots on the Optional Side), 6.75-inch hot-pluggable fans, hot-pluggable internal SCSI fixed disks (up to 14 full-height or 28 half-height), 4 full-height or 8 half-height removable devices on each side, standard 525MB QIC tape and 1.44MB flex disk, optional 600MB CD-ROM and 1.3GB Digital Audio Tape, power back-up system batteries, security lock, and a local peripheral board for VGA monitor / mouse / keyboard / diagnostic monitor / parallel printer. The artifact provides concrete platform context for the Aberdeen Open OLTP white-paper claims about low-cost commercial multiprocessor platforms, X/Open compliance, and downsizing-from-mainframe value propositions of 1991-1992. Companion to the Norway 1992 OLTP seminar deck which references the NCR Model 3550 (UNIX V.4 multiprocessor up to eight i486-50MHz, ~320 MIPS, supporting 1,000+ workstations).","CC-BY-4.0","medium","Concrete engineering documentation of the NCR 3000 family that underlies Aberdeen's 1991-1992 Open OLTP analyses; specifies the Intel486 50MHz / Micro Channel / hot-pluggable storage / X/Open platform that Kastner's white papers describe in the abstract.","medium","Documents the NCR commercial multiprocessor platform that Aberdeen OLTP/MP studies and the WSJ ad refer to; provides hardware context for the contemporaneous Kastner Korean and Norway translations.","low","Specific cabinet design did not predict any unique trend; however, the architectural choices (commodity x86 multiprocessing, hot-pluggable storage, modular SCSI, redundant power, X/Open Unix) anticipated the rack-mount commodity-x86 server pattern that dominated the 2000s data center.","other-authors"
"ncr-att-wsj-massively-parallel-processin-f1f0a8","NCR/AT&T Wall Street Journal Full-Page Ad Featuring Aberdeen Group / Kastner Endorsement of Commercial Massively-Parallel Processing","NCR Corporation / AT&T Company (advertiser)","1993-11-08","full-page-print-ad","commercial-massively-parallel-processing/data-warehouse-marketing","advertising-collateral-with-third-party-endorsement","NCR-1993-11-psk-quote-WSJ-full-page-ad.pdf","NCR (an AT&T Company) full-page advertisement on page B9 of the Wall Street Journal, Monday, November 8, 1993, anchored by a substantial Peter S. Kastner / Aberdeen Group endorsement quote: 'NCR is demonstrating not only that (parallel processing) is ready for commercial applications now, but that it is an attractive alternative encompassing what modern users are demanding: a robust computing environment, an open operating system, interoperability with other suppliers' systems, flexible expansion, and attractive price/performance.' The ad claims more than 400 NCR System 3600 and DBC/1012 (Teradata) systems installed at over 180 of the world's most successful companies, positions NCR as ten years into commercial massively-parallel processing, and announces fifth-generation hardware and software while competitors had yet to announce their first generation. A 'Share of Commercial Parallel Processing Market' callout cites Aberdeen Group as the source. This is a Kastner-anchored third-party-endorsement artifact in a top-tier business newspaper, contemporary with the Aberdeen Open OLTP white-paper corpus.","CC-BY-4.0","high","Top-tier WSJ placement of an Aberdeen/Kastner endorsement quote for NCR's commercial massively-parallel processing; both names the analyst (Peter S. Kastner) and the firm (Aberdeen Group), and cites Aberdeen as source for the parallel-processing market share chart.","high","Direct evidence of Kastner / Aberdeen Group public endorsement anchoring NCR's marketing of Teradata-based massively-parallel computing in fall 1993; companion to Aberdeen Open OLTP and data-warehouse research from same era.","high","Kastner's 1993 endorsement of commercial massively-parallel processing as 'ready now' anticipated the explosion of MPP data warehouses (Teradata, Netezza, Greenplum, Vertica) through the 2000s and the cloud-era distributed-analytics architectures (BigQuery, Snowflake, Redshift) that became the default for enterprise analytics by the 2010s.","other-authors"
"ncr-bringing-highly-available-nt-ecb055","NCR: Bringing Highly-Available NT to Transaction-Intensive Production Environments","Aberdeen Group (James Gruener)","1997-10-01","vendor-profile","enterprise-server-platforms","competitive-profiling, field-research","1997NCR_ Bringing Highly-Available NT to Tr...tion-Intensive Production Environments pra.pdf","This 1997 Aberdeen Group vendor profile abstract documents Aberdeen's findings from in-depth interviews with IS managers who deployed NT servers, specifically comparing NCR's NT offerings against Compaq, Hewlett-Packard, and IBM. Aberdeen concludes that NCR's NT products are distinguishable in processing power, applications focus, and service/support availability, and recommends NCR for IS decision makers seeking High Availability Transaction Processing (HATP) servers.","CC-BY-4.0","low","This is a short abstract of a vendor-sponsored profile; the full study was behind a paid research wall. At 252 words it captures Aberdeen's market recommendation for NCR NT platforms in 1997 but represents a routine vendor endorsement rather than original research or framework contribution.","low","The specific NT server competitive landscape (NCR vs. Compaq vs. HP vs. IBM) is entirely obsolete. NCR exited the commodity server market; Compaq was acquired by HP; the NT Server era ended with Windows 2000. No modern applicability beyond historical archival interest.","not-applicable","This is an abstract only; the document contains a vendor recommendation (evaluate NCR for HATP needs) but no explicit forward-looking predictions with measurable timeframes. The recommendation itself cannot be assessed for prescience given the short abstract format and the company's subsequent exit from the server market.","other-authors"
"ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414","NCR Norge AS Open OLTP/RDBMS Mini-Seminar, Oslo, 11 September 1992 — Kastner / Aamodt / Hansen","Peter S. Kastner (lead lecturer, Aberdeen Group); Sven Aamodt (Oracle Norge); Scott Hansen (Unix International)","1992-09-11","client-seminar-deck-with-bios-and-attendees","open-OLTP/RDBMS-synergy/UNIX-System-V-AT&T-NCR-Europe","translated-seminar-deck-with-original-Norwegian-source","NCR-Norway-OLTP-RDBMS-1992-7.docx + NCR-Norway-1991-5.pdf","Mini-seminar 'Challenges and opportunities with transaction processing in an open environment' (Norwegian: 'Utfordringer og muligheter med transaksjonsprosessering i et åpent miljø') hosted by NCR Norge AS in Oslo on 11 September 1992. Three lecturers: (1) Peter S. Kastner, Vice President, Commercial Systems Practice, Aberdeen Group, on 'What a manager needs to know about transaction processing in an open environment'; (2) Sven Aamodt, Technical Director, Oracle Norge AS, on synergy effects between TP and relational databases; (3) Scott Hansen, Managing Director, Unix International European division, on UNIX System V transaction processing under the Unix International ATLAS architecture / Corporate Hub Environment. Kastner's biography lists his 1990 Aberdeen reports 'Transaction Processing into the 1990s' and 'The Hardware Suppliers', his 1991 'Evaluating Options in Microprocessor Multiprocessing' report, plus prior lecturing for Apple, ASK Ingres, DEC, Hewlett-Packard, NCR, and Stratus Computer, and previous head-of-marketing/sales roles at DEC, Prime, and Stratus, plus Arthur D. Little consulting. Two source files reconciled: the Norwegian PDF (#5, with original Norwegian Bokmål agenda but English-language abstracts because the speaker abstracts were already in English in the source) and the clean English DOCX (#7) which is used as primary text. A tiny 82-byte test fragment (#6) containing only the Norwegian title is noted but adds no content. Includes the participant list (~30 Norwegian attendees from DnB, Fokus Bank, Fellesdata, banks, banks user-group, government bodies, and IDC Norge) and the NCR participants list (11 NCR Norge staff including host Steinar Høistad). Attachments referenced are NCR TopEND brochure, NCR Model 3550 brochure (UNIX V.4 multiprocessor up to eight i486-50MHz, 320 MIPS, 1,000+ workstations), and 'The World of NCR' overview. Documents Kastner's international (Norway) delivery of the same Open OLTP thesis the Korean translation (Batch 23 study aberdeen-open-oltp-enterprise-managers-korean) and the English fragments (Batch 22 ea272f) cover.","CC-BY-4.0","high","Detailed concrete record of Kastner's 1992 European seminar tour as Aberdeen Group VP, Commercial Systems Practice, including verbatim biography, full agenda, peer lecturer bios (Aamodt, Hansen), and a 30-name attendee list naming Norwegian banks, government, and IT-research firms. Triangulates with the WSJ ad, the Korean translation, and the Land O'Lakes seminar to document the international reach of the 1992-1993 Aberdeen Open OLTP / downsizing message.","high","Primary-source proof of Kastner Aberdeen affiliation and bio in September 1992 with prior employment chronology; documents the Oracle Norge + Unix International alliance with NCR for European Open OLTP positioning; key snapshot of the AT&T-NCR period (1991-1996).","high","Anticipates the global Unix on commodity x86 server architecture (Linux/x86 servers eventually replaced both proprietary minis and mainframes per the deck's thesis); the Hansen-Aamodt-Kastner tri-vendor-track foreshadows the Linux-Oracle-Intel triumvirate of the 2000s. The 'Corporate Hub Environment' framing anticipates the enterprise integration hub patterns of EAI/ESB (early 2000s) and later API gateways/iPaaS (2010s).","kastner-author"
"ncr-system-3000-model-3550-brochure-1992-b15aed","NCR System 3000 / Model 3550 Open Cooperative Computing Brochure (1992)","NCR Corporation (vendor product brochure)","1992","vendor-product-brochure","open-cooperative-computing/symmetric-multiprocessing","vendor-product-collateral","NCR-System-3000-1992-brochure-3.pdf","NCR Corporation 1992 product brochure for the NCR System 3000 family, with the NCR Model 3550 highlighted as 'the most powerful tightly-coupled system in the System 3000 family'. The brochure positions System 3000 as 'the broadest range of open, scalable systems in the computer industry today' — from uniprocessor to multiprocessor, tightly-coupled to loosely-coupled architectures — and pitches the 3550 as delivering 'several times the performance traditionally found in mainframe computers, for less cost'. Engineering specs: dual 64-bit system bus running at 25 MHz with 200 MB/sec aggregate bandwidth; up to 8 Intel486 50 MHz CPUs (claimed 320 MIPS); Micro Channel Enhanced I/O; RAID storage; hot-pluggable disks; dual-port memory; fault-resilient design. UNIX SVR4 operating system. This is the platform companion to the Batch 23 NCR 3000 cabinet engineering diagram (study fa564f) and is contemporaneous with Aberdeen's Open OLTP for Enterprise Managers white paper (study 3fc536) and the 1992-09 NCR Norge AS Open OLTP/RDBMS mini-seminar (study 7f5414).","CC-BY-4.0","high","Primary-source NCR product collateral establishing the platform architecture that Aberdeen's 1991-1992 Open OLTP studies (Korean translation 3fc536, Norway seminar 7f5414, English fragments ea272f) actually evaluate. Bridges vendor positioning to analyst commentary.","high","Documents the NCR System 3000 / Model 3550 — central platform of the NCR-Aberdeen Open OLTP analytical track that runs through Batches 21-24.","medium","1992 vendor positioning of x86-based SMP servers as scalable mainframe alternatives anticipated the Intel-based enterprise server transition of the late 1990s and 2000s, although NCR System 3000 itself was displaced by the WorldMark line and later by commodity x86 server vendors.","other-authors"
"ncr-topend-tp-monitor-brochure-1992-eeea31","NCR TopEND Transaction Processing Monitor Brochure (1992)","NCR Corporation (vendor product brochure)","1992","vendor-product-brochure","open-tp-monitor/distributed-transaction-processing","vendor-product-collateral","NCR-Top-End-1992-brochure-4.pdf","NCR Corporation 1992 product brochure for TopEND, the NCR open transaction-processing monitor for distributed Open OLTP environments. TopEND is positioned as supporting full ACID semantics (Atomicity, Consistency, Isolation, Durability) and as compliant with the major open-systems standards stacks of the era — X/Open DTP (XA), POSIX, OSI communications, and OSF DCE. The brochure also emphasizes CICS interoperability as a migration bridge for enterprises moving from IBM mainframe TP to Unix-based distributed Open OLTP. TopEND is the implicit TP monitor referenced in Aberdeen's Open OLTP for Enterprise Managers white paper (Korean translation, study 3fc536) and in the 1992-09 NCR Norge AS Open OLTP/RDBMS mini-seminar (study 7f5414, where TopEND is named in lecture topics).","CC-BY-4.0","high","Documents the NCR TP-monitor product that anchors Aberdeen's Open OLTP analytical framework — direct vendor evidence of the ACID + standards-compliance + CICS-bridge positioning Aberdeen validated in print.","high","TopEND is named in the Norway 1992 lecture set (study 7f5414); this brochure is the primary source for what TopEND actually promised to deliver.","medium","1992 standards stack (X/Open, POSIX, OSI, OSF) and ACID anchor are still the conceptual basis for modern distributed TP and cloud-database transaction guarantees, even though TopEND itself did not survive as a product line.","other-authors"
"ndatemplate-3b4753","Aberdeen Group Mutual Confidentiality Agreement Template","Aberdeen Group","2000-01-01","employer-record","legal-documents-NDA","document-review","NDAtemplate.docx","This is Aberdeen Group's standard Mutual Confidentiality Agreement template, governed by Massachusetts law. It establishes mutual obligations for confidentiality of proprietary information shared during potential business transactions, including a 24-month non-solicitation of employees clause, provisions for return/destruction of confidential information, and standard exceptions for publicly available information. The document is blank with placeholder fields for parties and dates.","CC-BY-4.0","low","Standard NDA template; limited unique historical value beyond documenting Aberdeen Group's standard legal practices.","medium","NDA terms (24-month non-solicitation, Massachusetts law governing) are standard industry practice still in use; template structure remains applicable.","not-applicable","No predictions made; this is a legal template document.","kastner-author"
"netcompute-e6c378","NC Server White Paper -- DRAFT","Network Computer, Inc. (NCI) / Aberdeen Group","1997-01-01","white-paper","network-computing","product-specification, industry-analysis","NetCompute.docx","This draft white paper describes the NC Server from Network Computer, Inc. (NCI), a platform enabling network computing via a three-tier architecture of OS substrate, required system services, and NC applications. The document details NC components including initialization (BOOTP/DHCP), authentication (smart card), file system (NFS), print services, and applications (Oracle-based productivity tools, web server, mail, billing). The NC Server is positioned as a low-cost, centrally managed alternative to desktop PCs.","CC-BY-4.0","high","Captures the thin-client/network computing wave of the late 1990s; documents NCI's Oracle-backed NC Server architecture that competed against Microsoft and Intel's dominance.","medium","The network computing paradigm re-emerged as cloud computing and Chromebooks; the architectural concepts (server-side processing, thin clients) are foundational to current cloud computing.","medium","NCI's NC Server concept correctly anticipated the direction of cloud/SaaS but failed in the late-1990s market; the thin-client model ultimately succeeded through different vectors (smartphones, Chromebooks, cloud).","kastner-author"
"networ~1-96462b","Networking: 1998 Practice Summary","Aberdeen Group","1998-05-01","other-research","networking","industry-analysis","NETWOR~1.DOC","Aberdeen Group's 1998 practice summary covering the enterprise networking market — including LAN/WAN technologies, hubs, routers, switches, and high-speed networking. The report profiles major networking suppliers including Cisco, 3Com, Bay Networks, and Cabletron, and identifies key market trends such as the transition from hubs to switches, the rise of Gigabit Ethernet, and the impact of Internet traffic on network design. It also addresses Year 2000 compliance concerns for network infrastructure.","CC-BY-4.0","medium","Institutional practice-area documentation representing Aberdeen's 1998 networking market landscape; valuable for vendor coverage breadth though not groundbreaking original research.","medium","Core networking vendor landscape from 1998; valuable for historical context of Cisco/3Com era though specific product details are dated.","high","Correctly predicted switch-over-hub displacement and Gigabit Ethernet dominance; ATM desktop prediction proved inaccurate but backbone usage assessment was accurate.","aberdeen-group-inc"
"newsfactor-vista-deployment-cadence-kast-d1f518","Vista: How Soon Until Deployment?","David Garrett","2006-11-03","news-article","Windows-Vista-enterprise-deployment-cadence","news-reporting, expert-quote-aggregation, hardware-lifecycle-analysis","Vista-How-Soon-Until-Deployment.webarchive","NewsFactor reports analyst views on enterprise Vista adoption pace. Peter Kastner, Aberdeen vice-president and research director for enterprise technology, frames a three-year hardware-lifecycle 'cadence' that places full Vista deployment in 2010 as new Vista-laden machines replace XP. Kastner predicts Microsoft will stop shipping XP in small business retail systems in 2007, forcing Vista uptake. He disagrees with Gartner's recommendation that businesses wait until 2008.","CC-BY-4.0","high","Captures enterprise Vista-adoption cadence prediction at the eve of Vista launch — central to understanding why Vista underperformed and why enterprises skipped to Windows 7 (2009-2012).","medium","OS-rollout cadence framework remains relevant; specific Vista context historical.","medium","Kastner's hardware-cadence model proved correct directionally — Vista was largely skipped by enterprises in favor of Windows 7 by 2010, validating the slow-uptake thesis but not the specific 'fully deployed by 2010' prediction.","other-authors"
