"tech_id","study_id"
"tech-rs6-005","1997-ibm-ships-first-64-bit-rs-6000-serv-961e2c"
"tech-rs6-006","1997-ibm-ships-first-64-bit-rs-6000-serv-961e2c"
"tech-smart-contact","aberdeen-1995-hp-customer-interaction-software"
"tech-tpc","volume-1-appendix-career-timeline"
"tech-tpc","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"tech-tsapi","aberdeen-1995-hp-customer-interaction-software"
"technology-market-analysis","1q05-dtp-best-practices-telecom012705a-0e3ad6"
"technology-market-analysis","1q05-dtp-pe-card-012805a-9f8ea1"
"technology-market-analysis","1q05-ee-enterprisetalentmgmt-012705a-737075"
"technology-market-analysis","1q05-pss-fieldservices-020305a-fa2797"
"technology-market-analysis","1q06-ee-beyondpayforperformance-b12c3f"
"technology-market-analysis","1q06-tresury-cashmngt-jp-3dc92d"
"technology-market-analysis","2000-e-learning-in-the-enterprise-psk-5caf5b"
"technology-market-analysis","2003-compaqsnapshot-5924f7"
"technology-market-analysis","2004-dellsnapshot-953527"
"technology-market-analysis","2004-examensnapshot-171cca"
"technology-market-analysis","2004-procuri-ee38ef"
"technology-market-analysis","2004-silverpopsnapshot-08423a"
"technology-market-analysis","2004-spotlightteldata-67a55f"
"technology-market-analysis","2005-ee-hcm-research-agenda-012605a-9126d5"
"technology-market-analysis","2005-pss-research-agenda-011405a-c25c0e"
"technology-market-analysis","2006-fvc-cp-researchagenda-548e42"
"technology-market-analysis","2006-hr-aberdeen-research-calendar-hcm-aa035b"
"technology-market-analysis","2006-pie-research-calendar-e04026"
"technology-market-analysis","2q05-ee-appinbusop-020205-wm-be4436"
"technology-market-analysis","2q05-ee-security-best-practices-041105a-a3dd34"
"technology-market-analysis","2q05-ee-workforceoptimization-030105b-3988e6"
"technology-market-analysis","4q05-20role-20of-20quality-20in-20manufacturing-20jb-jb-2004oct05-2120d2"
"technology-market-analysis","4q05-greatit-wm-d4022a"
"technology-market-analysis","aberdeenaccess-699575"
"technology-market-analysis","aberdeenadvisoryaccessservice-b99846"
"technology-market-analysis","aberdeene-learning-6737c5"
"technology-market-analysis","aberdeenmascollateral-2c5815"
"technology-market-analysis","about-aberdeen-access-d00a7c"
"technology-market-analysis","alternasnapshot-5ed256"
"technology-market-analysis","ariba-e7dfd0"
"technology-market-analysis","arzoonsnapshot-149da0"
"technology-market-analysis","avatiersnapshot-882cb6"
"technology-market-analysis","bigfixsnapshot-f4a360"
"technology-market-analysis","citadelsnapshot-654e06"
"technology-market-analysis","cobionsnapshot-6c1ec0"
"technology-market-analysis","computerassociatessnapshot-17f654"
"technology-market-analysis","courionsnapshot-f4ea3e"
"technology-market-analysis","dellsnapshot-db9d8f"
"technology-market-analysis","dtp-204q04-20-20e-procurement-20success-20102804a-3cf03d"
"technology-market-analysis","dtp-204q04-20-20mro-20102804a-dcaad2"
"technology-market-analysis","dtp-204q04-20-20services-20procurement-20eu-20080504a-77956a"
"technology-market-analysis","e-learning-fd5d01"
"technology-market-analysis","ebi-spendingtoc-a6bf6a"
"technology-market-analysis","ee-204q04-20-20employee-20performance-20mgmt-20072804a-42f62d"
"technology-market-analysis","ee-204q04-20-20employee-20performance-20mgmt-20100804a-7a5850"
"technology-market-analysis","ee-4q04-20-security-spend-mgmt101504a-71e631"
"technology-market-analysis","ee-4q04-cio-agenda-2005-110504a-cabbdc"
"technology-market-analysis","enterprise-aligning-for-action-wb060305b-e14454"
"technology-market-analysis","enterprise-benchmarking-performance-7387ac"
"technology-market-analysis","enterprise-benchmarking-performance-wb060305b-c9f431"
"technology-market-analysis","enterprise-educating-the-team-a33c39"
"technology-market-analysis","enterprise-educating-the-team-wb061005a-4fb6c2"
"technology-market-analysis","enterprise-introduction-0fadce"
"technology-market-analysis","enterprise-introduction-wb060305b-fc9e4f"
"technology-market-analysis","epresencesnapshot-69ff57"
"technology-market-analysis","examensnapshot-cf83e1"
"technology-market-analysis","giliansnapshot-6fcaf6"
"technology-market-analysis","grandopening092004f-a944eb"
"technology-market-analysis","hpsnapshot-31573d"
"technology-market-analysis","i2snapshot-e7bbb1"
"technology-market-analysis","ibmsnapshot-9b0905"
"technology-market-analysis","imperitosnapshot-8db06b"
"technology-market-analysis","integratedopticstoc-4b3a46"
"technology-market-analysis","ipolicysnapshot-398455"
"technology-market-analysis","lumetasnapshot-6233db"
"technology-market-analysis","ma-oraclebuysprofitlogic-pr-446851"
"technology-market-analysis","manufacturing-researchlicensing-f49444"
"technology-market-analysis","mazunetworkssnapshot-f9bae1"
"technology-market-analysis","memoir-scratch-pad-464eb7"
"technology-market-analysis","mto-2005-sell-side-research-20agenda-110404a-a86bae"
"technology-market-analysis","net2ssnapshot-446b68"
"technology-market-analysis","netscreensnapshot-e08ade"
"technology-market-analysis","nfrsnapshot-c5fc14"
"technology-market-analysis","ourpromise-5b66af"
"technology-market-analysis","phoenixsnapshot-e90044"
"technology-market-analysis","privastaffsnapshot-b4f7c1"
"technology-market-analysis","procuri-d9365c"
"technology-market-analysis","pss-204q04-20-20nextgen-20post-sales-20service-20083004a-fcd311"
"technology-market-analysis","publication-partner-program-b2219f"
"technology-market-analysis","q106-gsm-dirmatbmq06-collateral-312afd"
"technology-market-analysis","q106-pointofserviceselectionoverview-9f7550"
"technology-market-analysis","q106-smmidplm-overview-f25f0e"
"technology-market-analysis","q106-sro-ssr-overview-e17408"
"technology-market-analysis","q106-svcnetopt-overview-cb1664"
"technology-market-analysis","q107-secure-records-mgmt-aa-3425f8"
"technology-market-analysis","q206-cardsresearchpreview-0ba635"
"technology-market-analysis","q206-croagenda-sq-27e043"
"technology-market-analysis","q206-esb-psk-a58802"
"technology-market-analysis","q206-mechatronics-cj-959c35"
"technology-market-analysis","q206-retailwfm-gb-e031a9"
"technology-market-analysis","q206-tasslick-29cfd2"
"technology-market-analysis","q306-portfoliomgt-jmb-12b2c0"
"technology-market-analysis","q306-precisionmktpreview-cir-la-913b23"
"technology-market-analysis","q406-admoutsourcing-rs-1f9266"
"technology-market-analysis","q406-elearning-grc-aa-6e7359"
"technology-market-analysis","q406-endpointnac-66d658"
"technology-market-analysis","q406-lmsresearchpreview-7f127b"
"technology-market-analysis","q406-precisionmktpreview-ci-49ecab"
"technology-market-analysis","q4svccmsolselguide-marketingslick-070605a-98b07c"
"technology-market-analysis","qrs-ba207a"
"technology-market-analysis","rb-indtract-rg-2595-2652df"
"technology-market-analysis","research-services-overview-914a21"
"technology-market-analysis","research-services-overview-wb061005a-6994ac"
"technology-market-analysis","rp-idandaccmgmt-hd-061130-4791a9"
"technology-market-analysis","safewebsnapshot-1f1fdd"
"technology-market-analysis","sagesnapshot-d92fc8"
"technology-market-analysis","sap-f4603b"
"technology-market-analysis","scm-05-06-research-agenda-081605a-bc04b6"
"technology-market-analysis","securecomputingsnapshot-ce5ea3"
"technology-market-analysis","secureinfosnapshot-300aec"
"technology-market-analysis","selecticasnapshot-c0c207"
"technology-market-analysis","shavliksnapshot-fd9e0f"
"technology-market-analysis","silverpopsnapshot-4c53eb"
"technology-market-analysis","snapshots-20market-20visibility-20collateral-34f703"
"technology-market-analysis","solution-provider-introduction-3cd92e"
"technology-market-analysis","solution-provider-introduction-wb061005a-af380e"
"technology-market-analysis","solution-providers-accelerating-sales-dd23da"
"technology-market-analysis","solution-providers-accelerating-sales-wb060205a-876d27"
"technology-market-analysis","solution-providers-creating-demand-49b049"
"technology-market-analysis","solution-providers-creating-demand-wb060905a-b72e30"
"technology-market-analysis","solution-providers-growing-customers-b956f7"
"technology-market-analysis","solution-providers-growing-customers-wb061005a-dc4e92"
"technology-market-analysis","solution-providers-mktawareness-b2463f"
"technology-market-analysis","solution-providers-mktawareness-np110405a-7a1bc7"
"technology-market-analysis","spidynamicssnapshot-2b4eae"
"technology-market-analysis","spotlightdigitalfountain-3a7ed2"
"technology-market-analysis","spotlightprofitline-f0b7b5"
"technology-market-analysis","spotlightteldata-3e83bb"
"technology-market-analysis","symantecsnapshot-da9c4c"
"technology-market-analysis","thought-20leadership-20collateral-8fcaaf"
"technology-market-analysis","tpc-c-results-89bdb3"
"technology-market-analysis","tripwiresnapshot-952557"
"technology-market-analysis","websidestorysnapshot-d9e992"
"technology-market-analysis","webwashersnapshot-a1cfa0"
"technology-market-analysis","wfms-research-preview-q406-cce768"
"technology-market-analysis","written-intel-consumer-lt-10-5-03-df2e9c"
"technology-market-analysis","written-ma-unisyswipro-rs-3747-355001"
"technology-market-analysis","written-the-business-value-in-it-outsourcing-d9a0f9"
"technology-market-analysis","xignsnapshot-4553de"
"telechips-access","aberdeen-1996-telechips-access-pc-telephony-interaction"
"telecom-backbone-equipment","tech-s-best-hope-pockets-of-prosperity-2-17d6cf"
"telecom-legacy-oss","soft-mountain-java-a396b5"
"tempest-secure-terminals","prime-industry-product-5-year-plan-1981-0a3546"
"teradata","aberdeen-1996-web-warehouses-dss-for-masses"
"teradata","dssune~1-cbf6e3"
"teradata-data-warehouse","aberdeen-1996-ncr-fail-safe-enterprise-nt"
"teradata-database","aberdeen-customer-driven-info-systems-at-2f9724"
"teradata-dss","ibm-rs6000-midran~1-88f049"
"teradata-dw","safeway-damages-report-draft-b502f4"
"teradata-warehouse","on-computers-tips-good-news-for-ncr-dell-1943c5"
"terascale","2010-intel-ia-continuum-wp-1-2-fc5653"
"terminal-server","dct-microsoft-homestation-notes-2002"
"testing-tools","1998-y2k-report-f512fb"
"thin-client","kastner-sipp-pc-lifecycle-dynamics-2003-4395fd"
"thin-client","technology-news-trends-desktop-pcs-decli-7993aa"
"thin-client","volume-1-ch07-founding-aberdeen-1988-1997"
"thin-client-device","1998-microsoft-nt-windows-2000-multi-user-computing-5f91e4"
"thin-client-web-architecture","aberdeen-1997-silknet-software"
"three-tier-arch","aberdeen-1996-clarify-inc"
"three-tier-architecture","aberdeen-1996-iq-software-www-reporting"
"three-tier-architecture","aberdeen-1996-moving-effectively-next-gen-client-server"
"three-tier-architecture","aberdeen-1996-object-oriented-three-tier-plus-computing"
"three-tier-architecture","aberdeen-megatrends-mfa-cs-mis-1993-05-98fc87"
"three-tier-architecture","aberdeen-trends-90s-logan-1991-648c68"
"throughput-computing","technology-news-hardware-sun-unveils-ult-4a76bb"
"tib-active-enterprise","middle~1-a64fa0"
"tick-tock","2026-kastner-intel-longitudinal-776f7e"
"tiered-storage","technology-themes-2003-04"
"time-of-day-metering","adl-ase-asep-two-way-power-communications-1979-b8c001"
"time-of-day-rates","minicomputer-news-ase-asep-1979-2b5327"
"timesharing","volume-1-ch02-physics-of-the-machine-1969-1972"
"itanium","hp-compaq-kastner-insight1-a5a4e0"
"titanium-ia64","intel-ia2004-pk4-kc-edits-de9c37"
"tivoli-management-environment","management-heavies-seek-broader-base-8-723197"
"tivoli-tme","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f"
"tivoli-tme","carepo-kastner-unicenter-jasmine-1996-1d5ffe"
"tivoli-tme","system~1-36ba8c"
"tivoli-tmf","aberdeen-1996-ibm-tivoli"
"tme-10-enterprise-console","aberdeen-1996-ibm-tivoli"
"tme-10-monitoring","aberdeen-1996-ibm-tivoli"
"tme-10-netview","powerful-network-management-4cb125"
"tme-10-sm","1997-tme-10-security-management-8178c6"
"tme-10-software-dist","aberdeen-1996-ibm-tivoli"
"tolerant-eternity","informationweek-tolerant-debitcredit-198-4f3b26"
"tolerant-eternity-os-50","informationweek-tolerant-debitcredit-198-4f3b26"
"top-end","aberdeen-open-online-transaction-process-ea272f"
"tp-monitor","1997-broadvision-dynamic-web-application-5f10bb"
"tp-monitor","aberdeen-1996-moving-effectively-next-gen-client-server"
"tp-monitor","aberdeen-1996-spider-technologies-netdynamics"
"tp-monitor-middleware","aberdeen-1996-computer-telephony-integration"
"tp-monitors","middle~1-a64fa0"
"tp1-benchmark","stratus-tp-1-internal-benchmark-guide-19-9b51bf"
"tp1-et1-debit-credit","informationweek-tolerant-debitcredit-198-4f3b26"
"tpc-a","tandem-tr-85-2-debitcredit-1985-ca207a"
"tpc-a","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"tpc-a-benchmark","1993-hercules-sap-28344a"
"tpc-b","aberdeen-dops-tpc-1992-deck-bbe78e"
"tpc-benchmark","1992-tpc-benchmarks-vp-ed0e0d"
"tpc-benchmark","2026-kastner-ibm-longitudinal"
"tpc-benchmark","2026-kastner-oracle-longitudinal"
"tpc-benchmark","bull1990-d-c-benchmarks-8b5d9c"
"tpc-benchmark","debit-credit-ibm-dec-1988-2-2fc147"
"tpc-benchmark","dec-resume-performance-review-3-1f133b"
"tpc-benchmark","dectp-genspark-research2-4-a09a82"
"tpc-benchmark","hptpc92-2fd423"
"tpc-benchmark","ibmrs6k-05561e"
"tpc-benchmark","ibmtpc92-c32789"
"tpc-benchmark","psk-bio97-475934"
"tpc-benchmark","psk-niopubs-3d103b"
"tpc-benchmark","tpc2-92-c2a45c"
"tpc-benchmark","tpcbench92-139998"
"tpc-benchmark-a","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"tpc-c","2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa"
"tpc-c","bull1990-d-c-benchmarks-8b5d9c"
"tpc-c","inforx95-3-9a45fe"
"tpc-c","open-tpc-database-benchmarks-9-058487"
"tpc-c","sap-r-3-on-wintel-servers-712986"
"tpc-c","tpcbench92-139998"
"tpc-c","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"tpc-c-benchmark","aberdeen-1995-limd-technology"
"tpc-c-benchmark","aberdeen-1996-risc-unix-market"
"tpc-c-benchmark","silicon-graphics-origin-servers-a-high-duct-with-p-447a86"
"tpc-e","open-tpc-database-benchmarks-9-058487"
"tpc-h","2002-performance-breakthroughs-the-benchmarking-fanatic-6d41fa"
"tpc-web-service-benchmark","open-tpc-database-benchmarks-9-058487"
"tpcc-benchmark","aberdeen-1996-debunking-ntsmp-scalability-myth"
"tpm","intel-consumer-lt-10-5-03-580af7"
"tps","tandem-tr-85-2-debitcredit-1985-ca207a"
"transactional-memory","intel-pulse-check-ia-continuum-2013-3a693f"
"transactions-per-second-tps","informationweek-tolerant-debitcredit-198-4f3b26"
"transcend-enterprise-manager","aberdeen-1995-3com-lanplex-2500"
"transcend-networking","aberdeen-1997-3com-accelerates-remote-access-market"
"transformer-architecture","2026-kastner-enterprise-ai-arc"
"transformer-architecture","volume-1-ch10-the-long-view-1966-2026"
"transmeta-crusoe-tm5700","transmeta-crusoe-tm5700-tm5900-computerw-455262"
"transmeta-crusoe-tm5800","transmeta-crusoe-tm5700-tm5900-computerw-455262"
"transmeta-crusoe-tm5900","transmeta-crusoe-tm5700-tm5900-computerw-455262"
"trickle-feed","safeway-damages-report-draft-b502f4"
"tru64-unix","2001-compaq-tru64-unix-and-oracle9i-clusters-reduce-cos-17b4b2"
"tru64-unix","2001-hp-cpq-merger-collection-edbca1"
"trucluster-server","2001-compaq-tru64-unix-and-oracle9i-clusters-reduce-cos-17b4b2"
"trustworthy-computing","microsoft-s-move-to-mothball-old-code-ra-724d34"
"tuxedo","aberdeen-open-online-transaction-process-ea272f"
"tuxedo","middle~1-a64fa0"
"tuxedo","nti-11-distributed-midrange-servers-1993-dedd19"
"tv-tuner-card","dct-microsoft-homestation-notes-2002"
"tv-tuner-card","dct-microsoft-media-center-rollout-2002-08"
"tv-tuner-card","dct-video-market-segmentation-2002"
"two-phase-commit","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"two-phase-commit","ieee-db-stratus-32-psk-1d4564"
"two-phase-commit","nti-6-rdbms-technology-48f4aa"
"ucf","webex--taking-conferencing-to-the-busine-5b8109"
"uhf-t-band","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"ulead-videowave","nvidia-personal-cinema-lab-report-2002"
"ultimatetv","dct-microsoft-media-center-rollout-2002-08"
"ultra-wideband","dct-dceit-practice-v6-2002"
"ultrasparc","aberdeen-1996-risc-unix-market"
"ultrasparc","aberdeen-1996-sun-microsystems-decision-warehouse"
"ultrasparc","aberdeen-1996-sun-microsystems-ultracomputing-business"
"ultrasparc-iv","technology-news-hardware-sun-unveils-ult-4a76bb"
"uml","2004-aberdeentelelogicagrfinal-5-8fd44a"
"uml","develo~1-d25652"
"unicenter","caunic-ltr98-80140d"
"unicenter-tng","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f"
"unicenter-tng","caprop1-98-5d69fd"
"unicenter-tng","system~1-36ba8c"
"unicenter-tng-framework","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f"
"unified-communications-voice-centric","aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001"
"unified-messaging","1998-communicating-business-intelligence-through-comput-0290b1"
"unified-storage","microsoft-s-future-paths-6-f86f30"
"unify-vision","1997-unify-vision-8fcfc3"
"unisys-a-series","nti-9-mainframe-role-1993-77fc40"
"unisys-a-series-mcp","aberdeen-1996-unisys-clears-path-a-series-os2200"
"unisys-es7000","2001-unisys-benchmark-gorilla-sets-new-sap-and-intel-ba-19cf5a"
"unisys-es7000","2002-beyond-windows-8-way-servers-why-businesses-are-de-6828b2"
"unisys-es7000","auditor-report-4-43ad9b"
"unisys-es7000","intelitaniummfewp1[1]-773ea2"
"unisys-os2200","aberdeen-1996-unisys-clears-path-a-series-os2200"
"univac-96-col-card","adl-commercial-engagements-kastner-1972-1979-b8b001"
"univac-96-col-card","volume-1-ch03-physics-of-consulting-1972-1979"
"universal-applications","1997-peoplesoft-works-the-internet-452445"
"universal-serial-bus","small-is-huge-in-pcs-these-days-blog-arc-655851"
"unix","09010006-f43488"
"unix","1997-unix-and-nt-application-servers-and-workstations-1-29257b"
"unix","bbn1989-1e6838"
"unix","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"unix","encore-b7c40d"
"unix","jungle-1-5-675c58"
"unix","jungle-6-7af8b7"
"unix","nti-11-distributed-midrange-servers-1993-dedd19"
"unix","nti-2-open-systems-1dd3af"
"unix","nti-3-pc-and-ws-1993-17d49b"
"unix","nti-4-nextgen-os-timing-1993-a45049"
"unix","ntscaling-07177f"
"unix","patchlinksnapshot-a10275"
"unix","q306-soalegacy-psk-ef497b"
"unix","software-market-safegu~1-ea7453"
"unix","volume-1-ch04-prime-computer-1979-1981"
"unix","volume-1-ch07-founding-aberdeen-1988-1997"
"unix","volume-1-ch10-the-long-view-1966-2026"
"unix","volume-1-epilogue-argument-with-reality"
"unix","written-intel-ia2004-pk4-kc-edits-752232"
"unix-bios","aberdeen-1996-year-2000-transition-opportunity-reconstruction"
"unix-enterprise","1997-microsoft--the-joker-of-enterprise--158636"
"unix-fault-tolerant-systems","computerworld-fault-tolerant-market-1987-fc3dca"
"unix-open-systems","kastner-technology-breadth-memoir-2026"
"unix-os","1992-sapiens-and-metadata-0608b6"
"unix-os","2001-linux-is-on-the-move-up-6bf089"
"unix-platform","ntserv~1-56bd94"
"unix-server","1992-tpc-benchmarks-vp-ed0e0d"
"unix-server","2001-hp-compaq-kastner-insight1-d6dc38"
"unix-server","debit-credit-ibm-dec-1988-2-2fc147"
"unix-server","hp-compaq-kastner-insight1-a5a4e0"
"unix-server","informdsa-9f8bcf"
"unix-server","informix-dsa-presentation-2-8d5fa3"
"unix-server","tpc2-92-c2a45c"
"unix-server-farms","aberdeen-1996-mainframe-revival-short-lived-or-long-term"
"unix-servers","1992-tpc-benchmarks-vp-745fa1"
"unix-servers","1997-microsoft-nt-scalability-day--the-e-6460e2"
"unix-servers","1997-the-new-as-400e-series-aa9cac"
"unix-servers","2002-webex--taking-conferencing-to-the-summit-05f195"
"unix-servers","marathon-d186ab"
"unix-svr4","ncr-system-3000-model-3550-brochure-1992-b15aed"
"unix-workstation","workst~1-d22401"
"ups-power-supply","kastner-letter-to-craig-barrett-intel-2008-1ea221"
"urban-hotspot-2003","urban-wifi-gridlock-eweek-2003-kastner-r-2e0114"
"us-code-1782-discovery","supreme-court-orders-intel-documents-rel-e6e110"
"usb-20","dct-apple-powermac-g5-2003-06"
"utility-computing","wired-idc-tech-bucks-hack-threats-2002-e6375d"
"uunet-network","1997-the-ec-company-not-your-father-s-edi-c1ebff"
"uwb","dct-memoir-ramp-vs-dct-prescience-2026"
"uwb-wireless-usb","intel-idf-2005-spring-delegate-confirmat-0de810"
"valuechainaccess","ibm-aberdeen-wip-deck-2-704ff9"
"van","ecpspr~1-4968bf"
"vax","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"vax","volume-1-ch04-prime-computer-1979-1981"
"vax-4000-300","aberdeen-dops-tpc-1992-deck-bbe78e"
"vax-4000-300","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"vax-8200","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"vax-8650","boston-globe-stratus-xa2000-launch-1987--218ffd"
"vax-8700","dec-primer-comparing-debit-credit-tests--c30cfa"
"vax-8830","aberdeen-dops-tpc-1992-deck-bbe78e"
"vax-9000","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"vax-acms","dectp-genspark-research2-4-a09a82"
"vax-architecture","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"vax-architecture","wsj-digital-challenges-ibm-tests-bulkele-e2e227"
"vax-cluster","dec-debit-credit-guidelines-kohler-hsu-1-e228b4"
"vax-cluster","dec-zahavi-debit-credit-vaxclusters-1988-1a9e2e"
"vax-rdb","dec-debit-credit-guidelines-kohler-hsu-1-e228b4"
"vax-vms","2026-kastner-dec-longitudinal-22d177"
"vax-vms","prime-industry-product-5-year-plan-1981-0a3546"
"vaxcluster","1991-encore-and-metadata-47f414"
"vaxcluster","1996-sequent-38f0b1"
"vaxcluster","2026-kastner-dec-longitudinal-22d177"
"vaxcluster","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"vaxcluster","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"vaxft-3000","dtj-v03-01-tp-and-fault-tolerant-1991-cf078c"
"vaxstation","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"vdi","desktop-virtualization-roi---aberdeen-8fa168"
"vendor-management-process","ma-unisyswipro-rs-3747-36dd33"
"vendor-management-processes","2006-unisyswipro-rs-3747-a7e31e"
"veritas-vx-reliant","aberdeen-1996-unisys-clearpath-smp-servers"
"versioning-testing","aberdeen-rb-testing-soa-web-apps-2007-e2096f"
"vertical-marketplaces","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"viasoft-cera","1997-viasoft-y2k-c2e540"
"viasoft-rochade","1997-viasoft-y2k-c2e540"
"video-conferencing","webex--taking-conferencing-to-the-busine-5b8109"
"video-streaming","2002-cable-and-telco-companies-battle-for-home-internet-2baa0b"
"videobox","omnibox97-53bcfe"
"videoconferencing","2002-webex-taking-conferencing-to-the-business-communic-85e330"
"videoconferencing","electronic-news-videoconferencing-sars-c-044642"
"videoconferencing","informationweek-videoconferencing-boost--b62ff4"
"videoconferencing-tech","meetings-conventions-virtual-meetings-ps-c1b097"
"videoconferencing-tech","telephony-post911-conferencing-psk-2001--0bf283"
"viewsonic-nextvision-n6","dct-kastner-wish-list-2002-12"
"virtual-data-warehouse","aberdeen-1995-intersolv-virtual-data-warehouse"
"virtual-lan","aberdeen-1995-3com-lanplex-2500"
"virtual-private-network","aberdeen-1996-remote-access-cisco-untold-story"
"virtualvault","aberdeen-1996-hp-praesidium-family"
"visual-basic","1997-oracle-designer-2000-3201a7"
"visual-basic","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"visual-basic","aberdeen-1995-commercial-messaging"
"visual-basic","aberdeen-1996-moving-effectively-next-gen-client-server"
"visual-basic","progress-version-8-2-development-environment-3cadac"
"visual-basic-vba","trends99-18726b"
"visualsan","2004-05dell-storage-profile-editpk-05170-3c00b1"
"visualsan","dell-storage-profile-2004"
"vitria-bpa","vitria-testimonials-kastner-bpa-soa-rese-93ccae"
"vivo-breakout-box","nvidia-personal-cinema-lab-report-2002"
"vlan-technology","1997-cabletron--discovering-the-beacon-u-2d44d5"
"vlm-support","1997-microsoft-nt-scalability-day--the-e-6460e2"
"vlm-technology","aberdeen-1996-computer-telephony-integration"
"vlm-technology","aberdeen-1996-software-ag-digital-high-performance-solutions"
"vms","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"vms","nti-11-distributed-midrange-servers-1993-dedd19"
"vms-services-msdos","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"voip","1998-communicating-business-intelligence-through-comput-0290b1"
"voip","teleco~1-c01702"
"voip","webex--taking-conferencing-to-the-busine-5b8109"
"voip-phone","dct-sony-personal-electronic-vision-2002"
"vos","stratus-fault-tolerant-revolution-ad-198-797e0e"
"vpn","2002-wireless-lan-security-an-adolescent-market-88de03"
"vpn","intel-2010-vpro-daily-globe-42697e"
"vpn","securi~1-3e7ced"
"vpn-ip","teleco~1-c01702"
"vpn-networking","networ~1-96462b"
"vpn-services","aberdeen-1996-vpns-business-mfs-success-strategy"
"vpn-virtual-private-network","manage~1-b299e4"
"vpro","2010-intel-vpro-daily-globe-6f615e"
"vpro","2026-kastner-intel-longitudinal-776f7e"
"vpro","intel-2010-vpro-daily-globe-42697e"
"vrmf","aberdeen-1996-ibm-aix-4-not-your-fathers-325"
"vt-340-420-terminal-emulation","aberdeen-1995-digital-multia"
"vt-terminals","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"vt-terminals","ie-appendix-jones-wms-memo-2e5d6c"
"vtam","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"vulnerability-scanner-gen2","vulnerability-assessment-empowering-is-754d9a"
"w95-tenrobot","dct-pc-replacement-insight1-2003-04"
"w95-tenrobot","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622"
"wafl","aberdeen-1996-network-appliance-data-appliances"
"wang-2200","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"wang-3300","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"wang-vs","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"wang-vs","volume-1-ch02-physics-of-the-machine-1969-1972"
"wang-wps","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"wap-handoff","2002-wireless-lan-security-an-adolescent-market-88de03"
"waterfall-development","unisys-florida-hrs-expert-witness-tallah-5b4524"
"wave-service","aberdeen-1996-vpns-business-mfs-success-strategy"
"wbt-asynchronous","1999-e-learning-in-the-enterprise-psk-d0fc8a"
"wbt-synchronous","1999-e-learning-in-the-enterprise-psk-d0fc8a"
"wdm","teleco~1-c01702"
"web-analytics","technology-themes-ee5ba4"
"web-application","15-classification-key-applications-55b6be"
"web-application","volume-1-epilogue-argument-with-reality"
"web-based-cis","1997-cis-report-ba825e"
"web-based-cis","1998-cis-report-customer-interaction-software-631068"
"web-based-cis","cispra~1-23a333"
"web-browser","aberdeen-1996-web-warehouses-dss-for-masses"
"web-browser","ca-internet-app-dev-sales-training-1996-48db9c"
"web-browser-client","tool-vendors-neglect-intranet-computing--97bde3"
"web-browser-server","aberdeen-1996-computer-telephony-integration"
"web-conferencing","1992-tpc-benchmarks-vp-745fa1"
"web-conferencing","2002-webex--taking-conferencing-to-the-summit-05f195"
"web-conferencing","2002-webex-taking-conferencing-to-the-business-communic-85e330"
"web-conferencing","informationweek-webex-enterprise-collabo-e30ad5"
"web-conferencing","marathon-d186ab"
"web-conferencing","meetings-conventions-virtual-meetings-ps-c1b097"
"web-conferencing","tech-investor-instant-messaging-goes-cor-1a14c2"
"web-conferencing","telephony-post911-conferencing-psk-2001--0bf283"
"web-database-architecture","aberdeen-1996-spider-technologies-netdynamics"
"web-enabled-infrastructure","aberdeen-1996-enterprise-executives-year-2000-solution"
"web-enabler","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"web-manager","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
"web-operations-management","aberdeen-practice-definitions-compendium-2000-b7a001"
