"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","notes","source_studies"
"microsoft-ole-2-0","Microsoft OLE 2.0","standard","Microsoft","","legacy","OLE 2.0 succeeded by COM, then .NET, then modern web embedding standards. Still supported in Windows but no longer a primary integration approach.","description=Object Linking and Embedding standard for embedding objects (e.g., Word documents) within applications; used by Explorer Report Builder.; lifecycle_note=OLE 2.0 succeeded by COM, then .NET, then modern web embedding standards. Still supported in Windows but no longer a primary integratio","aberdeen-1995-intersolv-virtual-data-warehouse"
"cognos-impromptu","Cognos Impromptu","software-product","Cognos","","discontinued","Cognos Impromptu discontinued after IBM acquisition; capabilities merged into IBM Cognos BI suite.","description=Query and reporting tool from Cognos Corp., a direct competitor to DataDirect Explorer; noted for stronger enterprise metadata dissemination features.; lifecycle_note=Cognos Impromptu discontinued after IBM acquisition; capabilities merged into IBM Cognos BI suite.; successor_technology=","aberdeen-1995-intersolv-virtual-data-warehouse"
"business-objects-businessobjects","Business Objects BusinessObjects","software-product","Business Objects","","active","BusinessObjects survived acquisition by SAP; continues as SAP BusinessObjects BI platform.","description=BI platform from Business Objects; a direct competitor to the Virtual Data Warehouse; noted for strong semantic layer but tool-specific metadata.; lifecycle_note=BusinessObjects survived acquisition by SAP; continues as SAP BusinessObjects BI platform.; successor_technology=SAP BusinessO","aberdeen-1995-intersolv-virtual-data-warehouse"
"business-objects-mercury","Business Objects Mercury","software-product","Business Objects","","discontinued","Mercury was released but later discontinued; concept of microcubes evolved into local OLAP/in-memory analytics.","description=Decision-support system combining intelligent metadata with desktop microcubes for a virtual multidimensional environment; announced for early 1996 release.; lifecycle_note=Mercury was released but later discontinued; concept of microcubes evolved into local OLAP/in-memory analytics.; su","aberdeen-1995-intersolv-virtual-data-warehouse"
"limd-large-scale-in-memory-database","LIMD (Large-Scale In-Memory Database)","database-architecture","Database technology supporting 5+ gigabytes of in-system main memory enabling high-performance data access by eliminating I/O bottlenecks","evolved","Evolved into modern in-memory databases (SAP HANA","Oracle TimesTen","MemSQL/SingleStore), 1994, , SAP HANA; Oracle TimesTen; Redis; SingleStore","aberdeen-1995-limd-technology"
"64-bit-computing-architecture","64-bit computing architecture","hardware-architecture","CPU architecture allowing addressable memory far beyond the 2GB limit of 32-bit; foundation for LIMD technology","ubiquitous","64-bit is now universal in server and desktop computing; 32-bit largely obsolete for servers","1992","64-bit ARM; x86-64","aberdeen-1995-limd-technology"
"vlm64-architecture","VLM64 architecture","hardware-architecture","Digital Equipment Corporation's Very Large Memory 64-bit architecture for Alpha servers enabling tens of gigabytes of addressable RAM","obsolete","Proprietary to DEC/Compaq; became obsolete after HP absorbed DEC; replaced by x86-64 platforms","1995","x86-64; Itanium","aberdeen-1995-limd-technology"
"alpha-chip-dec-alpha","Alpha chip (DEC Alpha)","processor","DEC's 64-bit RISC processor powering the Alpha 8200 and 8400 server lines; first major commercial 64-bit server CPU","obsolete","Discontinued after HP acquisition of Compaq; last Alpha CPUs shipped ~2007","1992","x86-64 (Xeon/Opteron)","aberdeen-1995-limd-technology"
"mips-64-bit-sgi-r8000-r10000","MIPS 64-bit (SGI R8000/R10000)","processor","SGI's 64-bit MIPS-based processor; 64-bit but limited to 2GB per process in 1995","obsolete","MIPS processors for commercial servers largely obsolete; MIPS IP discontinued by MIPS Technologies 2021","1994","x86-64","aberdeen-1995-limd-technology"
"ultrasparc-64-bit-sun","UltraSPARC 64-bit (Sun)","processor","Sun Microsystems' 64-bit UltraSPARC processor and SunOS adaptation for 64-bit applications","obsolete","SPARC architecture discontinued by Oracle post-2010 Sun acquisition; last SPARC server shipped 2017","1995","x86-64; Oracle SPARC (M-series)","aberdeen-1995-limd-technology"
"pa-risc-hp-pa-8000","PA-RISC (HP PA-8000)","processor","HP's 32/64-bit PA-RISC processor planned for HP 9000 Enterprise Parallel Servers; successor PA-8000 was 64-bit","obsolete","HP PA-RISC discontinued; replaced by Itanium then x86-64","1986","Intel Itanium; x86-64","aberdeen-1995-limd-technology"
"powerpc-64-bit-ibm-motorola","PowerPC 64-bit (IBM/Motorola)","processor","IBM and Motorola's planned 64-bit PowerPC chipset for upgrading existing PowerPC architectures","evolved","IBM POWER architecture continues as POWER9/POWER10; used in IBM mainframes and HPC; PowerPC in consumer devices largely replaced by ARM","1994","IBM POWER10; Apple Silicon (ARM)","aberdeen-1995-limd-technology"
"oracle-rdbms-7-x","Oracle RDBMS 7.x","database-software","Oracle's relational database versions 7.1/7.2/7.3 rearchitected for 64-bit LIMD support with parallel scalability and symmetric data replication","evolved","Oracle 7.x superseded; Oracle database continues as 19c/21c/23c","1992","Oracle Database 19c/21c","aberdeen-1995-limd-technology"
"sybase-system-11","Sybase System 11","database-software","Sybase's RDBMS with Named Caches (up to 2GB per cache) variable block I/O and symmetric network engines optimized for LIMD hardware","evolved","System 11 superseded by later Sybase/SAP versions; SAP ASE (Adaptive Server Enterprise) is current successor","1995","SAP ASE (Adaptive Server Enterprise)","aberdeen-1995-limd-technology"
"informix-online-7-x-8-0","Informix-OnLine 7.x / 8.0","database-software","Informix parallel RDBMS with 64-bit support for LIMD hardware; 8.0 in beta in 1995 with strong data-warehousing performance","evolved","Acquired by IBM 2001; continues as IBM Informix 14.x","1995","IBM Informix 14.x","aberdeen-1995-limd-technology"
"smp-symmetric-multiprocessing","SMP (Symmetric MultiProcessing)","hardware-architecture","Multi-processor architecture sharing memory and OS; dominant scale-up approach for database servers in the 1990s","active","SMP is still the dominant architecture for multi-core server CPUs; continues in modern server platforms","1980","Multi-core x86-64; AMD EPYC; Intel Xeon","aberdeen-1995-limd-technology; aberdeen-1996-ibm-aix-4-not-your-fathers-325"
"mpp-massively-parallel-processing","MPP (Massively Parallel Processing)","hardware-architecture","Architecture with many independent nodes each with own memory connected by high-speed network; used for extreme-scale database queries","active","MPP concepts continue in modern big data platforms (Teradata; AWS Redshift; Snowflake)","1985","Snowflake; AWS Redshift; Teradata","aberdeen-1995-limd-technology"
"sybase-iq-accelerator","Sybase IQ Accelerator","database-software","Sybase component delivering order-of-magnitude speedup for complex queries using columnar storage techniques","evolved","Evolved into SAP IQ (formerly Sybase IQ); still active as SAP IQ for analytics","1995","SAP IQ","aberdeen-1995-limd-technology"
"memory-channel-bus","Memory Channel bus","hardware-interconnect","Digital's 100 MB/s cluster interconnect bus allowing in-memory data passing between cluster nodes without disk I/O","obsolete","Proprietary DEC interconnect; replaced by InfiniBand and high-speed Ethernet for cluster communications","1995","InfiniBand; RoCE; NVLink","aberdeen-1995-limd-technology"
"atm-asynchronous-transfer-mode-networking","ATM (Asynchronous Transfer Mode) networking","networking","High-speed networking technology enabling gigabyte-per-second bandwidth requiring fast in-memory buffering","evolved","ATM largely replaced by Ethernet (10GbE; 100GbE) and MPLS in carrier networks","1988","100GbE; MPLS; SDN","aberdeen-1995-limd-technology"
"32-bit-computing-architecture","32-bit computing architecture","hardware-architecture","CPU architecture limiting addressable memory to ~2-4GB; the dominant architecture being superseded by 64-bit in 1995","obsolete","32-bit server computing largely obsolete by mid-2000s; 32-bit client computing obsolete by 2020s","1978","64-bit (x86-64; ARM64)","aberdeen-1995-limd-technology"
"nonstop-guardian-tandem","NonStop Guardian (Tandem)","database-software","Tandem's fault-tolerant RDBMS for its Himalaya line designed for high-availability OLTP without LIMD support in 1995","evolved","Continues as HPE NonStop SQL / NonStop Advanced Server; still used in financial OLTP","1976","HPE NonStop SQL","aberdeen-1995-limd-technology"
"TECH-NETWARE","Novell NetWare","network-operating-system","Novell","1983-2009","declining","obsolete","NetWare 3.x/4.x held 70%+ LAN OS share in 1990; displaced by Windows NT/2000 Server by ~2000. EOL NetWare 6.5 in 2015.","aberdeen-1995-novell-predicament"
"TECH-NDS","Novell Directory Services (NDS)","directory-services","Novell","1993-present","growth","niche","NDS/eDirectory still maintained by Micro Focus/OpenText; never achieved broad cross-platform adoption. LDAP became dominant.","aberdeen-1995-novell-predicament"
"TECH-WINNT","Windows NT Server","network-operating-system","Microsoft","1993-2000","growth","superseded","Windows NT Server 3.51/4.0 drove Novell displacement; evolved to Windows 2000/2003/2008 Server.","aberdeen-1995-novell-predicament"
"TECH-LDAP","LDAP (Lightweight Directory Access Protocol)","directory-protocol","IETF","1993-present","emerging","mainstream","Aberdeen correctly predicted LDAP would become de-facto directory standard for Internet. Now ubiquitous.","aberdeen-1995-novell-predicament"
"TECH-GROUPWISE","Novell GroupWise","groupware","Novell","1989-present","growth","niche","GroupWise survived under Micro Focus/OpenText but lost groupware war to Lotus Notes/Exchange. Still used by legacy enterprise customers.","aberdeen-1995-novell-predicament"
"TECH-EXCHANGE","Microsoft Exchange Server","groupware","Microsoft","1996-present","pre-release","mainstream","Exchange referenced as groupware competitor. Exchange became dominant enterprise email/collaboration platform.","aberdeen-1995-novell-predicament"
"TECH-MANAGEWISE","Novell ManageWise","network-management","Novell","1995-2005","emerging","obsolete","ManageWise competed with CA Unicenter and HP OpenView; obsolete with Novell decline.","aberdeen-1995-novell-predicament"
"TECH-OLE-DIR","Microsoft OLE Directory Services","directory-services","Microsoft","1996-2000","planned","superseded","Aberdeen predicted OLE Directory would succeed because OLE apps drag it into enterprise. Evolved into Active Directory shipped in Windows 2000.","aberdeen-1995-novell-predicament"
"tech-025","HP-9000 (PA-RISC)","server-platform","Hewlett-Packard","HP-UX 9.x/10.x","active","obsolete","HP-9000 PA-RISC server family cited as Oracle InterOffice supported platform. HP-9000/PA-RISC servers reached end of life; HP transitioned enterprise servers to Itanium (Integrity) and then x86. | Successor: HPE ProLiant (x86)","aberdeen-1995-oracle-interoffice"
"tech-026","Sun SPARC / Solaris","server-platform","Sun Microsystems","Solaris 2.4/2.5","active","active-niche","Sun SPARC cited as Oracle InterOffice supported platform. Oracle acquired Sun (2010); Oracle continues SPARC/Solaris development but at reduced investment; Oracle SPARC servers still sold in niche contexts. | Successor: Oracle SPARC M8 / Oracle Solaris 11","aberdeen-1995-oracle-interoffice"
"tech-027","IBM RS/6000 (AIX)","server-platform","IBM Corporation","AIX 4.x","active","active-niche","IBM RS/6000 with AIX cited as Oracle InterOffice supported platform. RS/6000 evolved into IBM Power Systems; AIX remains actively supported for IBM Power as of 2026. | Successor: IBM Power10 / AIX 7.3","aberdeen-1995-oracle-interoffice"
"tech-028","Microsoft Exchange","messaging-groupware","Microsoft Corporation","Exchange 4.0 (1996, pre-release in late 1995)","active","active","Microsoft Exchange cited as a groupware competitor. Exchange Server remains actively developed and widely deployed as Exchange Server 2019 and Exchange Online (Microsoft 365) as of 2026. | Successor: Microsoft Exchange Online / Microsoft 365","aberdeen-1995-oracle-interoffice"
"tech-029","Lotus Notes","groupware-messaging","Lotus Development Corporation","3.x / 4.0","active","evolved","Lotus Notes cited as primary groupware competitor. Acquired by IBM (1995); evolved through IBM Lotus Notes to HCL Notes (2019). HCL Notes still actively used in enterprises as of 2026. | Successor: HCL Notes / HCL Domino","aberdeen-1995-oracle-interoffice"
"tech-030","SQL (Structured Query Language)","database-language","ANSI/ISO standard","SQL-92","active","active","SQL remains the standard language for relational databases as of 2026 (SQL:2023 current). The study highlights SQL access to Oracle InterOffice data as a key architectural differentiator. | Successor: SQL:2023","aberdeen-1995-oracle-interoffice"
"tech-031","End-to-End Encryption","network-security","Various","early implementations (DES, RSA)","active","active","End-to-end encryption referenced as a method for securing high-value Internet transactions; the concept is now a foundational security requirement across all communications platforms as of 2026. | Successor: TLS 1.3, Signal Protocol, PGP","aberdeen-1995-oracle-interoffice"
"TECH-PROGRESS-4GL","Progress 4GL","programming-language","Progress Software","1984-present","growth","legacy","Still in active use as OpenEdge ABL; large installed base but considered legacy for new projects.","aberdeen-1995-progress-software-profile"
"TECH-SMARTOBJECT","SMARTOBJECT Components","development-framework","Progress Software","1995-2005","emerging","obsolete","Progress v8.0 object component system; superseded by OERA reference architecture and later web frameworks.","aberdeen-1995-progress-software-profile"
"TECH-VBX","Microsoft VBX (Visual Basic Extensions)","component-framework","Microsoft","1991-1997","mainstream","obsolete","VBX replaced by OCX/ActiveX in 1996; completely obsolete today.","aberdeen-1995-progress-software-profile"
"TECH-ODBC","ODBC (Open Database Connectivity)","database-interface","Microsoft","1992-present","mainstream","legacy-active","Still widely supported but largely superseded by JDBC, ORM frameworks, and native drivers.","aberdeen-1995-progress-software-profile"
"TECH-CADE","Client-Server Application Development Environment (CADE)","development-environment","multiple","1990-2000","mainstream","obsolete","Category largely displaced by web application frameworks, IDEs, and cloud-native tooling.","aberdeen-1995-progress-software-profile"
"TECH-RAD","Rapid Application Development (RAD)","development-methodology","multiple","1991-present","mainstream","evolved","RAD concepts evolved into Agile methodologies; still widely practiced under different names.","aberdeen-1995-progress-software-profile"
"CS6400","Cray CS6400 SMP Server","server hardware","Cray Research","mid-1990s","growth","obsolete","SPARC-based SMP system with 4–64 CPUs; up to 5TB online storage; 1.76 GB/s internal bandwidth. Sold to Sun in 1996; evolved into Sun Enterprise 10000 (Starfire).","aberdeen-1995-rdbms-cray-research-inc"
"SOLARIS-CX","Cray-Enhanced Solaris OS","operating system","Cray Research / Sun","mid-1990s","growth","obsolete","Sun Solaris UNIX 5.4 enhanced with processor partitioning, memory management, and hot-swap RAS features for enterprise workloads.","aberdeen-1995-rdbms-cray-research-inc"
"SPARC","Sun SPARC Architecture","processor architecture","Sun Microsystems","mid-1990s","mature","legacy","RISC processor architecture; Cray CS6400 was binary-compatible with Sun SPARC, enabling access to 10000+ ISV applications.","aberdeen-1995-rdbms-cray-research-inc"
"SMP","Symmetric Multiprocessing","computing paradigm","multiple","mid-1990s","growth","mature","SMP scaling to 64 CPUs was the key architecture for high-end RDBMS workloads; succeeded by NUMA and cloud scale-out architectures.","aberdeen-1995-rdbms-cray-research-inc"
"T3D","Cray T3D Massively Parallel Processor","server hardware","Cray Research","mid-1990s","growth","obsolete","MPP system using DEC Alpha chipset; for scientific workloads >5TB. Later evolved into T3E under SGI ownership.","aberdeen-1995-rdbms-cray-research-inc"
"VLDB","Very Large Database (VLDB) Technology","database paradigm","multiple","mid-1990s","growth","mature","Databases at 20GB–5TB scale requiring specialized hardware. The VLDB concept is now mainstream via cloud data warehouses.","aberdeen-1995-rdbms-cray-research-inc"
"RDBMS-PARALLEL","Parallel RDBMS (Oracle"," Informix"," Sybase)","database software","multiple","mid-1990s","mature, aberdeen-1995-rdbms-cray-research-inc, Relational database engines optimized for SMP/MPP parallelism to support OLTP and DSS at scale.","aberdeen-1995-rdbms-cray-research-inc"
"TECH-SPARC","SPARC Architecture","processor-architecture","Sun/SPARC International","1987-2017","mainstream","declining","SPARC64 still produced by Fujitsu through ~2020; Oracle phased out SPARC chip development in 2017.","aberdeen-1995-sun-microsystems-computer-company"
"TECH-SOLARIS","Solaris (Unix V.4)","operating-system","Sun Microsystems","1992-present","mainstream","declining","Oracle Solaris still maintained but declining; last major release Solaris 11.4 in 2018.","aberdeen-1995-sun-microsystems-computer-company"
"TECH-SMP","Symmetric Multiprocessing (SMP)","computing-architecture","multiple","1990-present","emerging","mainstream","SMP became standard in server computing; foundational to modern multi-core architectures.","aberdeen-1995-sun-microsystems-computer-company"
"TECH-HA-CLUSTER","High Availability (HA) Clustering","systems-architecture","multiple","1994-present","emerging","mainstream","SPARCcluster HA. HA clustering became standard enterprise practice; evolved to include cloud HA.","aberdeen-1995-sun-microsystems-computer-company"
"TECH-TPC","TPC Benchmarks","benchmark","TPC (Transaction Processing Council)","1988-present","mainstream","active","TPC-C benchmarks referenced for commercial DB performance comparison.","aberdeen-1995-sun-microsystems-computer-company"
"TECH-UNIX","Unix Operating System","operating-system","AT&T/multiple","1969-present","mainstream","legacy-niche","Commercial Unix largely displaced by Linux for new workloads; legacy deployments still active.","aberdeen-1995-sun-microsystems-computer-company"
"TECH-RDBMS-COMM","Commercial RDBMS Workloads on Unix","workload-pattern","multiple","1990-2005","mainstream","migrated-to-linux","Oracle/DB2/Sybase on Unix servers was primary commercial use case; largely migrated to Linux x86 by 2010.","aberdeen-1995-sun-microsystems-computer-company"
"TECH-SCRUM","SCRUM Methodology","development-methodology","ADM (Advanced Development Methods)","1993-present","emerging","mainstream","SCRUM formalized with Schwaber/Sutherland; Agile Manifesto (2001) endorsed sprint-based approach; now dominant software dev methodology worldwide.","aberdeen-1995-upgrading-isv-methodology-enterprise-application-development"
"TECH-MATE","MATE (Methods and Tool Expert)","development-tool","ADM","1993-2005","mainstream","obsolete","ADM flagship product with 4 modules including Product Management Facility for SCRUM; obsolete as standalone tool.","aberdeen-1995-upgrading-isv-methodology-enterprise-application-development"
"TECH-WATERFALL","Traditional Waterfall Development Methodology","development-methodology","multiple","1970-present","mainstream","declining","Planning-heavy waterfall methods criticized in study; still used in regulated industries but displaced by Agile for most software.","aberdeen-1995-upgrading-isv-methodology-enterprise-application-development"
"TECH-OOP-DEV","Object-Oriented Programming Tools","development-methodology","multiple","1990-present","emerging-in-enterprise","mainstream","Aberdeen notes most IS organizations not yet using OOP for mission-critical apps in 1995; OOP became universal by 2000s.","aberdeen-1995-upgrading-isv-methodology-enterprise-application-development"
"TECH-SPRINT","Sprint (SCRUM iteration unit)","development-practice","ADM/Scrum Alliance","1993-present","emerging","mainstream","1-6 week sprint with cross-functional team delivering executable code; now standard Agile practice globally.","aberdeen-1995-upgrading-isv-methodology-enterprise-application-development"
"TECH-WIN95","Windows 95","operating-system","Microsoft","1995-2001","new-release","obsolete","Windows 95 used as ISV beta-program example; shipped August 24, 1995; 400,000 beta users. EOL December 31, 2001.","aberdeen-1995-upgrading-isv-methodology-enterprise-application-development"
"CLIENT-SERVER","Client/Server Computing Paradigm","computing paradigm","multiple","early-to-mid 1990s","mature","legacy","Two-tier application model dominant in early 1990s; Aberdeen argues this should be evolved rather than abandoned.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"WEB-BROWSER","Web Browser (HTML-based)","client software","multiple","mid-1990s","growth","mature","Described as '1990s client for the masses'; server-centric execution model.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"JAVA","Java Programming Language","programming language","Sun Microsystems","mid-1990s","emerging","mature","Aberdeen notes Java is limited by language/class library constraints for complex OLTP in 1996; prediction was accurate for the era.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"CGI","Common Gateway Interface (CGI)","web technology","multiple","mid-1990s","growth","legacy","Aberdeen notes suppliers moving away from CGI toward web-server-to-application-server partitioning; confirmed by Apache/IIS app servers.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"OLAP","Online Analytical Processing (OLAP)","database / analytics","multiple","mid-1990s","growth","mature","Cited as best suited for client/server not browser model; confirmed — complex OLAP stayed thick-client until modern SaaS BI.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"OLTP","Online Transaction Processing (OLTP)","database","multiple","mature","mature","mature","Complex OLTP cited as unsuitable for browser/web-server in 1996; still mostly server-side today.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"EDI","Electronic Data Interchange (EDI)","integration protocol","multiple","mature","mature","legacy","Aberdeen predicts EDI will move to Internet (TCP/IP) over next 5 years from 1996; confirmed — AS2/AS4 and API-based EDI replaced traditional VAN-based EDI.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"INTRANET","Corporate Intranet","networking","multiple","mid-1990s","emerging","mature","Aberdeen discusses intranet as ideal for pre-defined database queries and HR applications.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"WEB-CS-TOOLS","Web-Enabled Client/Server Development Tools","development tools","multiple","mid-1990s","growth","legacy","Aberdeen advocates for single Web-enabled client/server tool strategy rather than separate Internet development tools.","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"APP-SERVER","Web-Server-to-Application-Server Architecture","application architecture","multiple","mid-1990s","emerging","mature","Aberdeen notes trend away from CGI toward app-server partitioning; this became the dominant n-tier architecture (WebSphere, IIS, Tomcat).","aberdeen-1996-3com-reconciling-clientserver-development-internet"
"APET","Advanced Planning Engine Technologies (APET)","planning software","multiple","mid-1990s","growth","mature","Aberdeen's term for constraint-based planning/scheduling systems; evolved into modern APS (Advanced Planning and Scheduling) and S&OP software.","aberdeen-1996-advanced-planning-engines-white-paper"
"MRP","Material Requirements Planning (MRP)","manufacturing planning","multiple","1970s-mature","mature","legacy","First-generation manufacturing planning; criticized for infinite capacity assumptions and inability to optimize. APET positioned as successor.","aberdeen-1996-advanced-planning-engines-white-paper"
"MRP2","Manufacturing Resource Planning (MRP II)","manufacturing planning","multiple","1980s","mature","legacy","Second-generation MRP; APET positioned to replace MRP II modules for master scheduling and capacity planning.","aberdeen-1996-advanced-planning-engines-white-paper"
"RHYTHM-I2","i2 Technologies Rhythm Family","supply chain software","i2 Technologies","mid-1990s","growth","obsolete","i2's flagship APET product line including Master Planner, Factory Planner, Distribution Planner, Scheduler, Forecast Planner. Acquired by JDA 2010.","aberdeen-1996-advanced-planning-engines-white-paper"
"RESPONSEAGENT","Red Pepper ResponseAgent","supply chain software","Red Pepper Software","mid-1990s","growth","obsolete","Agent-based APET using in-memory optimization; acquired by PeopleSoft 1996 for $225M; became foundation of PeopleSoft Manufacturing module.","aberdeen-1996-advanced-planning-engines-white-paper"
"ENSYNC","FACT Inc. EnSync Family","supply chain software","FACT Inc.","mid-1990s","growth","obsolete","Client/server APET with Synchronizer, Coordinator, Operator, Optimizer modules.","aberdeen-1996-advanced-planning-engines-white-paper"
"MANU-SUITE","Manugistics Planning Suite","supply chain software","Manugistics","mid-1990s","growth","obsolete","Integrated demand planning, manufacturing planning, transportation planning, distribution planning. Acquired by JDA 2006.","aberdeen-1996-advanced-planning-engines-white-paper"
"NUMETRIX-SOL","Numetrix Solution Family","supply chain software","Numetrix","mid-1990s","growth","obsolete","Five modules including Linx, Planx, Schedulex, SCI/SCV, 3D (Dynamic Deployment & Distribution).","aberdeen-1996-advanced-planning-engines-white-paper"
"AMSOFTWARE-SCP","American Software Supply Chain Planning","supply chain software","American Software","mid-1990s","growth","legacy","Supply Chain Planning, Visual Planning Workstation, Flow Manufacturing suite. Still active as Logility.","aberdeen-1996-advanced-planning-engines-white-paper"
"SUPPLY-CHAIN-MGMT","Supply Chain Management (SCM)","business category","multiple","mid-1990s","emerging","mature","The broader category that APET belongs to; became standard enterprise software category by late 1990s.","aberdeen-1996-advanced-planning-engines-white-paper"
"CLIENT-SERVER-APET","Client/Server APET Architecture","technology architecture","multiple","mid-1990s","growth","legacy","APET systems deployed as client/server using Windows PCs and UNIX servers with RDBMS backends.","aberdeen-1996-advanced-planning-engines-white-paper"
"OBJECT-ORIENTED","Object-Oriented Design","software development","multiple","mid-1990s","growth","mature","Many APET products designed using OO technology for improved usability and flexibility.","aberdeen-1996-advanced-planning-engines-white-paper"
"SMARTSTREAM-DE","SmartStream Distributed Enterprise v4.0","ERP software","D&B Software","mid-1990s","growth","obsolete","Full suite of line-of-business CSS for finance, manufacturing/distribution, procurement, HR, decision support. v4.0 based on Sybase 11.1, MS SQL Server 6.5, PowerBuilder 4.02, PowerPlay 4.1, MS Access 2.0. Abandoned by Geac after 1998 acquisition.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"SYBASE-REPSERVER","Sybase Replication Server","RDBMS / replication","Sybase","mid-1990s","growth","obsolete","Used by SmartStream DE to propagate security and business process tables across distributed locations.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"POWERBUILDER","PowerSoft PowerBuilder","development tools","PowerSoft / Sybase","mid-1990s","mature","legacy","Used by D&B Software for SmartStream DE application development. PowerSoft acquired by Sybase in 1994.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"SYBASE-SQL11","Sybase System 11.1","RDBMS","Sybase","mid-1990s","current","obsolete","Underlying RDBMS for SmartStream DE v4.0; stored procedures and triggers central to architecture.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"MS-SQL-65","Microsoft SQL Server 6.5","RDBMS","Microsoft","mid-1990s","current","obsolete","Co-primary RDBMS for SmartStream DE; SQL Server 6.5 released 1995.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"COGNOS-POWERPLAY","Cognos PowerPlay 4.1","decision support / OLAP","Cognos","mid-1990s","mature","legacy","Used for decision support in SmartStream DE. Cognos acquired by IBM in 2008.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"MS-ACCESS","Microsoft Access 2.0","desktop database","Microsoft","mid-1990s","mature","legacy","Used for query and reporting in SmartStream DE.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"WORKFLOW-TECH","Workflow Technology","BPM software","D&B Software","mid-1990s","growth","mature","Three-form workflow: Production (Activity Manager), Administrative (Intelligent Agents), Ad Hoc. Aberdeen notes D&B pioneered integrated workflow vs. SAP/Oracle still developing theirs in 1996.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"DISTRIBUTED-CSS","Distributed Client/Server Architecture","application architecture","D&B Software","mid-1990s","growth","mature","SmartStream DE's server-centric two-tier architecture with distributed data via Sybase replication; business logic primarily server-based.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"ERP-CSS","Enterprise Resource Planning (ERP) / CSS","software category","multiple","mid-1990s","growth","mature","Client/server ERP market contested by SAP, Oracle, PeopleSoft, D&B Software, SSA and others in 1996.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"MILLENNIUM-SERIES","D&B Software Millennium (M) Series","mainframe software","D&B Software","legacy","legacy","obsolete","Legacy mainframe application suite; D&B Software committed to supporting as long as customer demand exists. 80%+ maintenance renewal rate.","aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better"
"AS400","IBM AS/400","midrange computing","IBM","late-1980s to 1990s","mature","legacy","IBM midrange platform; rebranded iSeries (2000), System i (2006), IBM Power Systems (2008). Still active as IBM i on Power.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"OS400V3","OS/400 Version 3","operating system","IBM","mid-1990s","current","legacy","Latest OS/400 release at time of study; declared Year 2000 safe by IBM. OS/400 eventually became IBM i.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"SYSTEM3X","IBM System/3X (System/36"," System/38)","legacy midrange","IBM","1969-1988","legacy","aberdeen-1996-as400-year-2000-ibm-leading-users, Predecessor platforms to AS/400; many applications had Y2K date assumptions inherited from System/3X era.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"YEAR2000-TECH","Year 2000 Date Remediation Technology","software methodology","multiple","mid-1990s","emerging","obsolete","Date windowing algorithms, 4-digit date expansion, and assessment tools for Y2K compliance.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"DATE-WINDOWING","100-Year Date Window Algorithm","software technique","IBM","mid-1990s","growth","obsolete","IBM AS/400 uses fixed 100-year window (1940-2039) to resolve 2-digit year ambiguity; published by IBM for use in new/migrated applications.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"MAINFRAME","IBM Mainframe (zSeries predecessors)","mainframe computing","IBM","mature","mature","legacy","Study contrasts AS/400 Y2K approach with mainframe environments; mainframes faced similar Y2K challenges.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"VMS","DEC VMS Operating System","operating system","Digital Equipment Corporation","mature","mature","legacy","VMS cited as one of the operating environments facing Y2K challenges alongside AS/400.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"UNIX-SERVERS","UNIX Server Platforms","operating system / hardware","multiple","mature","mature","mature","UNIX cited alongside AS/400 as one of the environments needing Y2K remediation.","aberdeen-1996-as400-year-2000-ibm-leading-users"
"erp-static","Static ERP","application","Multiple","1985-2000","mature","legacy-supported","Aberdeen's term for pre-DEM ERP systems characterized by rigid config and long implementation times","aberdeen-1996-baan-changes-rules-erp-game"
"omnis-7","OMNIS 7","application","Blyth Software","1991-2000","mature","obsolete","Client-server application development environment (CADE); cross-platform Windows/OS2/Mac","aberdeen-1996-blyths-ren-architecture-prescription-it-success"
