"collection","study_id","title","date","author","n_entities","n_technologies","n_observations","n_codes","importance","relevance","prescience"
"other-authors","aberdeen-press-advisory-kastner-appointm-efd58c","Aberdeen Group Press Advisory and News Release: Aberdeen Group Picks Industry Veteran Peter S. Kastner to Head New Transaction Services Business Unit","1988-12-05","Aberdeen Group, Inc. (Charles T. Casale, contact)","18","4","11","28","high","high","high"
"other-authors","aberdeen-ra-modernizing-legacy-2007-52a27a","Modernizing Legacy Applications: Maximizing the Investment","2007-06-01","Perry Donham","2","3","4","25","medium","medium","medium"
"other-authors","aberdeen-ra-secure-soa-benchmark-2006-605d67","The Secure Service-Oriented Architecture Benchmark Report","2006-07-01","Stacey Quandt","2","4","4","25","medium","medium","high"
"other-authors","aberdeen-ra-soa-middleware-2007-68f39b","SOA Middleware Takes the Lead: Picking Up Where Web Services Leaves Off","2007-07-01","Perry Donham","2","3","3","25","medium","medium","medium"
"other-authors","aberdeen-rb-testing-soa-web-apps-2007-e2096f","Testing SOA and Web Services Applications: How Different Can It Be?","2007-08-01","Perry Donham","2","5","5","25","medium","medium","high"
"other-authors","aberdeen-retail-bi-benchmark-survey-2006-aa440e","The Retail Business Intelligence Benchmark Studies: Hypothesis and Survey","2006-03-01","Paula Rosenblum","4","3","6","25","low","low","medium"
"other-authors","aberdeen-trends-90s-logan-1991-648c68","Aberdeen Group 'Trends in Computing in the 90's: Are There Any Right Answers?' (John R. Logan VP, 1991)","1991","John R. Logan (Vice-President, Aberdeen Group)","8","13","8","28","high","high","high"
"other-authors","amd-fusion-outlook-newsfactor-garrett-5859d3","The Outlook on AMD's Fusion Plans","2006-10-27","David Garrett, NewsFactor","10","4","7","26","medium","medium","high"
"other-authors","amd-industry-analyst-visionaries-64bit-2-7a191f","Industry Analyst Visionaries on 64-bit Computing","2003-09-01","AMD (publisher)","4","6","8","25","high","medium","high"
"other-authors","att-worldmark-wsj-ad-aberdeen-quote-1995-ec56fb","AT&T WorldMark Servers WSJ Ad Featuring Aberdeen Group Endorsement (November 1995)","1995-11","AT&T Global Information Solutions (advertiser)","9","5","8","31","high","high","high"
"other-authors","boston-globe-dec-steul-cfo-resigns-1994-4013c6","Digital's top finance chief quits (DEC CFO William Steul resigns)","1994-05-19","Aaron Zitner (The Boston Globe)","13","2","10","28","high","low","high"
"other-authors","boston-globe-mit-enterprise-forum-kastne-2a3462","MIT Enterprise Forum Listing — 'Who Cares if the Computer Breaks' (Peter S. Kastner, Aberdeen Group)","1995-10","Ronald Rosenberg (Boston Globe Emerging Business column)","9","2","5","28","low","medium","low"
"other-authors","boston-globe-stratus-xa2000-launch-1987--218ffd","Boston Globe — 'Stratus' new computer line aimed at rival Digital' (XA2000 launch, Ronald Rosenberg, 1987-02-02)","1987-02-02","Ronald Rosenberg (Boston Globe Staff)","7","4","8","31","medium","medium","medium"
"other-authors","boston-globe-wang-q1-turnaround-psk-1990-a5aab0","Boston Globe — Wang Labs Q1 turnaround (Jeffrey Krasner; PSK Aberdeen Group quoted, 1990-10)","1990-10","Jeffrey Krasner (Boston Globe Staff)","7","0","7","31","medium","medium","low"
"other-authors","bpm-align-business-f76616","Aligning IT to Business Processes: How BPM is Complementing ERP and Custom Applications","2007-05","Aberdeen Group","4","6","27","27","high","high","high"
"other-authors","businessweek-stratus-launch-fail-safe-ba-82c028","A Fail-Safe Entry That's a Bargain (Stratus Computer launch coverage)","1981-11-16","BusinessWeek (McGraw-Hill)","21","4","12","35","medium","medium","medium"
"other-authors","ca-jasmine-ii-brochure-kastner-endorseme-6588be","CA Jasmine ii Brochure: The Intelligent Information Infrastructure (Kastner Endorsement, 1999)","1999-01-01","Computer Associates International — corporate marketing brochure (1999)","9","5","8","37","medium","medium","high"
"other-authors","casale-evp-2-79187c","What Have We Learned From the Tandem and Datapoint Billings and Bookings Blunders? Or, Did Wall Street Make Them Do It?","1983-01-04","Charles T. Casale, C.F.A.","6","0","15","26","high","high","high"
"other-authors","casale-evp-3-b2b933","Uses and Abuses of the Corporate Hockey Stick — Or Is This Any Way to Run an Industry?","1983-01-05","Charles T. Casale","7","0","18","25","high","high","high"
"other-authors","casale-evp-4-9bd4e6","Are Hypergrowth P&Ls Real? — Or Are You Seeing More Than You Paid For","1983-01-06","Charles T. Casale","4","1","25","26","high","high","high"
"other-authors","casale-evp-5-aa8f2a","Hypergrowth Balance Sheets - Neglected Stepchildren?","1983-01-07","Charles T. Casale","7","2","21","26","high","high","high"
"other-authors","casale-evp-7-215359","The March Quarter Blues - Or, Were We Expecting Too Much, Too Soon?","1983-04-05","C.T. Casale","3","1","21","25","high","high","high"
"other-authors","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Computer Business News: Stratus Banks on Fault-Tolerant Systems' Success — Pete Kastner on OEM Strategy and Second-Generation Roadmap (June 7, 1982)","1982-06-07","Peter Bochner (CBN Staff)","11","7","9","28","high","high","high"
"other-authors","charles-t-casale-influence-cdfb3f","Charles T. Casale at Prime Computer, Aberdeen Group 1979-1983","2024-12-03","Stanford STORM AI tool (AI-generated)","9","3","20","24","medium","medium","not-applicable"
"other-authors","charlotte-observer-shain-back-to-school--4ec261","Charlotte Observer Andrew Shain Back-to-School PC Buying Guide Citing Aberdeen's Kastner (August 2002)","2002-08-01","Andrew Shain (The Charlotte Observer)","7","5","8","27","medium","high","medium"
"other-authors","cnet-shankland-ibm-itanium-x450-2003-c91608","IBM's Itanium server goes on sale","2003-04-29","Stephen Shankland","12","11","11","26","high","medium","high"
"other-authors","comdex-2003-sun-aggressive-seattletimes--9ca4dd","Comdex 2003: Sun Microsystems sets new, aggressive strategy","2003-11-18","Kim Peterson, The Seattle Times","16","6","8","27","medium","low","medium"
"other-authors","computer-dating-1960s-businessinsider-gr-2b9490","This Is What 'Computer Dating' Looked Like In The 1960s","2011-07-10","Aimee Groth","10","3","6","26","low","medium","not-applicable"
"other-authors","computerworld-fault-tolerant-market-1987-fc3dca","Computerworld 'Fault-Tolerant Market to Hit $2 Billion in '87' — Pre-Aberdeen Pete Kastner Stratus Quote","1987-03","Computerworld (staff reporter)","10","4","10","29","high","high","high"
"other-authors","computerworld-itanium-2-vs-sun-kastner-2-1e4505","Computerworld Server Coverage: Intel Itanium 2 vs Sun UltraSPARC — Kastner Aberdeen EVP on Sun's Pressure (June 2002)","2002-06","Computerworld (staff)","5","4","7","26","high","high","high"
"other-authors","computerworld-stratus-xa2000-launch-1987-d9d143","Computerworld: Stratus Readies XA2000 Series to Take on Tandem High-End — Pete Kastner on Floating-Point + Yankee Group's Henkel on VLX/3090 Class (February 1987)","1987-02","James Connolly (Computerworld staff)","8","8","10","29","high","high","high"
"other-authors","cuna-win-rebate-runaround-2004-9da530","Win the Rebate Runaround","2004-04-19","Jan Garkey","8","1","4","26","high","high","high"
"other-authors","data-warehouse-2-years-later-cause-1994-721bb1","The Data Warehouse: 2 Years Later... Lessons Learned","1994-12-01","John D. Porter and John J. Rome, Arizona State University","7","2","8","27","high","medium","high"
"other-authors","datamation-informix-dsa-ad-aberdeen-cite-a9f18d","Technology That's As Dynamic As Your Organization (Informix Dynamic Scalable Architecture full-page ad)","1994-03-01","Informix Software (full-page advertisement, Datamation, 1 March 1994)","15","5","8","32","medium","medium","medium"
"other-authors","death-of-crt-monitor-pcmag-2002-977c17","The Death of the CRT Monitor","2002-11-01","Cade Metz, PC Magazine","13","2","12","29","high","medium","high"
"other-authors","desktop-virtualization-roi---aberdeen-8fa168","Measuring the Returns from a Desktop Virtualization Program","2011-09","Dick Csaplar","3","9","28","28","medium","medium","medium"
"other-authors","ect-news-whatever-happened-interactive-t-7446fd","Whatever Happened to Interactive TV?","2002-06-25","Lou Hirsh","6","5","4","23","medium","high","high"
"other-authors","ee-times-stratus-tandem-fault-tolerant-1-42f6c7","EE Times: Stratus Challenges Tandem in Fault-Tolerant Computing — Pete Kastner on Self-Checking Hardware Strategy (May 1982)","1982-05","EE Times (Electronic Engineering Times) staff","8","5","6","27","high","high","medium"
"other-authors","electronic-news-videoconferencing-sars-c-044642","Videoconferencing Booms on SARS Fears","2003-05-14","Ry Crozier","7","2","5","25","high","high","high"
"other-authors","esb-0617-5cc5fa","Enterprise Service Bus: an SOA Middleware Foundation","2006-06","Aberdeen Group","9","12","36","34","high","high","high"
"other-authors","esb-in-soa-e002b7","The ESB in the Land of SOA","2005-12-07","William Mougayar","29","17","16","30","high","high","high"
"other-authors","esb-soa-fabric-webmethods-techtarget-see-83b233","The traditional ESB gets weaved into an SOA fabric","2006-12-21","Rich Seeley, SearchWebServices / TechTarget","12","7","10","27","high","medium","high"
"other-authors","eweek-ca-team-victorious-proxy-fight-200-c424f4","CA Team Victorious — 'New' CA emerges from proxy battle with outside monitors and more","2001-09-03","Stan Gibson (eWeek)","10","3","11","31","medium","medium","high"
"other-authors","ftsn-serlin-tandem-txp-et1-benchmarks-19-ea6530","Omri Serlin FTSN-33: Tandem Reports TXP ET1 Benchmarks 7.2-9.6 tps/CPU; Cites Stratus 1.0-1.1 tps/CPU (May 15, 1985)","1985-05-15","Omri Serlin (FTSN newsletter)","9","5","7","30","high","high","medium"
"other-authors","future-of-dvd-forum-panel-2003-taylor-61b198","Future of DVD Panel — DVD Forum 2003 U.S. Conference","2003-11-21","Jim Taylor (publications listing); Peter Kastner (moderator); panelists Brian Heuckroth and Matt Jarman","10","4","7","24","medium","low","high"
"other-authors","google-profiles-pskastner-personal-2009-61fc2d","Google Profile (edit page) — pskastner","2009-12-31","Peter S. Kastner","2","3","3","25","low","low","low"
"other-authors","great-rebate-debate-smartmoney-grant-80650c","The Great Rebate Debate","2006-04-17","Kelli B. Grant, SmartMoney","16","2","9","28","high","medium","high"
"other-authors","great-rebate-runaround-businessweek-grow-00f459","The Great Rebate Runaround","2005-12-05","Brian Grow (with Rishi Chhatwal), BusinessWeek","38","3","14","34","high","high","high"
"other-authors","hostingtech-apple-xserve-asia-zieger-200-052af6","Apple looks to Asian markets to break out of niche role with Xserve (HostingTech)","2002-11-01","Anne Zieger (HostingTech magazine, correspondent)","17","4","12","31","high","medium","high"
"other-authors","hp-mainframe-alternative-fernandez-mfasc-a2179f","HP: The Best Alternative to Mainframe Computing — How to Get There From Here","1992-12","Gustavo Fernandez (Hewlett-Packard) at MFASC'92 (Mainframe Alternative Solution Conference '92, HP Brazil)","5","6","8","34","medium","medium","medium"
"other-authors","ie-appendix-jones-wms-memo-2e5d6c","Availability of Client/Server WMS in 1994","1999-06-07","Dr. Katherine Jones","7","6","15","43","medium","low","high"
"other-authors","ie-appendix-lane-qa-research-e594cb","Research Findings: The Role of Professional Services Suppliers' Internal Quality Assurance Organizations in Large-scale Systems Integration Engagements","1999-06-21","Stephen Lane","14","6","40","43","high","medium","not-applicable"
"other-authors","infiniband-and-beyond-computerworld-supp-200261","To InfiniBand and beyond, cry firms","2002-08-13","Carly Suppa","11","7","8","29","high","high","high"
"other-authors","informationweek-ca-victorious-incumbents-143e3b","Victorious Incumbents Vow Change For CA","2001-09-01","David Joachim","10","2","5","26","medium","low","medium"
"other-authors","informationweek-ibm-ms-nt-clusters-1999-8c5b45","IBM, Microsoft Team On NT Clusters","1999-05-21","InformationWeek staff","9","5","6","26","medium","low","medium"
"other-authors","informationweek-tablet-pc-microsoft-kast-72320d","Tablet Offers High Risk, High Reward (InformationWeek on Microsoft Tablet PC launch)","2001-12-17","InformationWeek (cover story; Dec 17, 2001 issue, page 49)","19","6","11","32","medium","high","high"
"other-authors","informationweek-tolerant-debitcredit-198-4f3b26","Competitors Find Fault With Tolerant's Performance Claim — Tandem, Stratus argue Eternity performance figures","1986-01-20","Paul E. Schindler Jr. (InformationWEEK staff)","10","8","11","30","medium","medium","medium"
"other-authors","informationweek-videoconferencing-boost--b62ff4","Videoconferencing Boost — Intel TeamStation","1998-05-04","Mary E. Thyfault","10","6","7","27","high","high","high"
"other-authors","informationweek-webex-enterprise-collabo-e30ad5","WebEx Makes A Move On Enterprise Collaboration","2003-01-17","InformationWeek staff","4","2","2","25","medium","medium","medium"
"other-authors","informationweek-windows-2000-high-end-am-4ccdae","Windows 2000: High-End Ambitions","1999-04-19","Stuart J. Johnston, Mary Hayes","8","6","5","26","high","medium","high"
"other-authors","infoworld-dell-sharpens-blade-attack-nee-f9cb9c","InfoWorld — Dell sharpens blade attack: PowerEdge 1655MC server blades (Neel, 8-Apr-2002)","2002-04-08","Dan Neel — InfoWorld Magazine","10","6","11","42","medium","medium","high"
"other-authors","intel-quad-core-outlook-newsfactor-garre-c32252","The Outlook on Intel's Quad-Core Chips","2006-11-15","David Garrett, NewsFactor","11","4","9","27","medium","medium","high"
"other-authors","internetnews-veritas-itanium-believer-20-2ff4eb","VERITAS a Believer in Itanium","2004-06-08","Clint Boulton","13","8","7","26","medium","low","low"
"other-authors","internetnews-will-sars-infect-high-tech--8569ea","Will SARS Infect High-Tech?","2003-04-24","Dan Orzech","11","3","9","26","high","high","high"
"other-authors","it-outsourcing-584848","Mid-Market Must Flex More Muscle in IT Outsourcing","2006-09-05","Rick Saia","2","5","15","29","low","low","low"
"other-authors","lansa-composer-powerpoint-9f4257","LANSA Composer: Practical Business Process Integration on System i (BPI/SOA)","2007-01-01","LANSA (vendor authorship); Peter Kastner of Aberdeen Group and Mike Gilpin of Forrester Research (quoted)","7","7","7","24","medium","low","medium"
"other-authors","laptop-performance-bottleneck-smallbiz-r-e310b2","News Factor: The Laptop Performance Bottleneck (Smallbiztechnology.com excerpt)","2002-11-18","Ramon Ray (Smallbiztechnology.com blog), quoting NewsFactor (Peter Kastner, Aberdeen Group)","5","3","6","26","low","medium","high"
"other-authors","leader-of-the-pack-23-nov-1996-computing-f2353f","Leader of the pack? [Wolfpack clustering coverage]","1996-11-23","Ian Ashbridge / Sarah Petrie (reporter); Peter Kastner (quoted source)","9","3","6","23","medium","low","high"
"other-authors","less-is-more-stylin-pcs-3-de2c65","Less Is More: Stylin' PCs","2004-04-28","Elisa Batista (reporter); Peter Kastner (quoted source)","6","2","4","23","medium","medium","high"
"other-authors","linux-news-enterprise-systems-apple-s-en-a8fdd0","Apple's Enterprise IT Battle Plan, Part One","2004-05-21","Keith Regan (reporter, MacNewsWorld/LinuxInsider); Peter Kastner (quoted source)","7","3","5","23","medium","medium","high"
"other-authors","linux-news-software-microsoft-asked-to-c-1a8dc3","Microsoft Asked To Change Misleading Linux Ad","2004-08-25","Elizabeth Millard (reporter, LinuxInsider); Peter Kastner (quoted source)","5","2","4","23","medium","low","medium"
"other-authors","linuxplanet-reports-opteron-s-first-year-40c423","Opteron's First Year All About Linux - But What About Later?","2004-04-01","LinuxPlanet staff (reporter); Peter Kastner and Tom Halfhill (quoted sources)","6","3","4","23","medium","low","high"
"other-authors","mac-keeps-lead-on-linux-7-e3bcbf","Mac Keeps Lead on Linux","2004-08-01","Leander Kahney (reporter, Wired); Peter Kastner and Tim Deal (quoted sources)","7","2","4","23","medium","low","high"
"other-authors","mac-news-business-apple-intel-marriage-m-d0a5d8","Apple-Intel: Marriage Made in Heaven?","2007-03-29","Pam Baker (reporter, MacNewsWorld); Peter Kastner (quoted source)","6","5","5","24","medium","medium","high"
"other-authors","mac-news-business-is-apple-prepared-for-727ea9","Is Apple Prepared for a Succession?","2004-08-03","Blane Warrene (reporter, MacNewsWorld); Peter Kastner, Chad Mader (quoted sources)","6","0","4","23","medium","medium","medium"
"other-authors","mac-news-computers-us-army-drafts-apple-c2f6f9","US Army Drafts Apple Xserve for Supercomputer","2004-06-22","Blane Warrene (reporter, MacNewsWorld); Peter Kastner (quoted source)","7","3","5","23","medium","low","low"
"other-authors","mac-news-enterprise-systems-apple-s-ente-59fab0","Apple's Enterprise IT Battle Plan, Part Two","2004-05-24","Elizabeth Millard (reporter, MacNewsWorld); Peter Kastner (quoted source)","5","3","4","23","medium","medium","high"
"other-authors","mac-news-science-the-science-of-this-yea-bb35b4","The Science of This Year's WWDC","2004-06-18","Elizabeth Millard (reporter, MacNewsWorld); Peter Kastner (quoted source)","4","3","4","23","medium","low","low"
"other-authors","mac-os-vs--linux-who-s-2-the-mac-observe-34e63d","Mac OS vs. Linux: Who's #2?","2004-08-11","Bryan Chaffin and Vern Seward (The Mac Observer); Peter Kastner (secondary-source quote)","10","3","6","24","medium","low","medium"
"other-authors","macdailynews-analyst-apple-will-have-pro-54defe","Analyst: 'Apple will have problems filling' G5 orders; demand 'will not impact Apple's market position'","2003-08-19","Wrolstad (reporter, via NewsFactor/MacDailyNews); Peter Kastner and Roger Kay (quoted sources)","7","3","4","23","medium","low","medium"
"other-authors","macsimum-news-comparing-the-mac-os-and-l-26c31a","Comparing the Mac OS and Linux markets just doesn't work","2004-08-15","Dennis Sellers (Macsimum News); Peter Kastner (secondary-source quote via Wired)","7","2","4","24","low","low","medium"
"other-authors","make-claiming-rebates-easier-for-consume-9f1dc6","Make claiming rebates easier for consumers (CA SB 1154 support letter)","2004-09-03","Shelley Curran (Consumers Union / Consumer Reports); Peter Kastner (secondary-source citation via NY Times)","7","0","4","24","medium","low","medium"
"other-authors","management-heavies-seek-broader-base-8-723197","Management heavies seek broader base [CA Unicenter TNG / Tivoli enterprise management]","1998-04-27","Jim Duffy (reporter, Network World); Peter Kastner (quoted source)","7","3","5","23","medium","low","high"
"other-authors","manufacturers-that-don-t-honor-their-reb-24e62e","Manufacturers That Don't honor Their Rebates? [EggXpert/Newegg community thread citing Consumer Reports citing Kastner]","2008-09-11","HOGHAULER, Tracer76, JonnyFaster, Capt. Insane et al. (EggXpert community); Peter Kastner (tertiary-source citation)","6","0","3","25","low","low","not-applicable"
"other-authors","marathon-technologies-demonstrates-99-99-99a38e","Marathon Technologies Demonstrates 99.999% Uptime with Assured Availability Systems for Windows NT at SuperComm in Atlanta","1999-06-15","Marathon Technologies Corporation (Business Wire press release); Peter Kastner and Wayne Kernochan (quoted sources)","10","3","5","24","medium","low","medium"
"other-authors","marketwatch-weeks-top-apr17-2003-intel-k-429978","The week's top stories, April 14-17 (MarketWatch)","2003-04-17","MarketWatch staff","8","0","4","25","low","low","not-applicable"
"other-authors","meetings-conventions-virtual-meetings-ps-c1b097","Meetings & Conventions Magazine — 'Planners Turn to Tech: Virtual meetings post-Sept 11' (PSK Aberdeen CRO quoted, November 2001)","2001-11","M.C. (Meetings & Conventions staff)","5","2","6","29","medium","high","medium"
"other-authors","microsoft-launches-backoffice-small-busi-d0afdc","Microsoft Launches BackOffice Small Business Server: First Integrated Server Suite Optimized for Small Business","1997-10-22","Microsoft Corporation (press release)","4","7","5","27","medium","low","high"
"other-authors","microsoft-makes-history-delievrs-bluetoo-1af686","Microsoft Makes History: Delivers Bluetooth Keyboard and Mouse","2002-10-15","Microsoft Corporation (press release)","4","3","5","27","medium","low","high"
"other-authors","microsoft-s-future-paths-6-f86f30","Microsoft's Future Paths","2002-04-01","Kathleen Koch (host); Peter Kastner & Isaac Ro (Aberdeen Group) with Jackson Shaw (Microsoft)","7","11","12","27","medium","low","medium"
"other-authors","microsoft-s-move-to-mothball-old-code-ra-724d34","Microsoft's Move To Mothball Old Code Raises Concerns","2002-06-17","Sharon Gaudin (Datamation / itmanagement.earthweb.com)","6","5","7","27","medium","medium","high"
"other-authors","microsoft-split-will-hit-users-pockets-0-edc1ed","Microsoft Split Will Hit Users' Pockets","2000-06-09","Linda Leung (Computing UK / vnunet.com)","6","3","8","27","high","medium","high"
"other-authors","microsoft-vows-to-appeal-eu-ruling-5-b7efc6","Microsoft Vows To Appeal EU Ruling","2004-06-08","Elizabeth Millard (E-Commerce Times / TechNewsWorld)","6","2","7","27","medium","medium","high"
"other-authors","mini-micro-stratus-32-arch-freiburghouse-6dc03e","Mini-Micro Systems: Robert Freiburghouse on the Stratus/32 Architecture — VOS, StrataLINK, and 'Continuous Processing' (1982)","1982","Robert Freiburghouse (Stratus Computer)","5","8","8","26","high","high","high"
"other-authors","minicomputer-news-ase-asep-1979-2b5327","System saves $ for thrifty night owls (AS&E ASEP time-of-day metering)","1979-06-21","Minicomputer News staff","10","4","12","27","medium","medium","high"
"other-authors","mobile-banking-may-render-cash-obsolete--e4b699","The Digital Wallet: Mobile Banking May Render Credit Cards and Cash Obsolete","2009-04-29","Hiawatha Bray (Boston Globe)","5","5","6","25","medium","high","high"
"other-authors","moore-s-law-true-but-irrelevant-internet-661e40","Moore's Law: True But Irrelevant","2003-05-16","David Haskin (InternetNews.com)","9","6","8","25","high","medium","high"
"other-authors","music-tv-central-to-dell-consumer-push-m-57e733","Music, TV Central to Dell Consumer Push","2003-09-25","Rex Crum (CBS MarketWatch)","9","5","7","27","medium","medium","medium"
"other-authors","ncr-3000-cabinet-engineering-diagram-199-fa564f","NCR 3000 Server Cabinet Engineering Diagram (1992): Intel486 50MHz Multiprocessor Boards, Micro Channel, Hot-Pluggable Storage","1992","NCR Corporation (engineering documentation)","3","7","6","26","medium","medium","low"
"other-authors","ncr-att-wsj-massively-parallel-processin-f1f0a8","NCR/AT&T Wall Street Journal Full-Page Ad Featuring Aberdeen Group / Kastner Endorsement of Commercial Massively-Parallel Processing","1993-11-08","NCR Corporation / AT&T Company (advertiser)","6","5","7","31","high","high","high"
"other-authors","ncr-system-3000-model-3550-brochure-1992-b15aed","NCR System 3000 / Model 3550 Open Cooperative Computing Brochure (1992)","1992","NCR Corporation (vendor product brochure)","3","7","6","26","high","high","medium"
"other-authors","ncr-topend-tp-monitor-brochure-1992-eeea31","NCR TopEND Transaction Processing Monitor Brochure (1992)","1992","NCR Corporation (vendor product brochure)","3","7","6","25","high","high","medium"
"other-authors","newsfactor-vista-deployment-cadence-kast-d1f518","Vista: How Soon Until Deployment?","2006-11-03","David Garrett","7","5","8","24","high","medium","medium"
"other-authors","nexaweb-announces-starter-kit-nexaweb-abe281","Nexaweb Announces Enterprise Web 2.0 Starter Kit for Building Mission-Critical Composite and Mashup Ajax Applications","2007-03-19","Nexaweb Technologies, Inc. (press release)","6","5","7","28","medium","low","low"
"other-authors","nexaweb-announces-ucf-nexaweb-dev-center-6b97d4","Nexaweb Delivers Industry's First Universal Client Framework with New Nexaweb Enterprise Web 2.0 Platform","2006-10-03","Nexaweb Technologies, Inc. (press release)","4","6","6","28","medium","low","medium"
"other-authors","niagara-sun-s-palaver-starter-and-diy-mp-158f17","Niagara: Sun's Palaver Starter? (IT Blogwatch)","2005-11-15","Richi Jennings (IT Blogwatch, Computerworld Blogs)","9","5","8","28","medium","medium","high"
"other-authors","novell-and-microsoft-good-for-business-4-59404e","Novell and Microsoft: Good for Business?","2006-11-07","Jennifer LeClaire (NewsFactor Magazine)","8","5","8","26","medium","medium","medium"
"other-authors","nyt-dec-steul-loses-another-top-official-8f8883","Digital Equipment Loses Another of Its Top Officials (DEC CFO William Steul resigns)","1994-05-19","Glenn Rifkin (The New York Times)","12","2","11","31","high","low","high"
"other-authors","october-1997-editor-s-buffer-5-771798","Editor's Buffer (October 1997)","1997-10-01","Editor, Database Programming & Design (Miller Freeman)","9","4","6","25","medium","medium","high"
"other-authors","on-computers-tips-40th-anniversary-of-th-ee9cc5","40th Anniversary of the Independent Software Industry","2009-06-23","Peter S. Kastner","16","8","11","27","high","high","not-applicable"
"other-authors","on-computers-tips-good-news-for-ncr-dell-1943c5","Good News for NCR: Dell Loses CIO to HP","2005-07-11","Peter S. Kastner","8","3","8","25","medium","medium","medium"
"other-authors","on-computers-tips-is-sun-s-sparc-archite-65b3b9","Is Sun's SPARC Architecture on Life Support?","2009-06-17","Peter S. Kastner","6","6","7","24","high","high","high"
"other-authors","open-tpc-database-benchmarks-9-058487","Open: TPC Database Benchmarks — Truth and Benchmarks","2005-03-14","Nancy Cohen (Open Magazine)","11","5","10","26","high","high","high"
"other-authors","oracle-and-dell-take-aim-at-midsize-busi-770ea6","Oracle And Dell Take Aim At Midsize Businesses","2004-04-07","Larry Greenemeier (InformationWeek / Network Computing)","11","7","10","27","medium","medium","medium"
"other-authors","outlook-series-david-mcfarlane-nexaweb-p-1dd1b4","David McFarlane: Nexaweb Platform 4.5 Supports Ajax, Java","2006-12-18","Outlook Series (officeroutlook.com)","6","7","7","28","medium","low","low"
"other-authors","outsourcing-adm-864c88","Outsourcing Application Development and Maintenance: Joining Cost Savings with IT Human Asset Management","2006-11","Aberdeen Group","4","8","80","28","low","medium","medium"
"other-authors","palm-boulevard-news-sd-memory-cards-to-d-aca4c9","SD Memory Cards to Drive Market for Digital Content","2003-10-28","Palm Boulevard / PDAStreet (internet.com)","7","5","6","26","medium","low","high"
"other-authors","palm-pre-199-really-299-cloudave-a0a25f","The $199 Palm Pre that's Really $299 for Some","2009-05-19","Zoli Erdos, CloudAve","13","4","8","27","medium","medium","medium"
"other-authors","pc-buying-guide-guest-column-take-her-up-1be957","PC Buying Guide Guest Column: 'Take Her Up to 2.4 GHz, Mr. Scott'","2003-01-07","Peter S. Kastner (InternetWeek guest column, via Techno-News Blog)","9","2","4","24","medium","low","not-applicable"
"other-authors","pc-management-best-practices-page-2-5-962daf","PC Management Best Practices: A Study of the Total Cost of Ownership, Risk, Security, and Audit (IIA Research Foundation feature)","2004-02-01","The IIA Research Foundation (RF Report, Issue No. 6)","10","5","7","28","medium","medium","medium"
"other-authors","pc-refresh-or-refurb-smb-computing-6-37f090","Refresh or Refurb?","2003-06-15","SmallBusinessComputing.com (internet.com)","5","4","7","27","medium","low","high"
"other-authors","pc-replacement-survey-one-size-fits-none-73e2e0","PC Replacement Survey: One Size Fits None","2003-12-23","Peter S. Kastner (Aberdeen Group / InternetWeek)","6","7","11","25","high","medium","high"
"other-authors","pc-replacements-lawyers-auditors-and-com-ce8ebb","PC replacements: Lawyers, auditors and common sense","2003-05-13","Peter S. Kastner (special to SearchCIO.com, Aberdeen Group)","6","6","7","25","high","medium","high"
"other-authors","pc-style-living-room-macobserver-seward-97ed83","Just A Thought: A Matter of Style","2004-04-16","Vern Seward, The Mac Observer (quoting Reuters / Peter Kastner)","8","4","6","27","low","medium","medium"
"other-authors","peoplesoft-bid-mirrors-lofty-goals-of-or-6be2ec","PeopleSoft Bid Mirrors Lofty Goals of Oracle Chief","2003-06-11","Steve Lohr (The New York Times)","13","7","8","27","high","medium","high"
"other-authors","power-macs-won-t-hit-3ghz-this-year-anal-73ad0f","Power Macs 'won't hit 3GHz this year' – analysts","2004-06-11","Macworld UK staff (IDG)","10","4","9","26","medium","low","high"
"other-authors","processor-editorial-article-much-in-stor-660f27","Much In Store Beyond 2004: Microsoft Has Experts Questioning Some Initiatives","2004-03-05","Warren S. Hersch (Processor Magazine / Sandhills Publishing)","21","12","10","28","medium","medium","high"
"other-authors","processor-editorial-article-one-powerhou-aa3f6c","One Powerhouse Marriage: HP/Compaq Merger Carried Out With Near-Textbook Precision","2003-12-12","Warren S. Hersch (Processor Magazine / Sandhills Publishing)","12","2","9","27","medium","medium","medium"
"other-authors","processor-editorial-article-the-momentum-2b093d","The Momentum Is Gathering At Cisco: Developing SME Products Is A Growing Priority","2004-07-16","Elizabeth Millard (Processor Magazine / Sandhills Publishing)","6","6","8","27","medium","low","medium"
"other-authors","psbj-meisner-microsoft-consulting-acquis-7b85c8","Bacon's Shopping List: Is Buying a Consulting Firm the Next Step for Microsoft?","2002-05","Jeff Meisner (Puget Sound Business Journal)","23","4","11","29","medium","high","high"
"other-authors","purchasing-mag-high-tech-supply-chains-2-fc2a91","What's Happening in High-Tech Supply Chains","2003-11-20","Purchasing Magazine staff","5","3","3","26","medium","medium","medium"
"other-authors","q-a-achieving-more-value-from-enterprise-d1d7dd","Q&A: Achieving More Value from Enterprise Applications","2006-05-23","Peter S. Kastner (AberdeenGroup) — Enterprise Systems Journal","4","5","8","25","high","medium","high"
