# Source: access PC Deals 2002-2003.xls

## Sheet: Consumer (2160 rows x 12 cols)
[r0] PricingDate | PCmaker | SKU | ListPrice | CPUclass | CPUspeed | Memory | HDD | Opticals | Monitor | Printer | Merchant
[r1749] 2003-06-22 | HP | 764n | 1099.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.pcmall.com
[r1750] 2003-06-22 | HP | 854n Media Center | 1199.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1751] 2003-06-22 | Gateway | 500S  | 1119 | Pentium 4 HT | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1752] 2003-06-22 | Sony | PCV RS310 | 1079.97 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-RW/CD-ROM | 15" Sony HS53 LCD | HP 3820 | BestBuy Stores
[r1753] 2003-06-22 | Dell | Dimension 4600 | 1318 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" Dell E772 |  | www.dell.com
[r1754] 2003-06-22 | HP | Pavilion 700 series | 1394.98 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX75 |  | www.hpshopping.com
[r1755] 2003-06-22 | Compaq | S8000 series | 1252 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1756] 2003-06-22 | Gateway | 500X | 1394 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1757] 2003-06-22 | HP | A250n | 1279.97 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+RW | 15" HP F1503 LCD | HP 3820 | BestBuy Stores
[r1758] 2003-06-22 | Dell | Dimension 8300 | 1558 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1759] 2003-06-22 | Sony | PCV RZ32G | 1479.97 | Pentium 4 HT | 2.6 | 512 DDR | 80 | DVD+/-RW; CD-ROM | 15" Sony HS53 LCD | HP 3820 | BestBuy Stores
[r1760] 2003-06-22 | HP | 864n Media Center | 1449.99 | Pentium 4 | 2.66 | 512 DDR | 160 | DVD+RW/+R; CD-RW |  |  | www.bestbuy.com
[r1761] 2003-06-22 | Dell | Dimension XPS | 2668 | Pentium 4 HT | 3 | 1024 DCDDR | 240 RAID | DVD-ROM; CD-RW | 17" Dell E171FPb |  | www.dell.com
[r1762] 2003-06-22 | Compaq | S8000 series | 1862.98 | Pentium 4 HT | 3 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" Compaq FP5017 |  | www.hpshopping.com
[r1763] 2003-06-22 | HP | A250n series | 1639.98 | Pentium 4 HT | 3 | 512 DDR | 120 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1764] 2003-06-22 | Dell | Dimension 8300 | 1728 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1765] 2003-06-22 | Alienware | Area 51 hybrid | 2499.97 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r1766] 2003-06-22 | vprMatrix | FT9150-PE | 1699.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; DVD-RW |  |  | www.bestbuy.com
[r1767] 2003-06-22 | Gateway | 700XL | 2974 | Pentium 4 HT | 3 | 512 DDR | 250 | DVD-R/-RW/CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1768] 2003-06-22 | Sony | PCV-RZ34G | 1599.99 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.sonystyle.com
[r1769] 2003-06-22 | Sony | PCV-RZ24G | 1649.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW | 15" X52 LCD | Lexmark Z705 | CircuitCity Stores
[r1770] 2003-07-06 | Compaq | S3200nx | 507.99 | Athlon 2400+ | 2 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1771] 2003-07-06 | HP | A210e series | 544.98 | Athlon 2400+ | 2 | 256 DDR | 40 | CD-RW | 17" HP MX703c |  | www.hpshopping.com
[r1772] 2003-07-06 | Compaq | S4000J | 558 | Athlon 2400+ | 2 | 256 DDR | 40 | CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1773] 2003-07-06 | Compaq | S4000V | 589 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1774] 2003-07-06 | eMachines | T2482 | 539.99 | Athlon 2400+ | 2 | 256 DDR | 40 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z705 | CircuitCity Stores
[r1775] 2003-07-06 | eMachines | T2341 | 439.99 | Athlon 2300+ | 1.91 | 128 DDR | 40 | CD-RW | 17" eMachines 17F | Lexmark Z705 | CircuitCity Stores
[r1776] 2003-07-06 | Compaq | S3100NX | 435.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1777] 2003-07-06 | eMachines | W2260 | 449.97 | Athlon 2200+ | 1.8 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r1778] 2003-07-06 | Compaq | 6420NX | 649.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1779] 2003-07-06 | Compaq | S4100NX | 499.99 | Celeron  | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1780] 2003-07-06 | HP | A210n | 559.99 | Celeron | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1781] 2003-07-06 | HP | A200n | 469.99 | Celeron | 2.4 | 256 DDR | 40 | CD-RW |  |  | www.circuitcity.com
[r1782] 2003-07-06 | Compaq | S4000NX | 419.97 | Celeron | 2.4 | 128 DDR | 40 | CD-RW | 17" Compaq FS7550 | HP 3420 | BestBuy Stores
[r1783] 2003-07-06 | eMachines | T2385 | 549.99 | Celeron | 2.3 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1784] 2003-07-06 | HP | 505N | 469.99 | Celeron | 2.2 | 256 DDR | 60 | CD-RW |  |  | www.hpshopping.com
[r1785] 2003-07-06 | eMachines | T2240 | 399.99 | Celeron  | 2.2 | 128 DDR | 40 | CD-ROM |  |  | www.circuitcity.com
[r1786] 2003-07-06 | eMachines | T2615 | 649.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.emachines.com
[r1787] 2003-07-06 | HP | A220n | 679.99 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1788] 2003-07-06 | Compaq | S3300NX | 687.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1789] 2003-07-06 | eMachines | T4510 | 699.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1790] 2003-07-06 | Compaq | 6454NX | 699.99 | Pentium 4 | 2.5 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1791] 2003-07-06 | Sony | PCV RS210 | 749.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1792] 2003-07-06 | HP | A210n | 639.97 | Celeron  | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" HP MX703 | HP 3420 | BestBuy Stores
[r1793] 2003-07-06 | Compaq | S4000Z series | 877 | Athlon 2800 + | 2.08 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1794] 2003-07-06 | HP | A230n | 829.99 | Athlon 2800 + | 2.08 | 512 DDR | 120 | DVD+RW |  |  | www.circuitcity.com
[r1795] 2003-07-06 | Compaq | 6470NX | 759.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1796] 2003-07-06 | eMachines | T2625 | 779.97 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD+/-RW; DVD-ROM | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r1797] 2003-07-06 | HP | A250e series | 854.98 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1798] 2003-07-06 | HP | 735n | 799.99 | Athlon 2600+ | 2.13 | 512 DDR | 80 | DVD+RW/CD-RW |  |  | www.hpshopping.com
[r1799] 2003-07-06 | Sony | PCV-RS220 | 899.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.bestbuy.com
[r1800] 2003-07-06 | HP | 754n | 809.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-RW |  |  | www.hpshopping.com
[r1801] 2003-07-06 | Compaq | S4300NX | 849.99 | Pentium 4 HT | 2.4 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1802] 2003-07-06 | eMachines | T4480 | 849.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1803] 2003-07-06 | Sony | PCV RS310 | 799.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-RW/CD-ROM |  |  | www.circuitcity.com
[r1804] 2003-07-06 | PC Maker | Model SKU | Price w/ Shipping and Rebates | Processor | CPU Speed (GHZ) | Memory | HDD (GB) | Opticals | Monitor | Printer | Retailer
[r1805] 2003-07-06 | Compaq | S4000Z series | 977 | Athlon 3000+ | 2.16 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1806] 2003-07-06 | Compaq | S4000T series | 1047 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1807] 2003-07-06 | HP | A250n | 999.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+RW |  |  | www.hpshopping.com
[r1808] 2003-07-06 | Sony | PCV RS320 | 999.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD-RW; CD-ROM |  |  | www.circuitcity.com
[r1809] 2003-07-06 | HP | A230n | 919.97 | Athlon 2800 + | 2.08 | 512 DDR | 120 | DVD+RW/CD-RW; CD-ROM | 17" HP MX703 | HP 3820 | BestBuy Stores
[r1810] 2003-07-06 | Compaq | S4210NXB | 1049.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 15" Compaq LCD |  | www.circuitcity.com
[r1811] 2003-07-06 | Dell | Dimension 2350 | 987 | Pentium 4 | 2.4 | 256 DDR | 60 | DVD-ROM; CD-RW | 19" Dell M992 |  | www.dell.com
[r1812] 2003-07-06 | HP | A250e series | 1014.98 | Athlon 3000+ | 2.16 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1813] 2003-07-06 | Compaq | S4000T | 1127 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1814] 2003-07-06 | HP | A250y series | 1154.98 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1815] 2003-07-06 | HP | 854n Media Center | 1199.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.hpshopping.com
[r1816] 2003-07-06 | Gateway | 500S  | 1119 | Pentium 4 HT | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1817] 2003-07-06 | Compaq | S8000 series | 1277 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1818] 2003-07-06 | Dell | Dimension 4600 | 1333 | Pentium 4 HT | 2.8 | 512 DDR 333MHz | 120 | CD-ROM; DVD+RW/+R | 15" Dell E151FPb |  | www.dell.com
[r1819] 2003-07-06 | Gateway | 500X | 1369 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1820] 2003-07-06 | HP | M260N | 1299.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+RW; CD-ROM |  |  | www.circuitcity.com
[r1821] 2003-07-06 | Sony | PCV-RZ24G | 1299.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.circuitcity.com
[r1822] 2003-07-06 | HP | A250y series | 1439.98 | Pentium 4 HT | 3 | 512 DDR | 120 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1823] 2003-07-06 | Dell | Dimension 4600 | 1503 | Pentium 4 HT | 3 | 512 DDR | 120 | CD-ROM; DVD+RW/+R | 15" Dell E151FPb |  | www.dell.com
[r1824] 2003-07-06 | Dell | Dimension 8300 | 1493 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; DVD+RW/+R | 15" Dell E151FPb |  | www.dell.com
[r1825] 2003-07-06 | Sony | PCV RZ32G | 1559.97 | Pentium 4 HT | 2.6 | 512 DDR | 80 | DVD+/-RW; CD-ROM | 15" Sony HS53 LCD | HP 3820 | BestBuy Stores
[r1826] 2003-07-06 | HP | 864n Media Center | 1499.99 | Pentium 4 | 2.66 | 512 DDR | 160 | DVD+RW/+R; CD-RW |  |  | www.hpshopping.com
[r1827] 2003-07-06 | HP | A250y series | 1709.98 | Pentium 4 HT | 3.2 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1828] 2003-07-06 | Dell | Dimension XPS | 2483 | Pentium 4 HT | 3 | 1024 DCDDR | 240 RAID | DVD-ROM; DVD+RW/+R | 17" Dell E171FPb |  | www.dell.com
[r1829] 2003-07-06 | Compaq | S8000 series | 1717 | Pentium 4 HT | 3 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" Compaq FP5017 |  | www.hpshopping.com
[r1830] 2003-07-06 | Dell | Dimension 8300 | 1663 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; DVD+RW/+R | 15" Dell E151FPb |  | www.dell.com
[r1831] 2003-07-06 | Alienware | Area 51 hybrid | 2499.97 | Pentium 4 HT | 3.06 | 512 RDRAM | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r1832] 2003-07-06 | vprMatrix | FT9150-PE | 1699.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; DVD-RW |  |  | www.bestbuy.com
[r1833] 2003-07-06 | Gateway | 700XL | 2974 | Pentium 4 HT | 3.2 | 512 DDR | 250 | DVD-R/-RW/CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1834] 2003-07-06 | Sony | PCV-RZ34G | 1599.99 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.circuitcity.com
[r1835] 2003-07-13 | Compaq | S3200nx | 507.99 | Athlon 2400+ | 2 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1836] 2003-07-13 | eMachines | T2482 | 529.97 | Athlon 2400+ | 2 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r1837] 2003-07-13 | HP | A210e series | 544.98 | Athlon 2400+ | 2 | 256 DDR | 40 | CD-RW | 17" HP MX703c |  | www.hpshopping.com
[r1838] 2003-07-13 | Compaq | S4000J | 558 | Athlon 2400+ | 2 | 256 DDR | 40 | CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1839] 2003-07-13 | Compaq | S4000V | 589 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1840] 2003-07-13 | eMachines | T2341 | 429.97 | Athlon 2300+ | 1.91 | 128 DDR | 40 | CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r1841] 2003-07-13 | Compaq | S3100NX | 435.99 | Athlon 2200+ | 1.8 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1842] 2003-07-13 | Compaq | S4000V series | 599.99 | Pentium 4 | 2.2 | 128 DDR | 40 | DVD-ROM | 15" Compaq FP15 | HP 3420 | BestBuy Stores
[r1843] 2003-07-13 | Compaq | S4100NX | 499.99 | Celeron  | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1844] 2003-07-13 | HP | A210n | 559.99 | Celeron | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1845] 2003-07-13 | HP | A200n | 549.99 | Celeron | 2.4 | 256 DDR | 40 | CD-RW | 17" HP MX703 | HP 3420 | BestBuy Stores
[r1846] 2003-07-13 | Compaq | S4000NX | 399.99 | Celeron | 2.4 | 128 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1847] 2003-07-13 | eMachines | T2615 | 679.97 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" eMachines 17F | Lexmark Z705 | BestBuy Stores
[r1848] 2003-07-13 | eMachines | T2625 | 749.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD+/-RW; DVD-ROM |  |  | www.bestbuy.com
[r1849] 2003-07-13 | HP | 735n | 719.99 | Athlon 2600+ | 2.13 | 512 DDR | 80 | DVD+RW/CD-RW |  |  | www.hpshopping.com
[r1850] 2003-07-13 | Compaq | 6470NX | 714.99 | Pentium 4 | 2.66 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1851] 2003-07-13 | Compaq | S3300NX | 687.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1852] 2003-07-13 | eMachines | T4510 | 699.99 | Pentium 4 | 2.53 | 512 DDR | 100 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1853] 2003-07-13 | Compaq | 6454NX | 699.99 | Pentium 4 | 2.5 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.hpshopping.com
[r1854] 2003-07-13 | Sony | PCV RS210 | 749.99 | Pentium 4 | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.bestbuy.com
[r1855] 2003-07-13 | Compaq | S4000Z series | 877 | Athlon 2800 + | 2.08 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1856] 2003-07-13 | HP | A230n | 829.99 | Athlon 2800 + | 2.08 | 512 DDR | 120 | DVD+RW |  |  | www.circuitcity.com
[r1857] 2003-07-13 | HP | A220n | 759.97 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 | HP 3420 | BestBuy Stores
[r1858] 2003-07-13 | HP | A250e series | 769.98 | Athlon 2600+ | 2.08 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1859] 2003-07-13 | Sony | PCV-RS220 | 899.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD-RW/CD-RW |  |  | www.bestbuy.com
[r1860] 2003-07-13 | HP | 754n | 809.99 | Pentium 4 | 2.53 | 512 DDR | 80 | DVD+RW/+R; CD-RW |  |  | www.hpshopping.com
[r1861] 2003-07-13 | Compaq | S4300NX | 849.99 | Pentium 4 HT | 2.4 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1862] 2003-07-13 | Sony | PCV RS310 | 799.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-RW/CD-ROM |  |  | www.circuitcity.com
[r1863] 2003-07-13 | Dell | Dimension 2400 | 834 | Pentium 4 | 2.4 | 256 DDR | 60 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r1864] 2003-07-13 | Compaq | S4000Z series | 977 | Athlon 3000+ | 2.16 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1865] 2003-07-13 | HP | A250e series | 939.98 | Athlon 3000+ | 2.16 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1866] 2003-07-13 | HP | A250y series | 1029.98 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" HP MX703 |  | www.hpshopping.com
[r1867] 2003-07-13 | Compaq | S4000T series | 1047 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1868] 2003-07-13 | Compaq | S4210NXB | 919.99 | Pentium 4 | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 15" Compaq LCD | HP 3420 | CircuitCity Stores
[r1869] 2003-07-13 | Compaq | S4000T | 1127 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1870] 2003-07-13 | Sony | PCV RS320 | 1199.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD-RW; CD-ROM | 15" Sony HS53 LCD | HP 3420 | BestBuy Stores
[r1871] 2003-07-13 | HP | 854n Media Center | 1199.99 | Pentium 4 | 2.53 | 512 DDR | 120 | DVD+RW/+R; CD-RW |  |  | www.hpshopping.com
[r1872] 2003-07-13 | Gateway | 500S  | 1119 | Pentium 4 HT | 2.4 | 512 DDR | 80 | DVD-ROM; CD-RW | 17" Gateway Monitor |  | www.gateway.com
[r1873] 2003-07-13 | Compaq | S8000 series | 1227 | Pentium 4 HT | 2.8 | 512 DDR | 160 | DVD-ROM; CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1874] 2003-07-13 | Dell | Dimension 4600 | 1268 | Pentium 4 HT | 2.8 | 512 DDR 333MHz | 120 | DVD-ROM; CD-RW | 17" Dell E773 |  | www.dell.com
[r1875] 2003-07-13 | Gateway | 500X | 1369 | Pentium 4 HT | 2.6 | 512 DDR | 160 | DVD-ROM; CD-RW | Gateway 15" LCD |  | www.gateway.com
[r1876] 2003-07-13 | HP | A250n | 1249.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+R/RW | 15" HP F1503 | HP 3420 | CircuitCity Stores
[r1877] 2003-07-13 | HP | M260N | 1299.99 | Pentium 4 HT | 2.6 | 512 DDR | 120 | DVD+RW; CD-ROM |  |  | www.circuitcity.com
[r1878] 2003-07-13 | Sony | PCV RZ32G | 1299.99 | Pentium 4 HT | 2.6 | 512 DDR | 80 | DVD+/-RW; CD-ROM |  |  | BestBuy Stores
[r1879] 2003-07-13 | HP | A250y series | 1422.98 | Pentium 4 HT | 3 | 512 DDR | 120 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1880] 2003-07-13 | Dell | Dimension 4600 | 1584 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1881] 2003-07-13 | Dell | Dimension 8300 | 1574 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1882] 2003-07-13 | HP | 864n Media Center | 1499.99 | Pentium 4 | 2.66 | 512 DDR | 160 | DVD+RW/+R; CD-RW |  |  | www.hpshopping.com
[r1883] 2003-07-13 | HP | A250y series | 1724.98 | Pentium 4 HT | 3.2 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" HP vf15 |  | www.hpshopping.com
[r1884] 2003-07-13 | Dell | Dimension XPS | 2818 | Pentium 4 HT | 3 | 1024 DCDDR | 240 RAID | DVD-ROM; CD-RW | 17" Dell E171FPb |  | www.dell.com
[r1885] 2003-07-13 | Compaq | S8000 series | 1667 | Pentium 4 HT | 3 | 512 DDR | 160 | CD-ROM; DVD+RW/CD-RW | 15" Compaq FP5017 |  | www.hpshopping.com
[r1886] 2003-07-13 | Dell | Dimension 8300 | 1744 | Pentium 4 HT | 3 | 512 DDR | 120 | DVD-ROM; CD-RW | 15" Dell E151FPb |  | www.dell.com
[r1887] 2003-07-13 | Alienware | Area 51 hybrid | 2025 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; CD-RW |  |  | BestBuy Stores
[r1888] 2003-07-13 | vprMatrix | FT9150-PE | 1699.99 | Pentium 4 HT | 3.06 | 512 DDR | 120 | DVD-ROM; DVD-RW |  |  | www.bestbuy.com
[r1889] 2003-07-13 | Gateway | 700XL | 2974 | Pentium 4 HT | 3.2 | 512 DDR | 250 | DVD-R/-RW/CD-RW | 17" Gateway LCD Flat Panel |  | www.gateway.com
[r1890] 2003-07-13 | Sony | PCV-RZ34G | 1599.99 | Pentium 4 HT | 2.8 | 512 DDR | 120 | DVD+/-RW; CD-RW |  |  | www.circuitcity.com
[r1891] 2003-07-26 | eMachines | T2605 | 599.99 | Athlon 2600+ | 2.133 | 512 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1892] 2003-07-26 | eMachines | T2482 | 499.99 | Athlon 2400+ | 2 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1893] 2003-07-26 | HP | A210e series | 539.98 | Athlon 2400+ | 2 | 256 DDR | 40 | DVD-ROM/CD-RW | 17" HP V70s |  | www.hpshopping.com
[r1894] 2003-07-26 | Compaq | S4000J | 528 | Athlon 2400+ | 2 | 256 DDR | 40 | CD-RW | 17" Compaq CV7500 |  | www.hpshopping.com
[r1895] 2003-07-26 | Compaq | S4000V | 558.99 | Pentium 4 | 2.4 | 256 DDR | 40 | CD-RW |  |  | www.hpshopping.com
[r1896] 2003-07-26 | eMachines | T2341 | 369.99 | Athlon 2300+ | 1.91 | 128 DDR | 40 | CD-RW | 17" Proview flat screen | Lexmark Z705 | CircuitCity Stores
[r1897] 2003-07-26 | Compaq | S4100NX | 519.99 | Celeron  | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" Compaq FS7550 | HP 3420 | CircuitCity Stores
[r1898] 2003-07-26 | HP | A210n | 559.99 | Celeron | 2.5 | 256 DDR | 80 | DVD-ROM; CD-RW |  |  | www.circuitcity.com
[r1899] 2003-07-26 | eMachines | T2484 | 499.99 | Celeron | 2.4 | 256 DDR | 80 | DVD-ROM; CD-RW | 17" eMachines 17F |  | BestBuy Stores
[r1900] 2003-07-26 | HP | A200n | 469.99 | Celeron | 2.4 | 256 DDR | 40 | CD-RW |  |  | www.circuitcity.com
[r1901] 2003-07-26 | Compaq | S4000NX | 499.91 | Celeron | 2.4 | 128 DDR | 40 | CD-RW | 17" Compaq FS7550 | HP 3420 | Compusa Stores
[r1902] 2003-07-26 | eMachines | T2615 | 729 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD-ROM; CD-RW | 17" Envision flat screen |  | Compusa Stores
[r1903] 2003-07-26 | eMachines | T2625 | 749.99 | Athlon 2600+ | 2.13 | 512 DDR | 120 | DVD+/-RW; DVD-ROM |  |  | www.bestbuy.com
