"row_id","article_seq","date","headline","publication","author","content_type","kastner_quotation","immediate_context","is_predictive","prescience_score","prescience_rationale","forecast_horizon_years","theme","decade","accuracy_outcome","verdict_rationale","verdict_sources","pipeline_route_reason"
"822","457","2008-09-01","Don't fall for rebate bait (citing PC World interview)","Brunette on a Budget blog (citing PC World)","Crystal (blog author)","online-article","That's money the store and/or the manufacturer keeps.","Kastner in a PC World interview, noting ~60% of computer buyers never redeem eligible rebates; of the 40% who try, half experience problems or never receive the check.","no","not-applicable","The quote describes the outcome of unredeemed rebates as money kept by stores/manufacturers, which is observational rather than predictive. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","not-predictive","The quote describes the outcome of unredeemed rebates as money kept by stores/manufacturers, which is observational rather than predictive.","","not_in_pdf"
"823","461","2002-03-15","Tech's Best Hope: Pockets of Prosperity","BusinessWeek","Sam Jaffe","magazine-article","It's an industry in nuclear winter.","Kastner describes the telecom-equipment sector (switches, backbone routers) in the depths of the post-2001 tech downturn, set alongside his $19B total industry growth forecast.","no","not-applicable","Quote purely describes the telecom-equipment sector's dire state in early 2002 amid post-2001 downturn bankruptcies and market contraction. [Phase-3 deferred-review resolved 2026-04-24]","","networking-and-comms","2000s","not-predictive","Quote purely describes the telecom-equipment sector's dire state in early 2002 amid post-2001 downturn bankruptcies and market contraction.","[Telecoms crash - Wikipedia](https://en.wikipedia.org/wiki/Telecoms_crash), [YEAR 2002: THE YEAR OF THE TELECOM MELTDOWN](http://www.jthtl.org/content/articles/V2I1/JTHTLv2i1_Oesterle.PDF), [2002 was IT Industry's Worst Year Ever, Report Says - EDN](https://www.edn.com/2002-was-it-industrys-worst-year-ever-report-says/)","pdf_format_mismatch"
"824","461","2002-03-15","Tech's Best Hope: Pockets of Prosperity","BusinessWeek","Sam Jaffe","magazine-article","Dell keeps two hours of inventory. Therefore, if Dell's supplier's supplier has a plant fire, you want to know about that, because this could back up the assembly line tomorrow.","Kastner on why business-analytics software is becoming indispensable as just-in-time manufacturing spreads; illustrates with Dell supply-chain visibility.","yes","high","Dell's low inventory (4-7 days in early 2000s, matching quote's 2 hours claim) and JIT model made it vulnerable to tier-2 supplier disruptions, as factory fires have historically backed up production. [Phase-3 deferred-review resolved 2026-04-24]","","enterprise-servers-and-architecture","2000s","validated","Dell's low inventory (4-7 days in early 2000s, matching quote's 2 hours claim) and JIT model made it vulnerable to tier-2 supplier disruptions, as factory fires have historically backed up production.","[Dell FY2002 Annual Report](https://i.dell.com/sites/csdocuments/Corporate_financials_Documents/en/us/arfy02.pdf), [Supply Chain Nuggets](https://supplychainnuggets.com/timeless-lessons-from-dells-build-to-order-strategy-in-the-2000s/)","pdf_format_mismatch"
"825","462","2005-12-05","The Great Rebate Runaround","BusinessWeek","Brian Grow, Brian Burnsed","magazine-article","Fully 40% of all rebates never get redeemed because consumers fail to apply for them or their applications are rejected.","Attributed to ""Peter S. Kastner, a director of consulting firm Vericours Inc."" — confirms his post-Aberdeen role at Vericours in late 2005. Translates to >$2B in extra revenue for retailers and suppliers annually.","no","not-applicable","Quote observationally states 40% of rebates go unredeemed due to consumer failure or rejection, with no forward-looking forecast. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","not-predictive","Quote observationally states 40% of rebates go unredeemed due to consumer failure or rejection, with no forward-looking forecast.","[BusinessWeek](https://www.bloomberg.com/news/articles/2005-12-04/the-great-rebate-runaround), [Wikipedia — Rebate (marketing)](https://en.wikipedia.org/wiki/Rebate_(marketing)), [New York Times](https://www.nytimes.com/2006/03/04/business/a-growing-anger-over-unpaid-rebates.html)","pdf_format_mismatch"
"826","463","1997-06-01","CA Adds Customs Service Pact to Services Portfolio","Federal Computer Week","John Moore","online-article","Service represents about 25 percent of CA's total revenue.","Kastner (group VP, Aberdeen Group) on CA's growing services business and its specialized investment in federal support; contrasts with Oracle's higher services share.","no","not-applicable","The quote is a descriptive statement about CA's current revenue composition, not a forecast, as confirmed by is_predictive=""no"". [Phase-3 deferred-review resolved 2026-04-24]","","vendor-strategy-and-ma","1990s","not-predictive","The quote is a descriptive statement about CA's current revenue composition, not a forecast, as confirmed by is_predictive=""no"".","","pdf_format_mismatch"
"827","464","1998-04-05","CA Adds Remote-Control Technology Options","Federal Computer Week","","online-article","Remote control is like having a keyboard cable [that is] 3,000 miles long.","Kastner on the productivity gain of central remote-control administration vs. phone-based help-desk fixes for distributed federal agencies.","no","not-applicable","The quote descriptively analogizes the functionality of CA's new Remote Control Option for Unicenter TNG, comparing it to an extended keyboard cable, without forecasting future developments. [Phase-3 deferred-review resolved 2026-04-24]","","enterprise-servers-and-architecture","1990s","not-predictive","The quote descriptively analogizes the functionality of CA's new Remote Control Option for Unicenter TNG, comparing it to an extended keyboard cable, without forecasting future developments.","[Nextgov/FCW article](https://www.nextgov.com/digital-government/1998/04/ca-adds-remote-control-technology-options/227360/)","pdf_format_mismatch"
"828","468","1997-07-14","CA To Show New Framework","InformationWeek","","magazine-article","This will have a dramatic impact on the enterprise administration market.","Kastner (Aberdeen Group analyst) on CA's plan to have OEM partners including HP bundle Unicenter TNG framework with their systems — paired with his ""show-stopper"" assessment.","yes","high","CA's Unicenter TNG became a market leader with 42% share in enterprise management by 1997-1998, driven by OEM bundling deals with HP, Unisys, and others as predicted. [Phase-3 deferred-review resolved 2026-04-24]","","vendor-strategy-and-ma","1990s","validated","CA's Unicenter TNG became a market leader with 42% share in enterprise management by 1997-1998, driven by OEM bundling deals with HP, Unisys, and others as predicted.","[Washington Technology](https://www.washingtontechnology.com/1998/09/doing-the-deal/331623/), [HPCwire](https://www.hpcwire.com/1997/07/18/corporate-liaisons-borland-ibm-in-joint-dvpt-effort-tng-frmwk-bundled-on-unisys-nt-servers-brio-joins-microsoft-dw-alliance/), [CNET](https://www.cnet.com/tech/tech-industry/short-take-hp-computer-associates-integrate-management-tools/)","pdf_format_mismatch"
"829","469","1999-05-17","CA Updates Jasmine With Data Mining","InformationWeek","Amy K. Larsen","magazine-article","Not everyone is using this technology yet, but what CA has is really best-in-class.","Kastner (Aberdeen Group analyst) on CA's Jasmine TND object-relational database adding data-mining and 3-D visualization; expects Jasmine TND to attract early adopters of 3-D graphics for database applications.","yes","not-applicable","Claim that CA's Jasmine is ""best-in-class"" lacks specific benchmarks or competitors for falsifiability; no clear historical consensus emerged on it being top-tier. [Phase-3 deferred-review resolved 2026-04-24]","","databases-and-middleware","1990s","too-vague","Claim that CA's Jasmine is ""best-in-class"" lacks specific benchmarks or competitors for falsifiability; no clear historical consensus emerged on it being top-tier.","[InformationWeek via ProQuest](https://www.proquest.com/trade-journals/ca-updates-jasmine-with-data-mining/docview/229134188/se-2), [ITPro Today Jasmine review](https://www.itprotoday.com/it-infrastructure/jasmine-objects-work)","pdf_format_mismatch"
"830","470","1998-12-02","CA's Neugents to Ease Net Admins' Busywork","Computerworld Australia","","online-article","The artificial intelligence of PENs and CA's future Neugents offerings will greatly reduce these administrative headaches by enabling management by exception, or the need to manually monitor systems only when their performance is out of step with parameters set by historical trending.","Kastner (CRO, Aberdeen Group) on CA's Performance Enhancement Neugents (neural networking agents for Unicenter TNG 2.1/2.2) relieving IS managers of clerical work.","yes","high","Neugents shipped in Dec 1998 as promised, enabling predictive alerts based on historical trends for management by exception, greatly reducing manual monitoring as claimed; modern AIOps confirms the concept's validity. [Phase-3 deferred-review resolved 2026-04-24]","","emerging-tech","1990s","validated","Neugents shipped in Dec 1998 as promised, enabling predictive alerts based on historical trends for management by exception, greatly reducing manual monitoring as claimed; modern AIOps confirms the concept's validity.","[ESJ on CA Neugents](https://esj.com/articles/1999/06/09/cas-neugents-aim-to-make-it-infrastructure-smarter.aspx), [Netvalley on Unicenter TNG Neugents](https://www.netvalley.com/archives/97companynews/ca.html)","pdf_format_mismatch"
"831","475","2002-10-16","Kabellos: Keyboard und Maus von Microsoft","Heise Online","Dusan Zivadinovic","online-article","Als sei der Startschuss gefallen, aber die Läufer stolpern nur über die Startlinie. [English: As if the starting gun had fired, but the runners are stumbling over the starting line.]","Kastner (head of research at Aberdeen Group) on the disappointing state of Bluetooth adoption in late 2002 despite recent growth; expresses hope that Microsoft's new cable-free Bluetooth keyboard/mouse set will act as a catalyst for the technology.","yes","medium","Bluetooth adoption stumbled in late 2002 with slow growth (35M chips shipped), but accelerated post-2004 with Bluetooth 2.0, reaching 1B devices by 2006 despite no clear Microsoft catalyst. [Phase-3 deferred-review resolved 2026-04-24]","","mobile-and-wireless","2000s","partially-validated","Bluetooth adoption stumbled in late 2002 with slow growth (35M chips shipped), but accelerated post-2004 with Bluetooth 2.0, reaching 1B devices by 2006 despite no clear Microsoft catalyst.","[Microsoft Press Release Oct 2002](https://news.microsoft.com/source/2002/10/15/microsoft-makes-history-delivers-unprecedented-wireless-freedom-with-new-desktop-hardware-solution-for-bluetooth/), [BBC In-Stat Report 2003](http://news.bbc.co.uk/2/hi/technology/2660395.stm), [Bluetooth History Timeline](https://www.scribd.com/document/55243734/History-of-Bluetooth-Technology)","not_in_pdf"
"832","472","2009-03-07","Catalina588 comment on 'Has cloud computing lost its VC luster?'","CNET","Peter S. Kastner","authored-column","Cloud computing's lack of definition is its market doom. Not only are VCs getting glazed at the Powerpoints, IT managers are too. Enterprise clouds are a non-starter in a project-by-project funded corporate IT world. Fewer than one company in eight is willing to make big IT infrastructure bets across the enterprise.","Kastner, commenting under the Catalina588 handle, argues enterprise clouds are a non-starter and that consumer/SMB internet startups face scaling/funding challenges during the worst recession in memory. Evokes Mick Jagger 1965 ('get off of my cloud').","yes","low","Enterprise cloud adoption exploded post-2009 recession, with cloud spending growing from $77B in 2010 to $411B by 2020 and 80-90% of enterprises using cloud by mid-2010s, directly contradicting the non-starter prediction. [Phase-3 deferred-review resolved 2026-04-24]","","emerging-tech","2000s","contradicted","Enterprise cloud adoption exploded post-2009 recession, with cloud spending growing from $77B in 2010 to $411B by 2020 and 80-90% of enterprises using cloud by mid-2010s, directly contradicting the non-starter prediction.","[Synergy Research](https://www.srgresearch.com/articles/2020-the-year-that-cloud-service-revenues-finally-dwarfed-enterprise-spending-on-data-centers), [Hyve](https://www.hyve.com/insights/a-decade-in-the-cloud-2010-2020/), [Gartner via ZDNet](https://www.zdnet.com/article/cloud-takes-up-10-percent-of-external-it-spend-says-gartner/)","not_in_pdf"
"833","476","2008-07-01","Catalina588 comment on 'Intel says to prepare for thousands of cores'","CNET","Peter S. Kastner","authored-column","One likely change in a world of 1,000+ cores is a total rethink of OS architecture. Maybe we end up with something like the IBM System i (AS/400) where the OS and a thread/task/program have their own virtual memory mapped core. And individual OS services get their cores as needed. Anyway, I see big OS changes to harness a many-core world; I do not see a rewrite of the world's applications for massive parallelism in my lifetime.","Kastner (as Catalina588) on Intel's thousand-core roadmap; predicts OS-level rethink modeled on AS/400's single-level-store virtual-memory architecture, while remaining skeptical that mass-market applications will be rewritten for extreme parallelism.","yes","medium","OS saw research prototypes like Barrelfish and Corey rethinking architecture for many cores, but mainstream OSes evolved incrementally without total rewrites; apps not rewritten for massive parallelism due to Amdahl's law limits. [Phase-3 deferred-review resolved 2026-04-24]","","os-and-platforms","2000s","mixed","OS saw research prototypes like Barrelfish and Corey rethinking architecture for many cores, but mainstream OSes evolved incrementally without total rewrites; apps not rewritten for massive parallelism due to Amdahl's law limits.","[Barrelfish multikernel](https://pages.cs.wisc.edu/~swift/classes/cs736-sp15/blog/2015/02/the_multikernel_a_new_os_archi.html), [Corey OS](https://www.the-paper-trail.org/post/2009-01-14-osdi-08-corey-an-operating-system-for-many-cores/), [Amdahl's law multicore](https://www.cs.cmu.edu/~18742/papers/Hill2008.pdf)","not_in_pdf"
"834","478","2008-12-30","Catalina588 comment on 'Are Netbooks the Future of PCs?'","Seeking Alpha","Peter S. Kastner","authored-column","Netbooks are indeed disrupting the low-end PC market. No where is AMD mentioned, and they have taken a big hit from netbooks. A netbook is OK around the house for email and surfing. A road warrior would not want a netbook due to limited storage, battery life, screen size, and product life. Netbooks are cheap, and they are built cheap; they won't last four college years in a backpack.","Kastner (signed -PSK; Catalina588 handle) on netbook market dynamics: acknowledges low-end PC disruption and AMD pain while dismissing netbooks as inadequate for professionals or durable student use; predicts a 'scaled up iPhone Touch' would be a great Apple product.","yes","high","Netbooks disrupted low-end PC market with ~15M units sold in 2008 per Displaybank, hurting AMD which reported Q4 revenue drop and inventory write-downs; limitations like poor battery life (2-5hrs), small screens, limited storage, and cheap build matched historical reviews confirming unsuitability for road warriors or 4-year college durability. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","validated","Netbooks disrupted low-end PC market with ~15M units sold in 2008 per Displaybank, hurting AMD which reported Q4 revenue drop and inventory write-downs; limitations like poor battery life (2-5hrs), small screens, limited storage, and cheap build matched historical reviews confirming unsuitability for road warriors or 4-year college durability.","[CNET — Netbook sales 2008](https://www.cnet.com/tech/computing/netbook-sales-exploded-in-2008-dell-not-responsible/), [AMD Q4 2008 earnings](https://ir.amd.com/news-events/press-releases/detail/225/amd-reports-fourth-quarter-and-annual-results), [Notebookcheck — Acer Aspire One review](https://www.notebookcheck.net/Review-Acer-Aspire-One-531-Netbook.16316.0.html)","not_in_pdf"
"835","479","2002-10-18","Cheaper PDAs tempt buyers","Computing (IT Week)","","online-article","A low-priced Dell PDA with adequate features could light a fire under the underdeveloped enterprise PDA market.","Secondary cite of an Aberdeen Group report co-authored by Isaac Ro and Peter Kastner on PDA market dynamics; published as HP Jornada/iPaq shipments fell on economic conditions and relatively high prices (per Gartner Dataquest's Todd Kort).","yes","medium","Dell launched low-priced Axim PDA ($249) weeks after quote, PDA market grew post-2002 per forecasts (18% CAGR 2002-2007), but enterprise adoption lagged due to smartphones by mid-decade. [Phase-3 deferred-review resolved 2026-04-24]","","mobile-and-wireless","2000s","partially-validated","Dell launched low-priced Axim PDA ($249) weeks after quote, PDA market grew post-2002 per forecasts (18% CAGR 2002-2007), but enterprise adoption lagged due to smartphones by mid-decade.","[Dell Axim Wikipedia](https://en.wikipedia.org/wiki/Dell_Axim), [Silicon Republic BlackBerry PDA](https://www.siliconrepublic.com/enterprise/did-the-blackberry-kill-the-pda), [Taipei Times PDA sales](https://www.taipeitimes.com/News/biz/archives/2003/02/17/0000194926)","pdf_format_mismatch"
"836","474","2002-12-06","Chip Makers No Longer 'Drowning'","InformationWeek","Larry Greenemeier","online-article","We don't see any killer apps, but the Y2K generation of PCs is getting a little long in the tooth.","Kastner (CRO, Aberdeen Group) follow-on to 'they're not drowning anymore': pins near-term PC/server demand on replacement cycles rather than a killer app, as Intel's Q4 2002 revenue guidance firmed at $6.8-7B and AMD's at $700M.","yes","high","PC shipments grew ~9% in 2003 per Gartner/IDC amid Y2K-era refresh cycles, driving Intel Q4'02 revenue to $8.7B (above guidance) and PC demand without killer apps. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","validated","PC shipments grew ~9% in 2003 per Gartner/IDC amid Y2K-era refresh cycles, driving Intel Q4'02 revenue to $8.7B (above guidance) and PC demand without killer apps.","[Intel Q4 2003 Earnings](https://www.intc.com/news-events/press-releases/detail/1370/intel-fourth-quarter-revenue-of-8-74-billion-at-record), [Gartner PC shipments 2003](https://www.cnet.com/tech/computing/2003-a-banner-year-for-pc-market/), [AMD Q4 2002](https://ir.amd.com/financial-information/sec-filings/content/0001012870-03-001936/dex991.htm)","pdf_format_mismatch"
"837","480","1996-10-28","Cluster's Next Stand: Reliable NT","InformationWeek","","magazine-article","Tandem, HP, DEC, and IBM say they'll increase revenue next year through clusters. They can't all succeed. They're all raising hurdles at the same time, and the differences will be too hard for IT executives to discern.","Kastner (Aberdeen Group analyst) on the looming customer-confusion problem in the enterprise NT-cluster market as Tandem launches ServerNet alongside Wolfpack standardization promises from Microsoft.","yes","high","Microsoft Wolfpack (MSCS) succeeded as standard, while vendors like Tandem (acquired by Compaq 1997), DEC (by Compaq 1998) pursued distinct approaches like ServerNet, creating customer confusion with multiple incompatible options. [Phase-3 deferred-review resolved 2026-04-24]","","enterprise-servers-and-architecture","1990s","validated","Microsoft Wolfpack (MSCS) succeeded as standard, while vendors like Tandem (acquired by Compaq 1997), DEC (by Compaq 1998) pursued distinct approaches like ServerNet, creating customer confusion with multiple incompatible options.","[CNET Wolfpack](https://www.cnet.com/tech/mobile/wolfpack-specs-unleashed/), [NYT DEC](https://www.nytimes.com/1997/07/25/business/digital-equipment-s-operating-earnings-rise-in-quarter.html), [Connection Tandem](https://connect2nonstop.com/nonstop-trends-wins-nonstop-50-part-i/)","not_in_pdf"
"838","480","1996-10-28","Cluster's Next Stand: Reliable NT","InformationWeek","","magazine-article","ServerNet is a good infrastructure for building fast and extensible clusters.","Kastner follow-on to the 'peripheral-to-peripheral' quote (row 447): endorses Tandem ServerNet as cluster interconnect foundation for PC vendors (Compaq, Dell, HP).","yes","medium","Compaq adopted ServerNet as early outside adopter for x86 clusters post-1997 acquisition of Tandem, enabling fast NT clusters, but Dell and HP did not widely build extensible PC clusters around it; Ethernet/Gigabit became standard. [Phase-3 deferred-review resolved 2026-04-24]","","enterprise-servers-and-architecture","1990s","partially-validated","Compaq adopted ServerNet as early outside adopter for x86 clusters post-1997 acquisition of Tandem, enabling fast NT clusters, but Dell and HP did not widely build extensible PC clusters around it; Ethernet/Gigabit became standard.","[Tandem Computers Wikipedia](https://en.wikipedia.org/wiki/Tandem_Computers), [CNET Tandem serves e-commerce](https://www.cnet.com/tech/tech-industry/tandem-serves-e-commerce/)","not_in_pdf"
"839","489","2003-11-17","Apple faces the music","CNN/Money","Paul R. La Monica","online-article","I don't see any loss of momentum for Apple. Our research shows that people are coming into stores and asking for the iPod by name, not just any music player.","Kastner (CRO, Aberdeen Group) on iPod brand strength heading into 2003 holiday season amid competition from Rio, Creative Nomad, Samsung/Napster, and Dell DJ.","yes","high","iPod sales surged from 336k units in 2003 Q4 holiday to 733k in 2004 Q1, reaching 64% US market share by Aug 2003 and 82% by Aug 2004 amid competition. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","validated","iPod sales surged from 336k units in 2003 Q4 holiday to 733k in 2004 Q1, reaching 64% US market share by Aug 2003 and 82% by Aug 2004 amid competition.","[Apple Q1 2004 Results](https://www.apple.com/newsroom/2004/01/14Apple-Reports-First-Quarter-Results/), [The Register iPod market share](https://www.theregister.com/2004/10/12/ipod_us_share/), [Apple 2M iPods sold](https://www.apple.com/newsroom/2004/01/06Over-Two-Million-iPods-Sold/)","pdf_format_mismatch"
"840","489","2003-11-17","Apple faces the music","CNN/Money","Paul R. La Monica","online-article","A video version of the iPod is likely, especially since Microsoft has announced plans to start selling audio and video playing software for mobile devices, called Portable Media Center, next year.","Kastner (CRO, Aberdeen) predicts video iPod as Microsoft Portable Media Center creates market pressure. Video iPod in fact launched October 2005 — roughly 2 years out.","yes","high","Video iPod launched October 2005, nearly 2 years after Kastner's 2003 prediction, confirming the forecast amid Microsoft Portable Media Center pressure. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","validated","Video iPod launched October 2005, nearly 2 years after Kastner's 2003 prediction, confirming the forecast amid Microsoft Portable Media Center pressure.","[Apple Newsroom](https://www.apple.com/newsroom/2005/10/12Apple-Unveils-the-New-iPod/), [Wikipedia iPod Classic](https://en.wikipedia.org/wiki/IPod_Classic), [Microsoft Portable Media Center](https://news.microsoft.com/source/2003/10/27/microsoft-announces-official-name-and-new-odm-partners-for-portable-media-center-devices-previously-known-as-media2go/)","pdf_format_mismatch"
"841","489","2003-11-17","Apple faces the music","CNN/Money","Paul R. La Monica","online-article","Something that could really be a big success for Apple would be transforming the iPod into a smartphone, a combination cell phone and personal digital assistant. That's something that people are rumoring. An Apple smartphone would fit in a new product category, where industry standards have not been set.","Kastner (CRO, Aberdeen Group) — THREE YEARS AND FIVE MONTHS before the iPhone launch (Jan 2007 announce, Jun 2007 ship) predicts Apple transforming iPod into a smartphone in an undefined new product category. Notably prescient forecast.","yes","high","Apple announced the iPhone on January 9, 2007—a touchscreen smartphone combining phone, PDA, and iPod music player—3 years and 2 months after the 2003 quote, creating a new category without prior standards. [Phase-3 deferred-review resolved 2026-04-24]","","mobile-and-wireless","2000s","validated","Apple announced the iPhone on January 9, 2007—a touchscreen smartphone combining phone, PDA, and iPod music player—3 years and 2 months after the 2003 quote, creating a new category without prior standards.","[Apple Newsroom](https://www.apple.com/newsroom/2007/01/09Apple-Reinvents-the-Phone-with-iPhone/), [Wikipedia iPhone](https://en.wikipedia.org/wiki/IPhone), [Setapp iPhone releases](https://setapp.com/how-to/every-iphone-release-in-chronological-order)","pdf_format_mismatch"
"842","482","2003-05-21","Tech Investor: Deflation, the dropping dollar, and tech","CNN/Money","Eric Hellweg","authored-column","Hardware manufacturers have to produce and sell a lot more units at a lower price to keep up on the revenue treadmill. Units are up almost 30 percent at Dell, but revenues were only up 18 percent.","Kastner (CRO, Aberdeen) on deflationary pressure in PC hardware — illustrated by Dell unit growth outpacing revenue by ~12 percentage points in 2003.","no","not-applicable","Quote observes past unit growth (~29%) outpacing revenue growth (18%) at Dell, exemplifying deflationary pressure in PC hardware; descriptive, not forecasting. [Phase-3 deferred-review resolved 2026-04-24]","","pcs-and-clients","2000s","not-predictive","Quote observes past unit growth (~29%) outpacing revenue growth (18%) at Dell, exemplifying deflationary pressure in PC hardware; descriptive, not forecasting.","[Dell Q1 FY2004 earnings](https://www.irishexaminer.com/business/arid-30099224.html), [CNN Dell profits](http://www.cnn.com/2003/BUSINESS/05/16/us.dell/)","not_in_pdf"
"843","484","2003-04-10","Tech Investor: Is SARS sickening tech?","CNN/Money","Eric Hellweg","authored-column","This isn't the first time China has stiff-armed the world on a major global health issue. Tech companies, which heretofore had rushed to outsource to China because of the quality and low cost, are now rethinking whether they can put all their high-tech eggs in the China basket.","Kastner (CRO, Aberdeen; co-author of Aberdeen SARS supply-chain report) on China's information opacity and the resulting reliability risk to outsourced electronics manufacturing.","yes","low","Tech companies continued outsourcing to China post-SARS, with China's global electronics export share surging from ~9% in 2000 to 33% by 2023 and dominating U.S. imports (e.g., 85% laptops by 2009). [Phase-3 deferred-review resolved 2026-04-24]","","vendor-strategy-and-ma","2000s","contradicted","Tech companies continued outsourcing to China post-SARS, with China's global electronics export share surging from ~9% in 2000 to 33% by 2023 and dominating U.S. imports (e.g., 85% laptops by 2009).","[Federal Reserve paper](https://www.federalreserve.gov/pubs/ifdp/2011/1033/ifdp1033.htm), [Global Times](https://www.globaltimes.cn/page/202509/1344365.shtml), [CIRANO report](https://cirano.qc.ca/files/publications/2008s-05.pdf)","not_in_pdf"
"844","485","2003-11-18","Comdex 2003: Sun Microsystems sets new, aggressive strategy","The Seattle Times","Kim Peterson","newspaper-article","Sun can use AMD's Opteron to compete directly against IBM in the head-to-head Opteron battle for price-conscious buyers of high-performance computers.","Kastner (Aberdeen Group analyst) on Sun's strategic Opteron adoption announced by McNealy at Comdex 2003: a direct competitive lever against IBM, which had earlier committed to Opteron.","no","not-applicable","Quote is descriptive of Sun's strategy to use Opteron against IBM for price-conscious high-performance computing buyers, not a forecast. [Phase-3 deferred-review resolved 2026-04-24]","","enterprise-servers-and-architecture","2000s","not-predictive","Quote is descriptive of Sun's strategy to use Opteron against IBM for price-conscious high-performance computing buyers, not a forecast.","","pdf_format_mismatch"
"845","486","2006-09-08","Companies Reap Benefits from BPM Investments","Business Technology Asia","","online-article","Based on the excitement elicited in follow-up interviews as part of the survey, we believe BPM, and especially business process monitoring, is well on the rise. Customer-facing applications such as call center management are the first BPM applications, chosen by 70% of survey respondents.","Kastner (Aberdeen VP and Research Director, Enterprise Integration; author of The BPM Benchmark Report) on early adoption patterns — customer-facing/call-center first, with average 20% ROI for Best-in-Class firms.","yes","high","BPM market grew steadily from $11.4B in 2006 to $16.1B in 2010 with process automation middleware (including BPM) expanding, confirming its rise; customer-facing apps like call centers commonly use BPM today. [Phase-3 deferred-review resolved 2026-04-24]","","emerging-tech","2000s","validated","BPM market grew steadily from $11.4B in 2006 to $16.1B in 2010 with process automation middleware (including BPM) expanding, confirming its rise; customer-facing apps like call centers commonly use BPM today.","[IDC BPM Middleware Report 2010](https://public.dhe.ibm.com/software/ch/pdf/idc_worldwide_business_process_management_and__middleware_2010_vendor_shares.pdf), [Column 2 BPMS 2006](https://column2.com/2008/05/sapphire-sap-and-bpm-panel/)","pdf_format_mismatch"
"846","487","1998-01-21","Compaq Leads $25 Million Funding of CrossWorlds Software","PR Newswire","","press-release","CrossWorlds is well on its way to creating a new industry around Processware as an integration solution strategy for major global corporate IT.","Kastner (VP, Aberdeen Group) on CrossWorlds Software's $25M round led by Compaq, with JD Edwards and Manugistics also participating; positions Processware as an integration category.","yes","medium","CrossWorlds succeeded in EAI with $129M IBM acquisition in 2001, but Processware did not spawn a distinct new industry, becoming part of broader EAI/iPaaS market. [Phase-3 deferred-review resolved 2026-04-24]","","databases-and-middleware","1990s","partially-validated","CrossWorlds succeeded in EAI with $129M IBM acquisition in 2001, but Processware did not spawn a distinct new industry, becoming part of broader EAI/iPaaS market.","[Computerworld](https://www.computerworld.com/article/1346743/ibm-buys-crossworlds-software-for-129-million.html), [Wikipedia IBM acquisitions](https://en.wikipedia.org/wiki/List_of_mergers_and_acquisitions_by_IBM)","pdf_format_mismatch"
"847","488","2007-01-17","Composite Applications Used to Solve Integration Problems","Application Development Trends","James E. Powell","online-article","Our research found that companies are targeting Web-based applications first — specifically portals and browser-based applications — when they're looking to build composite applications.","Kastner (VP, Aberdeen Enterprise Technology; primary author of The Composite Applications Benchmark Report) on the emergent composite-apps market: companies use composite apps as a bridge while they experiment with SOA, targeting browser/portal front-ends first.","no","not-applicable","The quote describes findings from Aberdeen's research on companies' current targeting practices for composite applications, without forecasting future trends. [Phase-3 deferred-review resolved 2026-04-24]","","emerging-tech","2000s","not-predictive","The quote describes findings from Aberdeen's research on companies' current targeting practices for composite applications, without forecasting future trends.","[Enterprise Systems Journal](https://esj.com/articles/2007/01/16/survey-composite-applications-used-to-solve-integration-problems.aspx)","pdf_format_mismatch"
"848","495","1998-07-01","Computer Associates International, Inc. Annual Report 1998","Computer Associates International, Inc.","Charles B. Wang (CEO); Sanjay Kumar (President)","press-release","The long-term direction of TND is to dramatically reduce labor hours by having TND anticipate and solve any problems.","Kastner (Aberdeen Group) quoted as pull-quote in CA's 1998 Annual Report endorsing Unicenter TNG/TND strategy. Frames CA's enterprise management roadmap as anticipatory/autonomic labor reduction — a forerunner of Kastner's later 2003 IBM Project eLiza autonomic computing prescience (row 383).","yes","high","Unicenter TND's neural network agents to anticipate and solve problems presaged autonomic computing and AIOps, which achieved widespread adoption and significantly reduced IT operations labor through automation. [Phase-3 deferred-review resolved 2026-04-24]","","emerging-tech","1990s","validated","Unicenter TND's neural network agents to anticipate and solve problems presaged autonomic computing and AIOps, which achieved widespread adoption and significantly reduced IT operations labor through automation.","[ITWeb - Unicenter TND](https://www.itweb.co.za/article/computer-associates-unleashes-unicenter-tnd/VgZeyqJAwLVMdjX9), [CRN - IBM Autonomic Computing](https://www.crn.com/news/channel-programs/18838046/ibm-manifesto-bring-on-autonomic-computing), [GMI - AIOps Market](https://www.gminsights.com/industry-analysis/aiops-market)","not_in_pdf"
"849","495","1998-07-01","Computer Associates International, Inc. Annual Report 1998","Computer Associates International, Inc.","Charles B. Wang (CEO); Sanjay Kumar (President)","press-release","For its target audience, Workgroup Edition provides a big value and a small price tag.","Kastner (Aberdeen Group) pull-quote in CA 1998 Annual Report endorsing Unicenter TNG Workgroup Edition's value proposition for SMB/departmental buyers — CA's channel-down strategy to extend enterprise management tooling into mid-market.","no","not-applicable","","","it-spend-and-market-outlook","1990s","","","","not_in_pdf"
