"row_id","article_seq","date","headline","publication","author","content_type","kastner_quotation","immediate_context","is_predictive","prescience_score","prescience_rationale","forecast_horizon_years"
"800","434","2007-04-11","Aberdeen Report Urges SOA Mgmt, Governance Focus","ebizQ","ebizQ staff","online-article","Users are telling us they really did not pay attention to SOA design-time governance at the planning stage, but as soon as they tried to ramp up production, the need was bulls-eye obvious. Continuous testing and a ruthless focus on quality are attributes of the best performing SOA implementations.","Coverage of Aberdeen's SOA management and governance research report. Quote attributed to Peter S. Kastner, VP Enterprise Integration at Aberdeen Group and author of the research report.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"801","435","2006-07-20","Aberdeen Research Points to SOA's Suite Spot","Enterprise Systems Journal (ESJ)","Jason Turcotte","online-article","SOA is broadly seen as a real technology step forward, with the largest companies, who have the biggest integration problems, leading the way.","Second sentence of Kastner's attributed statement in ESJ coverage of Aberdeen's 'Enterprise Service Bus and SOA Middleware' survey report (120 IT/business professionals). Kastner is VP and research director for Enterprise Integration at Aberdeen.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"802","437","2003-04-26","AMD's Opteron could face quiet times","MarketWatch (CBS.MarketWatch.com)","Chris Kraeuter","online-article","lukewarm","At AMD's Opteron launch, Kastner characterized IBM's support for the chip as 'lukewarm' (single-word direct quote within paraphrase). Context: among HP, Dell, Sun, and IBM, only IBM stepped forward to support the new 64-bit Opteron at launch -- and even IBM's support was muted.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"803","437","2003-04-26","AMD's Opteron could face quiet times","MarketWatch (CBS.MarketWatch.com)","Chris Kraeuter","online-article","Maybe a year from now, corporate buyers will begin to sniff at this, but in the meantime, it's very early.","Kastner in interview with CBS.MarketWatch, commenting on the timeline for corporate adoption of AMD's Opteron 64-bit chip given the required software and Internet infrastructure maturity.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).","1"
"804","438","2004-04-26","AMD's Opteron","TechNewsWorld","TechNewsWorld staff","online-article","Customers are saying that Opteron is a damn good chip at a great price, which has allowed HP and IBM to deliver value servers. Coming out of a recession, IT organizations are more value-conscious, and AMD has hit a sweet spot.","Kastner's assessment one year after the Opteron launch. AMD touted the chip's 64-bit computing and expansion to four-way servers; Kastner contrasts Opteron's actual adoption driver (price/performance, value-conscious buyers post-recession) with AMD's marketing focus on 64-bit. Mirrored via softlookup.com from TechNewsWorld.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"805","443","1996-12-11","Analysis — Switching channels","Computing (UK)","Computing staff","magazine-article","The industry has unbundled service. For example, if the price of Mips has fallen from $100,000 a Mips to $15,000, IBM will cope by reducing the level of service, and it's the same for everyone else. A lot of people are not going to like dealing with VARs, but they'll have no choice.","Kastner, then SVP at Aberdeen Group, commenting on the 1996 shift by IBM, HP, Digital, Oracle and SAP to push mid-market customers into indirect/reseller channels as MIPS prices collapsed.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"806","439","2003-10-13","Apple aims to keep online-music groove with next move","MarketWatch","Rex Crum","online-article","The timing is right, with Christmas around the corner.","Kastner, PC analyst at Aberdeen Group, on expected timing of the Windows version of iTunes ahead of the 2003 holiday shopping season.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"807","440","2005-01-04","Apple Bites Into Storage","Byte and Switch","Dave Raffo","online-article","A lot of CIOs will be from Missouri on this one.","Kastner (Vericours) on the skepticism Apple will face convincing CIOs to adopt Xsan/XServe RAID for enterprise storage; 'Missouri' refers to the 'Show-Me' state idiom for skeptics who need proof.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"808","441","2003-11-17","Apple faces the music","CNN/Money","Chris Morris","online-article","Our research shows that people are coming into stores and asking for the iPod by name, not just any music player.","Kastner, Aberdeen Group CRO, citing Aberdeen research on iPod brand awareness versus competing MP3 players entering the market in late 2003.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"809","444","2005-05-20","Apple Patches Widget Malware Hole in Tiger","eWEEK","eWEEK staff","online-article","So far Apple has been able to keep up with — if not a step ahead of — the bad guys.","Kastner, as Director at Vericours Inc., commenting on Apple's security posture after the Tiger widget-malware disclosure and the view that Apple's growing market share would attract more attackers.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"810","442","2003-04-26","Apple to answer rumors with facts","MarketWatch","Rex Crum","online-article","Chip technology is small enough that Apple might be close to developing a new IPod that is as thick as just two or three credit cards and capable of carrying more information than any of its current devices.","Kastner, PC analyst at Aberdeen Group, paraphrased by the reporter, forecasting a radically thinner, higher-capacity iPod form factor just before Apple's April 2003 announcement.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"811","446","2003-08-18","Apple's Power Mac G5 Hits the Street","E-Commerce Times","Keith Regan","online-article","The G5 will benefit from the faster processors, new cache and massive memory support; graphics designers and image manipulators will see vast improvements in their ability to apply filters, for example, because the code has been optimized for 64-bit computation.","Kastner explaining to TechNewsWorld why creative professionals would see immediate gains from the G5 architecture.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"812","447","2004-01-12","Apple's Supercomputing Scientists","Forbes","Michael Hickins","online-article","I think 2004 is the year when Apple will make up its mind whether to seriously go back into the enterprise space.","Kastner in Forbes, commenting on Apple's Virginia Tech supercomputing cluster win and Xserve momentum as a strategic inflection point.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"813","449","1995-10-09","AT&T WorldMark spin-off","InformationWeek","InformationWeek staff","magazine-article","It's an attractive offering for any customer who wants to build a data warehouse, but is afraid to go to the board of directors to ask for a $3 million system.","Kastner on the appeal of AT&T GIS WorldMark servers for mid-range data warehousing customers who could not justify top-tier SMP/MPP prices.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"814","451","2004-01-01","Awards and Customer Reviews — WebEx Analyst Testimonials","Communique Conferencing (WebEx analyst quote)","Communique Conferencing staff","press-release","WebEx has pulled away to become the leader in multimedia business communications. And the switched network infrastructure approach — uniquely in MediaTone — is architecturally the only way to provide the greatest security, assure service quality, and deliver 'dial tone' reliability.","Kastner as Aberdeen chief research officer endorsing WebEx's MediaTone switched-network architecture over competitors' approaches.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"815","451","2004-01-01","Awards and Customer Reviews — WebEx Analyst Testimonials","Communique Conferencing (WebEx analyst quote)","Communique Conferencing staff","press-release","Aberdeen believes that these new WebEx MediaTone capabilities cannot be delivered using older database centric store-and-forward technology relied on by competitive vendors.","Kastner's Aberdeen assessment positioning WebEx's real-time switched architecture against legacy store-and-forward web conferencing platforms.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"816","451","2004-01-01","Awards and Customer Reviews — WebEx Analyst Testimonials","Communique Conferencing (WebEx analyst quote)","Communique Conferencing staff","press-release","All Web conferencing suppliers deliver their services over the Internet — i.e., the 'Web' in Web conferencing. And, because the Internet as a communications transport mechanism is a common denominator, the simple deduction is that all Web conferencing companies deliver the same quality level of service. The deduction is wrong in the case of WebEx, because the company has deliberately built a utility-grade private wide area network (WAN) tied to the Internet. The competition has not.","Kastner's Aberdeen white paper excerpt explaining why WebEx's private WAN architecture differentiates it from competitors relying purely on the public Internet.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"817","450","2003-11-14","Australia Ponders the Future of WiFi and 3G","Electronic News","Ry Crozier","online-article","The confluence of dense living and the ubiquity of WiFi LAN technology has reached saturation in some places. When multiple access points are competing for your laptop's attention, the radio interference causes the laptop to drop its Internet connection and ask you, the humble user, to reconnect. When this happens every few seconds — a scenario we are experiencing now with brand-name equipment — the end of the WiFi world as we know it is imminent.","Kastner describing the interference mechanism behind his 2004 'urban WiFi crash' prediction for Australia's Electronic News.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"818","454","2004-06-21","Intel Ships Grantsdale and Alderwood Chipsets","TechNewsWorld","TechNewsWorld staff","online-article","The new 915 G/P and 925 X chipsets represent the biggest leap in input-output capability in a decade.","Kastner to TechNewsWorld assessing Intel's Grantsdale (915) and Alderwood (925X) chipsets against prior PC platform generations.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"819","454","2004-06-21","Intel Ships Grantsdale and Alderwood Chipsets","TechNewsWorld","TechNewsWorld staff","online-article","The real strength of the new chipsets will be support for media-center-type computers that produce music, video and more in a way that earlier computers could not.","Kastner citing improvements in integrated graphics, memory, audio, and new PCI Express support that enable the media-center PC category.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"820","455","1996-10-22","Blyth Software Announces Strategic Partnership with Informix Software","PR Newswire (Blyth Software press release)","Blyth Software","press-release","The partnership between Informix and Blyth is a win-win, combining great database technology with superb development tools. Blyth's web tools integrated into the INFORMIX-ONLINE Dynamic Server should provide state of the art intranet and Internet products.","Kastner (Aberdeen VP) endorsing the 1996 Blyth-Informix partnership combining Blyth's Omnis Studio client-side tools with Informix's dynamic-content database server.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"821","457","2008-09-01","Don't fall for rebate bait (citing SmartMoney Magazine interview)","Brunette on a Budget blog (citing SmartMoney Magazine)","Crystal (blog author)","online-article","The manufacturers know that and they build their pricing models around the fact that they can offer rebates, but only a fraction of consumers will respond.","Kastner in a SmartMoney Magazine interview (as research director, Aberdeen Group) explaining that ~40% of mail-in rebates go unredeemed or are filed incorrectly, and that manufacturers price-in that breakage.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"822","457","2008-09-01","Don't fall for rebate bait (citing PC World interview)","Brunette on a Budget blog (citing PC World)","Crystal (blog author)","online-article","That's money the store and/or the manufacturer keeps.","Kastner in a PC World interview, noting ~60% of computer buyers never redeem eligible rebates; of the 40% who try, half experience problems or never receive the check.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"823","461","2002-03-15","Tech's Best Hope: Pockets of Prosperity","BusinessWeek","Sam Jaffe","magazine-article","It's an industry in nuclear winter.","Kastner describes the telecom-equipment sector (switches, backbone routers) in the depths of the post-2001 tech downturn, set alongside his $19B total industry growth forecast.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"824","461","2002-03-15","Tech's Best Hope: Pockets of Prosperity","BusinessWeek","Sam Jaffe","magazine-article","Dell keeps two hours of inventory. Therefore, if Dell's supplier's supplier has a plant fire, you want to know about that, because this could back up the assembly line tomorrow.","Kastner on why business-analytics software is becoming indispensable as just-in-time manufacturing spreads; illustrates with Dell supply-chain visibility.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"825","462","2005-12-05","The Great Rebate Runaround","BusinessWeek","Brian Grow, Brian Burnsed","magazine-article","Fully 40% of all rebates never get redeemed because consumers fail to apply for them or their applications are rejected.","Attributed to ""Peter S. Kastner, a director of consulting firm Vericours Inc."" — confirms his post-Aberdeen role at Vericours in late 2005. Translates to >$2B in extra revenue for retailers and suppliers annually.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"826","463","1997-06-01","CA Adds Customs Service Pact to Services Portfolio","Federal Computer Week","John Moore","online-article","Service represents about 25 percent of CA's total revenue.","Kastner (group VP, Aberdeen Group) on CA's growing services business and its specialized investment in federal support; contrasts with Oracle's higher services share.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"827","464","1998-04-05","CA Adds Remote-Control Technology Options","Federal Computer Week","","online-article","Remote control is like having a keyboard cable [that is] 3,000 miles long.","Kastner on the productivity gain of central remote-control administration vs. phone-based help-desk fixes for distributed federal agencies.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"828","468","1997-07-14","CA To Show New Framework","InformationWeek","","magazine-article","This will have a dramatic impact on the enterprise administration market.","Kastner (Aberdeen Group analyst) on CA's plan to have OEM partners including HP bundle Unicenter TNG framework with their systems — paired with his ""show-stopper"" assessment.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"829","469","1999-05-17","CA Updates Jasmine With Data Mining","InformationWeek","Amy K. Larsen","magazine-article","Not everyone is using this technology yet, but what CA has is really best-in-class.","Kastner (Aberdeen Group analyst) on CA's Jasmine TND object-relational database adding data-mining and 3-D visualization; expects Jasmine TND to attract early adopters of 3-D graphics for database applications.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"830","470","1998-12-02","CA's Neugents to Ease Net Admins' Busywork","Computerworld Australia","","online-article","The artificial intelligence of PENs and CA's future Neugents offerings will greatly reduce these administrative headaches by enabling management by exception, or the need to manually monitor systems only when their performance is out of step with parameters set by historical trending.","Kastner (CRO, Aberdeen Group) on CA's Performance Enhancement Neugents (neural networking agents for Unicenter TNG 2.1/2.2) relieving IS managers of clerical work.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"831","475","2002-10-16","Kabellos: Keyboard und Maus von Microsoft","Heise Online","Dusan Zivadinovic","online-article","Als sei der Startschuss gefallen, aber die Läufer stolpern nur über die Startlinie. [English: As if the starting gun had fired, but the runners are stumbling over the starting line.]","Kastner (head of research at Aberdeen Group) on the disappointing state of Bluetooth adoption in late 2002 despite recent growth; expresses hope that Microsoft's new cable-free Bluetooth keyboard/mouse set will act as a catalyst for the technology.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"832","472","2009-03-07","Catalina588 comment on 'Has cloud computing lost its VC luster?'","CNET","Peter S. Kastner","authored-column","Cloud computing's lack of definition is its market doom. Not only are VCs getting glazed at the Powerpoints, IT managers are too. Enterprise clouds are a non-starter in a project-by-project funded corporate IT world. Fewer than one company in eight is willing to make big IT infrastructure bets across the enterprise.","Kastner, commenting under the Catalina588 handle, argues enterprise clouds are a non-starter and that consumer/SMB internet startups face scaling/funding challenges during the worst recession in memory. Evokes Mick Jagger 1965 ('get off of my cloud').","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"833","476","2008-07-01","Catalina588 comment on 'Intel says to prepare for thousands of cores'","CNET","Peter S. Kastner","authored-column","One likely change in a world of 1,000+ cores is a total rethink of OS architecture. Maybe we end up with something like the IBM System i (AS/400) where the OS and a thread/task/program have their own virtual memory mapped core. And individual OS services get their cores as needed. Anyway, I see big OS changes to harness a many-core world; I do not see a rewrite of the world's applications for massive parallelism in my lifetime.","Kastner (as Catalina588) on Intel's thousand-core roadmap; predicts OS-level rethink modeled on AS/400's single-level-store virtual-memory architecture, while remaining skeptical that mass-market applications will be rewritten for extreme parallelism.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"834","478","2008-12-30","Catalina588 comment on 'Are Netbooks the Future of PCs?'","Seeking Alpha","Peter S. Kastner","authored-column","Netbooks are indeed disrupting the low-end PC market. No where is AMD mentioned, and they have taken a big hit from netbooks. A netbook is OK around the house for email and surfing. A road warrior would not want a netbook due to limited storage, battery life, screen size, and product life. Netbooks are cheap, and they are built cheap; they won't last four college years in a backpack.","Kastner (signed -PSK; Catalina588 handle) on netbook market dynamics: acknowledges low-end PC disruption and AMD pain while dismissing netbooks as inadequate for professionals or durable student use; predicts a 'scaled up iPhone Touch' would be a great Apple product.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"835","479","2002-10-18","Cheaper PDAs tempt buyers","Computing (IT Week)","","online-article","A low-priced Dell PDA with adequate features could light a fire under the underdeveloped enterprise PDA market.","Secondary cite of an Aberdeen Group report co-authored by Isaac Ro and Peter Kastner on PDA market dynamics; published as HP Jornada/iPaq shipments fell on economic conditions and relatively high prices (per Gartner Dataquest's Todd Kort).","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"836","474","2002-12-06","Chip Makers No Longer 'Drowning'","InformationWeek","Larry Greenemeier","online-article","We don't see any killer apps, but the Y2K generation of PCs is getting a little long in the tooth.","Kastner (CRO, Aberdeen Group) follow-on to 'they're not drowning anymore': pins near-term PC/server demand on replacement cycles rather than a killer app, as Intel's Q4 2002 revenue guidance firmed at $6.8-7B and AMD's at $700M.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"837","480","1996-10-28","Cluster's Next Stand: Reliable NT","InformationWeek","","magazine-article","Tandem, HP, DEC, and IBM say they'll increase revenue next year through clusters. They can't all succeed. They're all raising hurdles at the same time, and the differences will be too hard for IT executives to discern.","Kastner (Aberdeen Group analyst) on the looming customer-confusion problem in the enterprise NT-cluster market as Tandem launches ServerNet alongside Wolfpack standardization promises from Microsoft.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"838","480","1996-10-28","Cluster's Next Stand: Reliable NT","InformationWeek","","magazine-article","ServerNet is a good infrastructure for building fast and extensible clusters.","Kastner follow-on to the 'peripheral-to-peripheral' quote (row 447): endorses Tandem ServerNet as cluster interconnect foundation for PC vendors (Compaq, Dell, HP).","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"839","489","2003-11-17","Apple faces the music","CNN/Money","Paul R. La Monica","online-article","I don't see any loss of momentum for Apple. Our research shows that people are coming into stores and asking for the iPod by name, not just any music player.","Kastner (CRO, Aberdeen Group) on iPod brand strength heading into 2003 holiday season amid competition from Rio, Creative Nomad, Samsung/Napster, and Dell DJ.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"840","489","2003-11-17","Apple faces the music","CNN/Money","Paul R. La Monica","online-article","A video version of the iPod is likely, especially since Microsoft has announced plans to start selling audio and video playing software for mobile devices, called Portable Media Center, next year.","Kastner (CRO, Aberdeen) predicts video iPod as Microsoft Portable Media Center creates market pressure. Video iPod in fact launched October 2005 — roughly 2 years out.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"841","489","2003-11-17","Apple faces the music","CNN/Money","Paul R. La Monica","online-article","Something that could really be a big success for Apple would be transforming the iPod into a smartphone, a combination cell phone and personal digital assistant. That's something that people are rumoring. An Apple smartphone would fit in a new product category, where industry standards have not been set.","Kastner (CRO, Aberdeen Group) — THREE YEARS AND FIVE MONTHS before the iPhone launch (Jan 2007 announce, Jun 2007 ship) predicts Apple transforming iPod into a smartphone in an undefined new product category. Notably prescient forecast.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"842","482","2003-05-21","Tech Investor: Deflation, the dropping dollar, and tech","CNN/Money","Eric Hellweg","authored-column","Hardware manufacturers have to produce and sell a lot more units at a lower price to keep up on the revenue treadmill. Units are up almost 30 percent at Dell, but revenues were only up 18 percent.","Kastner (CRO, Aberdeen) on deflationary pressure in PC hardware — illustrated by Dell unit growth outpacing revenue by ~12 percentage points in 2003.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"843","484","2003-04-10","Tech Investor: Is SARS sickening tech?","CNN/Money","Eric Hellweg","authored-column","This isn't the first time China has stiff-armed the world on a major global health issue. Tech companies, which heretofore had rushed to outsource to China because of the quality and low cost, are now rethinking whether they can put all their high-tech eggs in the China basket.","Kastner (CRO, Aberdeen; co-author of Aberdeen SARS supply-chain report) on China's information opacity and the resulting reliability risk to outsourced electronics manufacturing.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"844","485","2003-11-18","Comdex 2003: Sun Microsystems sets new, aggressive strategy","The Seattle Times","Kim Peterson","newspaper-article","Sun can use AMD's Opteron to compete directly against IBM in the head-to-head Opteron battle for price-conscious buyers of high-performance computers.","Kastner (Aberdeen Group analyst) on Sun's strategic Opteron adoption announced by McNealy at Comdex 2003: a direct competitive lever against IBM, which had earlier committed to Opteron.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"845","486","2006-09-08","Companies Reap Benefits from BPM Investments","Business Technology Asia","","online-article","Based on the excitement elicited in follow-up interviews as part of the survey, we believe BPM, and especially business process monitoring, is well on the rise. Customer-facing applications such as call center management are the first BPM applications, chosen by 70% of survey respondents.","Kastner (Aberdeen VP and Research Director, Enterprise Integration; author of The BPM Benchmark Report) on early adoption patterns — customer-facing/call-center first, with average 20% ROI for Best-in-Class firms.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"846","487","1998-01-21","Compaq Leads $25 Million Funding of CrossWorlds Software","PR Newswire","","press-release","CrossWorlds is well on its way to creating a new industry around Processware as an integration solution strategy for major global corporate IT.","Kastner (VP, Aberdeen Group) on CrossWorlds Software's $25M round led by Compaq, with JD Edwards and Manugistics also participating; positions Processware as an integration category.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"847","488","2007-01-17","Composite Applications Used to Solve Integration Problems","Application Development Trends","James E. Powell","online-article","Our research found that companies are targeting Web-based applications first — specifically portals and browser-based applications — when they're looking to build composite applications.","Kastner (VP, Aberdeen Enterprise Technology; primary author of The Composite Applications Benchmark Report) on the emergent composite-apps market: companies use composite apps as a bridge while they experiment with SOA, targeting browser/portal front-ends first.","no","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"848","495","1998-07-01","Computer Associates International, Inc. Annual Report 1998","Computer Associates International, Inc.","Charles B. Wang (CEO); Sanjay Kumar (President)","press-release","The long-term direction of TND is to dramatically reduce labor hours by having TND anticipate and solve any problems.","Kastner (Aberdeen Group) quoted as pull-quote in CA's 1998 Annual Report endorsing Unicenter TNG/TND strategy. Frames CA's enterprise management roadmap as anticipatory/autonomic labor reduction — a forerunner of Kastner's later 2003 IBM Project eLiza autonomic computing prescience (row 383).","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"849","495","1998-07-01","Computer Associates International, Inc. Annual Report 1998","Computer Associates International, Inc.","Charles B. Wang (CEO); Sanjay Kumar (President)","press-release","For its target audience, Workgroup Edition provides a big value and a small price tag.","Kastner (Aberdeen Group) pull-quote in CA 1998 Annual Report endorsing Unicenter TNG Workgroup Edition's value proposition for SMB/departmental buyers — CA's channel-down strategy to extend enterprise management tooling into mid-market.","no","not-applicable","",""
"850","490","2002-10-15","Microsoft launches wireless keyboard and mouse","Reuters","Reed Stevenson","online-article","The Bluetooth market has been off to a very ragged start. Microsoft products will add fuel to the fire.","Kastner (Aberdeen Group analyst) on Microsoft's October 2002 launch of a $159 Bluetooth bundle (keyboard, mouse, transponder) paired with Windows XP. Frames Microsoft entry as catalytic for a stalled Bluetooth accessory market. Original Reuters wire; later echoed in Heise Online's German translation (seq 475).","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"851","493","2004-10-04","Cool Stuff -- Apple","InformationWeek","Aaron Ricadela","magazine-article","The bills are going to be paid with the one, two, three, four Xserves and a few terabytes of RAID storage.","Kastner (co-founder, Aberdeen Group) on Apple's enterprise server strategy — distinguishes Apple's HPC 'glamour accounts' (Virginia Tech System X, 1,100 Xserve G5 cluster) from the SMB bread-and-butter where Xserve + Xserve RAID actually generates recurring revenue.","no","not-applicable","",""
"852","496","2004-01-15","News Factor: Corporate Users Abandoning Their Desktop PCs","Smallbiztechnology.com (via NewsFactor)","Ramon Ray (blog editor)","online-article","the move toward wireless local and wide area networks is creating a bifurcated world.","Kastner (Aberdeen Group) on the enterprise wireless transition (Jan 2004). Identifies Intel/Cisco/Microsoft as wireless infrastructure investors creating a two-tier corporate IT landscape — those who can invest in wireless infrastructure vs those left behind on wired desktops.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"853","492","2004-06-21","IBM Dominates Supercomputer List","E-Commerce Times","Keith Regan","online-article","There are applications in the military, in medical research, in all fields of science.","Kastner (Aberdeen Group analyst) on the June 2004 Top500 supercomputer list (IBM dominance, NEC Earth Simulator dethroned). Full quote: 'There are applications in the military, in medical research, in all fields of science. This is an example of how the less expensive computing power can really become important.' Prescient framing of commodity-cluster supercomputing as democratization of HPC.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"854","494","2003-04-17","Customers Tire of Excuses for Rebates That Never Arrive","The New York Times","Howard Millman","newspaper-article","Although the low price prompts the purchase, approximately 60 percent of purchasers never get a rebate.","Kastner (Aberdeen Group) in NYT 2003-04-17. Quantifies rebate non-redemption at 60% of purchasers — includes both non-filers and rejected applications. Famously frames the practice as an 'underregulated consumer swamp' in same article.","no","not-applicable","",""
"855","494","2003-04-17","Customers Tire of Excuses for Rebates That Never Arrive","The New York Times","Howard Millman","newspaper-article","underregulated consumer swamp","Kastner (Aberdeen Group) signature phrase in NYT 2003-04-17 describing the U.S. rebate industry. Pairs with the 60%-nonredemption figure (row 854) and the 'tawdry strategy' line (row 467 post-fix). Characteristic Kastner rhetorical device — memorable populist framing.","no","not-applicable","",""
"856","497","2003-08-04","Working towards productivity paradise","Daily Times (Pakistan)","Kamil F. Hasan","newspaper-article","Looking down the road, keeping Windows 98-era PCs around much longer will move from the executive's prudent category to the stupid category.","Kastner (EVP & Chief Research Officer, Consumer Digital Technology Practice, Aberdeen Group) from his Aberdeen report 'Why You Need To Replace Those Windows 98 And NT Machines,' quoted in Pakistani business press in a PC-replacement-cycle advocacy column (mid-2003). Direct value statement of PC refresh economics.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
"857","497","2003-08-04","Working towards productivity paradise","Daily Times (Pakistan)","Kamil F. Hasan","newspaper-article","mid-2003 is a good time for starting or accelerating a PC replacement cycle.","Kastner (Aberdeen Group CDT Practice) timing call — argues Windows XP Pro SP1 availability, hyperthreading on mainstream Pentium 4, and documented Meta Group/KPMG productivity data make Q2/Q3 2003 the economic inflection for enterprise PC refresh.","yes","pending-review","Prescience score deferred in original ingest; requires per-quote historical verification (skill §10 Phase 3 per-prediction pass).",""
