reject,row_id,article_seq,date,headline,publication,author,content_type,kastner_quotation,immediate_context,is_predictive,prescience_score,prescience_rationale,forecast_horizon_years,theme,decade,accuracy_outcome,verdict_rationale,verdict_sources,source_segment_idx,classification,discovery_rule,discovery_confidence,detector_headline_attempted
X,,,,Peter S Kastner Blogging at oncomputerstips.blogspot.com,AP,,,"Peter S Kastner Blogging at oncomputerstips.blogspot.com Monday, February 07, 2005 Who is Peter S. Kastner? Peter Kastner has over thirty-five years experience in information-technology business and market development, management, and entrepreneurial success. He is a regular radio show host and blog contributor at the OnComputers web site. He began his","Peter S Kastner Blogging at oncomputerstips.blogspot.com Monday, February 07, 2005 Who is Peter S. Kastner? Peter Kastner has over thirty-five years experience in information-technology business and market development, management, and entrepreneurial success. He is a regular radio show host and blog contributor at the OnComputers web site. He began his career in product development and marketing for applications software products at Wang Laboratories. For about a decade, he was a consultant and program manager with Arthur D. Little, Inc., where he was actively involved in the management and",,,,,,,,,,467,ARTICLE_HEAD,R1,medium,Peter S Kastner Blogging at oncomputerstips.blogspot.com
X,,,,Peter S Kastner Blogging at oncomputerstips.blogspot.com,AP,,,"Peter S Kastner Blogging at oncomputerstips.blogspot.com Monday, February 07, 2005 Who is Peter S. Kastner? Peter Kastner has over thirty-five years experience in information-technology business and market development, management, and entrepreneurial success. He is a regular radio show host and blog contributor at the OnComputers web site. He began his career in produ","Peter S Kastner Blogging at oncomputerstips.blogspot.com Monday, February 07, 2005 Who is Peter S. Kastner? Peter Kastner has over thirty-five years experience in information-technology business and market development, management, and entrepreneurial success. He is a regular radio show host and blog contributor at the OnComputers web site. He began his career in product development and marketing for applications software products at Wang Laboratories. For about a decade, he was a consultant and program manager with Arthur D. Little, Inc., where he was actively involved in the management and",,,,,,,,,,467,ARTICLE_HEAD,R1,medium,Peter S Kastner Blogging at oncomputerstips.blogspot.com
,,,,Sony Playstation,AP,,,"y, actually got their version out first to market. With other launch problems, Sony was a year late out of the gate. So much for partnerships. The Race for a New Game Machine looks like a fascinating winter read for technologists. Posted by Peter S Kastner at 3:59?PM 1 comment: Tuesday, December 30, 2008 Apple unloads iMacs Before January 15th Good deal on a refurb iMac at Apple this week. But why jump now when it's very likely that the iMac and Mac Pro desktops will be refreshed during MacWorld nex","capacity, actually got their version out first to market. With other launch problems, Sony was a year late out of the gate. So much for partnerships. The Race for a New Game Machine looks like a fascinating winter read for technologists. Posted by Peter S Kastner at 3:59?PM 1 comment: Tuesday, December 30, 2008 Apple unloads iMacs Before January 15th Good deal on a refurb iMac at Apple this week. But why jump now when it's very likely that the iMac and Mac Pro desktops will be refreshed during MacWorld next month? My bet is on a quad Core Duo 2 option for the iMac. Posted by Peter S Kastner",,,,,,,,,,476,ARTICLE_CONTINUATION,R1,medium,
,,,,GPS Firmware updates,AP,,,anuary 15th Good deal on a refurb iMac at Apple this week. But why jump now when it's very likely that the iMac and Mac Pro desktops will be refreshed during MacWorld next month? My bet is on a quad Core Duo 2 option for the iMac. Posted by Peter S Kastner,"s a year late out of the gate. So much for partnerships. The Race for a New Game Machine looks like a fascinating winter read for technologists. Posted by Peter S Kastner at 3:59?PM 1 comment: Tuesday, December 30, 2008 Apple unloads iMacs Before January 15th Good deal on a refurb iMac at Apple this week. But why jump now when it's very likely that the iMac and Mac Pro desktops will be refreshed during MacWorld next month? My bet is on a quad Core Duo 2 option for the iMac. Posted by Peter S Kastner",,,,,,,,,,476,ARTICLE_CONTINUATION,R1,medium,
,,,,You must be careful when making any changes or modifications to the firmware of your GPS because there is a risk,,,,"You must be careful when making any changes or modifications to the firmware of your GPS because there is a risk that things can go wrong and render the GPS inoperable. And sorry, I won't go sailing with you and your hacked GPS. Peter S. Kastner Posted by Anonymous at 2:23?AM Monday, June 06, 2005 The Implications of Doubling the Number of the World's Computer Users Intel research suggests that the next wave of computing users will look very different than the first. They will be less affl","You must be careful when making any changes or modifications to the firmware of your GPS because there is a risk that things can go wrong and render the GPS inoperable. And sorry, I won't go sailing with you and your hacked GPS. Peter S. Kastner Posted by Anonymous at 2:23?AM Monday, June 06, 2005 The Implications of Doubling the Number of the World's Computer Users Intel research suggests that the next wave of computing users will look very different than the first. They will be less affluent and more heterogeneous, live in more challenging environments in the developing world, and in many",,,,,,,,,,477,ARTICLE_HEAD,R1,medium,You must be careful when making any changes or modifications to the firmware of your GPS because there is a risk
,,,,Internet Winter?,,,,"-- Peter S. Kastner Posted by Anonymous at 10:13?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Friday, July 08, 2005 Are We Headed for an Internet Winter? As I noted this week, a new trojan that mimics a Microsoft security bulle","-- Peter S. Kastner Posted by Anonymous at 10:13?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Friday, July 08, 2005 Are We Headed for an Internet Winter? As I noted this week, a new trojan that mimics a Microsoft security bulletin was squelched. This nefarious e-mail disguises itself as a Microsoft security bulletin and contains a link to malicious software that gives attackers complete access to the infected machine, security researchers are reporting. A couple of weeks a",,,,,,,,,,485,ARTICLE_HEAD,R1,medium,-- Peter S. Kastner
,,,,Apple on Intel,,,,"an $5 an hour -- Internet cafes can fill the demand that libraries cannot. It will be interesting to see how Internet access supply and demand curves meet, and at what price. I'm not holding my breath expecting more seats in libraries. -- Peter S. Kastner Posted by Anonymous at 2:36?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Wednesday, June 15, 2005 IDC Q1 2005 Server Market Puts Unix and Windows in Dead Heat IDC and Gartner","rest-of-world places like China. For less than $5 an hour -- and there are few legal activities in the U.S. that cost less than $5 an hour -- Internet cafes can fill the demand that libraries cannot. It will be interesting to see how Internet access supply and demand curves meet, and at what price. I'm not holding my breath expecting more seats in libraries. -- Peter S. Kastner Posted by Anonymous at 2:36?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Wednesday, June 15, 2005 IDC Q1 2005 Server Market Puts Unix and Windows in Dead Heat IDC and Gartner",,,,,,,,,,487,ARTICLE_CONTINUATION,R1,medium,
,,,,-- Peter S. Kastner,AP,,,"-- Peter S. Kastner Posted by Anonymous at 12:28?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Monday, June 06, 2005 Apple on Intel is a 3 Year Old Story With a little web sleuthing, the blogged article tells it all -- in August","-- Peter S. Kastner Posted by Anonymous at 12:28?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Monday, June 06, 2005 Apple on Intel is a 3 Year Old Story With a little web sleuthing, the blogged article tells it all -- in August 2002: the problems with IBM, Steve Jobs' willingness to consider other platforms, and the secret ""South Park alien"" development team. Read the article and consider the date. Conclusion: Apple has kept a current port of Mac OS X running in parallel",,,,,,,,,,491,ARTICLE_HEAD,R1,medium,-- Peter S. Kastner
,,,,What is controversial about this site is shooting live game over the Internet. You will be hearing more about this web,,,,"er the Internet. You will be hearing more about this web site as soon as (fill in the blank from a very long list) finds out about it and a Congressman calls a press conference covered on the nightly news. Hey, you heard it here first. -- Peter S. Kastner Posted by Anonymous at 11:18?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest First Digital Mop Debuts If you have any doubts that twenty years from now our lives will be fundamentally changed by digital consume","What is controversial about this site is shooting live game over the Internet. You will be hearing more about this web site as soon as (fill in the blank from a very long list) finds out about it and a Congressman calls a press conference covered on the nightly news. Hey, you heard it here first. -- Peter S. Kastner Posted by Anonymous at 11:18?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest First Digital Mop Debuts If you have any doubts that twenty years from now our lives will be fundamentally changed by digital consumer products, read this article.",,,,,,,,,,494,ARTICLE_HEAD,R1,medium,What is controversial about this site is shooting live game over the Internet. You will be hearing more about this web
,,,,"These tests also show that ""normal users"" will see a considerably better user experience with a dual core",AP,,,"These tests also show that ""normal users"" will see a considerably better user experience with a dual core microprocessor. The hour glass may not be a thing of the past, but it will take over your cursor much less often. -- Peter S. Kastner Posted by Anonymous at 11:58?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Game Consoles: Place Your Bets First Microsoft then Sony have announced specs for the next generation of game stations, which will be","These tests also show that ""normal users"" will see a considerably better user experience with a dual core microprocessor. The hour glass may not be a thing of the past, but it will take over your cursor much less often. -- Peter S. Kastner Posted by Anonymous at 11:58?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Game Consoles: Place Your Bets First Microsoft then Sony have announced specs for the next generation of game stations, which will begin arriving for the holidays this year and spill into 2006. With loads more computing and graphics power tha",,,,,,,,,,498,ARTICLE_HEAD,R1,medium,"These tests also show that ""normal users"" will see a considerably better user experience with a dual core"
,,,,PC Recycling,AP,,,Peter S. Kastner Posted by Anonymous at 3:48?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Microsoft Xbox2 to Challenge Sony PS3 Ten days until the announcement of the second generation Xbox during an MTV special. Leaks says,"Peter S. Kastner Posted by Anonymous at 3:48?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Microsoft Xbox2 to Challenge Sony PS3 Ten days until the announcement of the second generation Xbox during an MTV special. Leaks says it will be branded the Xbox360. And indications are that the graphics will support 720p HDTV (1280x720) using NEC embedded DRAM (eDRAM), which allows ant-aliasing with minimal frame rate loss in the ATI graphics processing unit. Samsung's HDTVs will",,,,,,,,,,502,ARTICLE_HEAD,R1,medium,Peter S. Kastner
X,,,,Peter S. Kastner,,,,"Peter S. Kastner Posted by Anonymous at 1:02?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Sunday, May 01, 2005 Recycle Your PC PCs and monitors are serious hazardous waste. Massachusetts and California ban these e-waste prod","Peter S. Kastner Posted by Anonymous at 1:02?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Sunday, May 01, 2005 Recycle Your PC PCs and monitors are serious hazardous waste. Massachusetts and California ban these e-waste products from landfills. IBM, Dell, and HP all have programs where they will deliver boxes and pick up your PC, monitor, printer, server, and just about any other computer product. Surprise, surprise, these environmentally friendlier computer vendors wi",,,,,,,,,,503,ARTICLE_HEAD,R1,medium,Peter S. Kastner
,,,,Expect to see these drives in servers for midline storage and in high-end consumer desktops. Is the end of the SCSI,,,,Expect to see these drives in servers for midline storage and in high-end consumer desktops. Is the end of the SCSI disk drive ara in sight? Peter S. Kastner Posted by Anonymous at 7:32?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest An Introduction to RAID6 IT professionals will want to read this article to understand the problem that RAID6 solves compared to RAID5,"Expect to see these drives in servers for midline storage and in high-end consumer desktops. Is the end of the SCSI disk drive ara in sight? Peter S. Kastner Posted by Anonymous at 7:32?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest An Introduction to RAID6 IT professionals will want to read this article to understand the problem that RAID6 solves compared to RAID5. By adding a second, redundant hash disk to a RAID5 array, the RAID6 array is able to sustain multiple failures. Since many RAID5 arrays involve more than a dozen disk drives, the releative",,,,,,,,,,504,ARTICLE_HEAD,R1,medium,Expect to see these drives in servers for midline storage and in high-end consumer desktops. Is the end of the SCSI
,,,,Dell XPS,,,,some short-term revenue -- and with the hope of future China market share -- is making a pact with the devil. A pity that many software firms will ignore my warning. Peter S. Kastner Posted by Anonymous at 8:59?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest First Reviews: Dell Dual-Core XPS Gen5 Intel's dual-core launch is expected before Memorial Day. The first review of a production-read,"some short-term revenue -- and with the hope of future China market share -- is making a pact with the devil. A pity that many software firms will ignore my warning. Peter S. Kastner Posted by Anonymous at 8:59?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest First Reviews: Dell Dual-Core XPS Gen5 Intel's dual-core launch is expected before Memorial Day. The first review of a production-ready machine by PC Magazine confirms what we learned last week with the initial press publication of performance benchmarks. For $4,000, buyers of the Dell XPS Gen 5 wil",,,,,,,,,,505,ARTICLE_CONTINUATION,R1,medium,
,,,,Consumer Dual-Core PCs Arrive,AP,,,"versions of dual-cores for consumer and business desktops. Both companies will follow on next year with their respective desktop, server and mobile dual cores. Peter S. Kastner Posted by Anonymous at 7:48?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Thursday, April 07, 2005 iPod Sells Mac Mini at Best Buy As we have discussed on the On Computers radio show, Apple is on a renaissanc","versions of dual-cores for consumer and business desktops. Both companies will follow on next year with their respective desktop, server and mobile dual cores. Peter S. Kastner Posted by Anonymous at 7:48?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Thursday, April 07, 2005 iPod Sells Mac Mini at Best Buy As we have discussed on the On Computers radio show, Apple is on a renaissance roll, driven by the widespread adoption of the iPod. This week, Best Buy said it would give retail shelf space to Apple's Mac Mini -- the lowest priced model of the Macint",,,,,,,,,,506,ARTICLE_CONTINUATION,R1,medium,
,,,,That makes the introduction of dual core processors for personal computing this spring not just another product,,,,"tory of the information technology industry. Bottom Line: intense computing users who do lots of multi-tasking will ""feel"" better performance in every day work with a dual-core processor, even though some individual tasks may take longer. Peter S. Kastner Posted by Anonymous at 3:14?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Your Computer Legal Rights and Responsibilities We talk about digital rights manage","That makes the introduction of dual core processors for personal computing this spring not just another product launch but a landmark in the history of the information technology industry. Bottom Line: intense computing users who do lots of multi-tasking will ""feel"" better performance in every day work with a dual-core processor, even though some individual tasks may take longer. Peter S. Kastner Posted by Anonymous at 3:14?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Your Computer Legal Rights and Responsibilities We talk about digital rights manage",,,,,,,,,,508,ARTICLE_HEAD,R1,medium,That makes the introduction of dual core processors for personal computing this spring not just another product
,,,,"The price as low as $722 (qty 1,000) makes the Cranford value chips attractive for a new generation of low-cost 4-",AP,,,"The price as low as $722 (qty 1,000) makes the Cranford value chips attractive for a new generation of low-cost 4- way servers. Dell immediately jumped in with its offering. These will sell by the boxcar for web processing and Tier 1 apps. Peter S. Kastner Posted by Anonymous at 1:33?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Open-Source Fans Often Miss Business Basics I love this op ed piece. Could not have said it better myself: If open source really want","The price as low as $722 (qty 1,000) makes the Cranford value chips attractive for a new generation of low-cost 4- way servers. Dell immediately jumped in with its offering. These will sell by the boxcar for web processing and Tier 1 apps. Peter S. Kastner Posted by Anonymous at 1:33?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Open-Source Fans Often Miss Business Basics I love this op ed piece. Could not have said it better myself: If open source really wants to gets out of the back room and into the office, open-source supporters need to support op",,,,,,,,,,509,ARTICLE_HEAD,R1,medium,"The price as low as $722 (qty 1,000) makes the Cranford value chips attractive for a new generation of low-cost 4-"
,,,,Dell Latitude X1,,,,"bookShare to Pinterest Dell Launches Sweet Thin-and-Light Notebook As a road warrior, I am drooling over Dell's new 2.5 pound Latitude X1. The Latitude series are for managed enterprise PCs. Dell also has several other new notebooks here. Peter S. Kastner Posted by Anonymous at 1:13?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Xrackhosting debuts dedicated Mac Mini hosting You gotta love this. Xrackhosting debuts dedicated Mac Mini hosting. They ought to be a","Posted by Anonymous at 1:16?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Dell Launches Sweet Thin-and-Light Notebook As a road warrior, I am drooling over Dell's new 2.5 pound Latitude X1. The Latitude series are for managed enterprise PCs. Dell also has several other new notebooks here. Peter S. Kastner Posted by Anonymous at 1:13?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Xrackhosting debuts dedicated Mac Mini hosting You gotta love this. Xrackhosting debuts dedicated Mac Mini hosting. They ought to be ab",,,,,,,,,,510,ARTICLE_HEAD,R1,medium,Posted by Anonymous at 1:16?AM No comments:
,,,,HP Telecomm with T-Mobile,,,,"pull the product until HP fixes the software is not good news for HP's heretofore good reputation in the telecomm industry. As a T-Mobile customer for the 6315, I can see why T-Mobile went to the extraordinary step of pulling the product. Peter S. Kastner P","to spontaneously do a hard ""factory reboot"" while sitting idle, powered on, in the USB dock of my desktop PC. Factory reboot means all the data in the PDA becomes missing in action. Obviously, T-Mobile has had more than a few customer complaints. To pull the product until HP fixes the software is not good news for HP's heretofore good reputation in the telecomm industry. As a T-Mobile customer for the 6315, I can see why T-Mobile went to the extraordinary step of pulling the product. Peter S. Kastner P",,,,,,,,,,512,ARTICLE_CONTINUATION,R1,medium,
,,,,Oracle Outbids SAP for Retek Retail Apps,AP,,,"Apps SAP flinched at $11 and Oracle swooped in for the close. As we said yesterday, this is not the last of the Oracle-SAP vertical market fights. Expect Wall Street to turn its eyes onto Manhattan Associates as SAP's bridesmaid choice. Peter S. Kastner Posted by Anonymous at 1:18?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tuesday, March 22, 2005 Sigh. Computers Make Kids Dumber With a quantitative study of 100,000 children worldwide, UK re","Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Oracle Outbids SAP for Retek's Retail Apps SAP flinched at $11 and Oracle swooped in for the close. As we said yesterday, this is not the last of the Oracle-SAP vertical market fights. Expect Wall Street to turn its eyes onto Manhattan Associates as SAP's bridesmaid choice. Peter S. Kastner Posted by Anonymous at 1:18?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tuesday, March 22, 2005 Sigh. Computers Make Kids Dumber With a quantitative study of 100,000 children worldwide, UK re",,,,,,,,,,515,ARTICLE_HEAD,R1,medium,Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest
,,,,Mac Picks Up Market Share,,,,"Another indicator that Mac is picking up market share: more hacking attacks on OS X. Peter S. Kastner Posted by Anonymous at 12:11?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Monday, March 21, 2005 Corporate Cyber Attacks Increase, Cost $2M Each ""Cyberintruders have stepped up their attacks on corporate com","Another indicator that Mac is picking up market share: more hacking attacks on OS X. Peter S. Kastner Posted by Anonymous at 12:11?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Monday, March 21, 2005 Corporate Cyber Attacks Increase, Cost $2M Each ""Cyberintruders have stepped up their attacks on corporate computer networks, according to two surveys released Monday. Symantec (SYMC) , the world's largest supplier of anti-virus software, reports a 332% spike in worms and viruses launched against Windows desktop computers and servers in the last half of 2",,,,,,,,,,516,UNKNOWN,R1,medium,
,,,,"In this case, the electronic bank robber was caught. However, this writer can assure our dear readers that electronic",AP,,,"y, risking jail for the part of half a billion dollars has a better risk-reward than driving off with an ATM. [Update} Phishing also appears to be quite lucrative. The Brazilian police just landed a perp accused of $37M in phishing fraud. Peter S. Kastner Posted by Anonymous at 10:46?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tuesday, March 22, 2005 Psst, Sony Playstations","In this case, the electronic bank robber was caught. However, this writer can assure our dear readers that electronic bank fraud is real, and the scams are geting bigger. Obviously, risking jail for the part of half a billion dollars has a better risk-reward than driving off with an ATM. [Update} Phishing also appears to be quite lucrative. The Brazilian police just landed a perp accused of $37M in phishing fraud. Peter S. Kastner Posted by Anonymous at 10:46?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tuesday, March 22, 2005 Psst, Sony Playstations",,,,,,,,,,517,ARTICLE_HEAD,R1,medium,"In this case, the electronic bank robber was caught. However, this writer can assure our dear readers that electronic"
,,,,Caveat: Be sure to have your user manual so that you can get back to factory settings if you really mess up. You also,,,,"Caveat: Be sure to have your user manual so that you can get back to factory settings if you really mess up. You also ought to have a copy of the latest Linksys firmware available. Peter S. Kastner Posted by Anonymous at 12:12?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Sunday, March 20, 2005 SIA, Barrett Renew Call For funds To Preserve U.S. Leadership U.S. leadership in technology is under assault,""","Caveat: Be sure to have your user manual so that you can get back to factory settings if you really mess up. You also ought to have a copy of the latest Linksys firmware available. Peter S. Kastner Posted by Anonymous at 12:12?AM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Sunday, March 20, 2005 SIA, Barrett Renew Call For funds To Preserve U.S. Leadership U.S. leadership in technology is under assault,"" said Intel CEO Barrett, in a statement. ""The challenge we face is global in nature and broader in scope than any we have faced in the past."" ""Federal f",,,,,,,,,,518,ARTICLE_HEAD,R1,medium,Caveat: Be sure to have your user manual so that you can get back to factory settings if you really mess up. You also
,,,,Microsoft Windows XP service pack 2 leaks,,,,"Peter S. Kastner Posted by Anonymous at 11:04?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Internet Explorer 7.0 Details Start Leaking ""Internet Explorer 7.0 won't run just on Windows XP Service Pack 2, according to a new po","Peter S. Kastner Posted by Anonymous at 11:04?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Internet Explorer 7.0 Details Start Leaking ""Internet Explorer 7.0 won't run just on Windows XP Service Pack 2, according to a new posting on Microsoft's ""IE Blog."" It also will work on follow-ons to SP2, which include Windows XP Professional x64 and Windows Server 2003 Service Pack 1, both of which are due out in the next couple of months. Still no word on whether the updated ver",,,,,,,,,,519,ARTICLE_HEAD,R1,medium,Peter S. Kastner
,,,,"Note the new model numbers AMD has chosen, which identify the feature class and relative speed. Looks like AMD",AP,,,"he new model numbers AMD has chosen, which identify the feature class and relative speed. Looks like AMD is imitating Intel's 2004 switch to the same (applaudable) idea: get rid of gigahertz as the main identifier of processor performance. Peter S. Kastner Posted by Anonymous at 12:51?AM Tuesday, March 15, 2005 SHA-1 Hash Flaw Draws Serious Industry Response Last month, news reports that academic researchers in China had found a flaw in the widely used SHA-1 hashing algorithm raised a few eyebrows bu","Note the new model numbers AMD has chosen, which identify the feature class and relative speed. Looks like AMD is imitating Intel's 2004 switch to the same (applaudable) idea: get rid of gigahertz as the main identifier of processor performance. Peter S. Kastner Posted by Anonymous at 12:51?AM Tuesday, March 15, 2005 SHA-1 Hash Flaw Draws Serious Industry Response Last month, news reports that academic researchers in China had found a flaw in the widely used SHA-1 hashing algorithm raised a few eyebrows but quickly passed from the headlines. Fast forward a month, and today's Wall Street Jou",,,,,,,,,,523,ARTICLE_HEAD,R1,medium,"Note the new model numbers AMD has chosen, which identify the feature class and relative speed. Looks like AMD"
,,,,DDR2 Performance gains,AP,,,emory performance Game PC on DDR benchmark and tests of 3 high-end DDR2 memory products suggests DDR2 is starting to pull away in performance with DDR2-600. And the cost differential between premium DDR memory and DDR2 memory is not large. [Peter S. Kastner] Ways to tell what hardware you have Belarc and Everest Google Converts Your Phone Number Into a Map to Your House from the blog. Ageia Physics Processing Unit Improve Photo Realism of games! Interview with agei,Geekmeet What Memory is Best? DDR on Pentium4 (old) DDR versus DDR2 Anand Tech on DDR2 and X-Bit Labs also on DDR versus DDR2 memory performance Game PC on DDR benchmark and tests of 3 high-end DDR2 memory products suggests DDR2 is starting to pull away in performance with DDR2-600. And the cost differential between premium DDR memory and DDR2 memory is not large. [Peter S. Kastner] Ways to tell what hardware you have Belarc and Everest Google Converts Your Phone Number Into a Map to Your House from the blog. Ageia Physics Processing Unit Improve Photo Realism of games! Interview with agei,,,,,,,,,,527,UNKNOWN,R1,medium,
,,,,DRAM spot prices lower,,,,"Spot prices for DRAM continue to drop, suggesting lower prices by OEMs -- or better deals for memory upgrades. Peter S. Kastner Posted by Anonymous at 11:04?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest IT Holiday: No Microsoft Patches This Month Microsoft does not plan to release any security bulletins or patches this month. Last mon","Spot prices for DRAM continue to drop, suggesting lower prices by OEMs -- or better deals for memory upgrades. Peter S. Kastner Posted by Anonymous at 11:04?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest IT Holiday: No Microsoft Patches This Month Microsoft does not plan to release any security bulletins or patches this month. Last month Microsoft issued 13 security bulletins covering 17 security flaws. Looks like IT (and consumers) get a holiday this month. Would that this is the start of a trend where Windows is more secure and fewer bugs need patch",,,,,,,,,,530,UNKNOWN,R1,medium,
,,,,Speed up Windows reboots,AP,,,Peter S. Kastner Posted by Anonymous at 6:31?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tip: Faster Windows Startup Good article on how to systematically speed up your Windows XP re-boots. Peter S. Kastner Posted by Anony,"Peter S. Kastner Posted by Anonymous at 6:31?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tip: Faster Windows Startup Good article on how to systematically speed up your Windows XP re-boots. Peter S. Kastner Posted by Anonymous at 6:26?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tips: iPod Without the iTunes Like 91% of all hard-disk music player owners, I have an iPod. It took a while -- months really -- to begin to appreciat",,,,,,,,,,536,ARTICLE_HEAD,R1,medium,Peter S. Kastner
X,,,,Peter S. Kastner,AP,,,"Peter S. Kastner Posted by Anonymous at 6:31?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tip: Faster Windows Startup Good article on how to systematically speed up your Windows XP re-boots. Peter S. Kastner Posted by Anonymous at 6:26?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tips: iPod Without the iTunes Like 91% of all hard-disk music player owners, I have an iPod. It took a while -- months really -- to be","Peter S. Kastner Posted by Anonymous at 6:31?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tip: Faster Windows Startup Good article on how to systematically speed up your Windows XP re-boots. Peter S. Kastner Posted by Anonymous at 6:26?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Tips: iPod Without the iTunes Like 91% of all hard-disk music player owners, I have an iPod. It took a while -- months really -- to begin to appreciate all the things you can do with it...and play music too. However, iTunes is not the",,,,,,,,,,536,ARTICLE_HEAD,R1,medium,Peter S. Kastner
,,,,IBM and Apple talk cells,AP,,,"dnesday, February 23, 2005 Eden Redux: IBM Offers Cell to Apple Interesting speculation on what Apple might be in for with a Cell-based machine running Mac OS X. Short answer: Lots of tuning and maybe not that much bang compared to the G5. Peter S. Kastner Posted by Anonymous at 9:05?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Google plans web page links. Good or bad? Google's plans to overlay its own links onto search-result web pages is in beta. Like Micros","Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Wednesday, February 23, 2005 Eden Redux: IBM Offers Cell to Apple Interesting speculation on what Apple might be in for with a Cell-based machine running Mac OS X. Short answer: Lots of tuning and maybe not that much bang compared to the G5. Peter S. Kastner Posted by Anonymous at 9:05?PM No comments: Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest Google plans web page links. Good or bad? Google's plans to overlay its own links onto search-result web pages is in beta. Like Microsoft's aborted SmartL",,,,,,,,,,538,ARTICLE_HEAD,R1,medium,Email ThisBlogThis!Share to TwitterShare to FacebookShare to Pinterest
