obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,verification_method,methodology_code,source_page,notes,collection,thread_tag,section,legacy_obs_id,_study_type,_study_prescience,_bucket
1997-nortel--transforming-business-by-po-3edae6-OBS-016,1997-nortel--transforming-business-by-po-3edae6,ENT-CISCO-001,,strategy-classification,1997,cisco_competitive_assessment,Cisco lacks integrated LAN/WAN ATM solutions and end-to-end integration capability,medium,ingest-extraction,analyst-judgment,p3,Aberdeen/Nortel position Cisco as inferior in end-to-end solutions. Proved incorrect: Cisco dominated enterprise networking.,,,,OBS-COMP001,Vendor Profile,low,vendor-study
hp-mainframe-alternative-fernandez-mfasc-a2179f-OBS-008,hp-mainframe-alternative-fernandez-mfasc-a2179f,,downsizing,recommendation,1992,Top IS issues framing,alignment/BPR/info-architecture/data-utilization,high,ingest-extraction,vendor-framing,1,MFASC01 'Top Information Systems Issues' slide,,,,,vendor-conference-deck,medium,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-019,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-003,,viability-prediction,1997,CMG Ericsson network certification,CMG service platform soon to be certified by Ericsson,medium,ingest-extraction,vendor-claim,p.4,CMG's platform expected to be certified by Ericsson and become embedded part of Ericsson's network.,,,S3,1997-digital-equipment-corporation-pr-c375a8.019,Vendor Profile,low,vendor-study
hp-mainframe-alternative-fernandez-mfasc-a2179f-OBS-006,hp-mainframe-alternative-fernandez-mfasc-a2179f,hp-brazil,downsizing,market-context,1992,International venue,MFASC'92 Brazil,high,ingest-extraction,primary-source,1,PENSE HP / NOVAS SOLUCOES PARA ANTIGOS PROBLEMAS subtitle,,,,,vendor-conference-deck,medium,vendor-study
aberdeen-open-online-transaction-process-ea272f-OBS-008,aberdeen-open-online-transaction-process-ea272f,unix-system-laboratories,tuxedo,citation,1991,TUXEDO ETP System reference manual cited,USL Release 4.2,high,ingest-extraction,primary-source,references,USL 1991 TUXEDO Release 4.2 manual,,,,,vendor-funded-aberdeen-paper-fragment,medium,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-018,1997-data-integration-management-in-hete-de2429,,corba-common-object-request-broker-architecture,viability-prediction,1997,data_migration_tools_need_to_evolve,must_support_distributed_programming_environments,medium,ingest-extraction,expert,5,As programming admin knowledge worker functions become distributed data-migration tools will need to support new environments,,,,1997-data-integration-management-in-hete-de2429.018,Vendor Profile,low,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-011,1997-dialogic-ct-media-sets-the-pace-for-440d5e,,TECH-S1-002,framework-factor,1997,Primary CT developer adoption driver,Standards-based customer demand,high,ingest-extraction,end-user-interviews,p.4,Customer demand for S.100 compliance was the single most important driver for CT developer migration to CT Media.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.011,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-015,1997-dec-linkworks-webworker---an-object-db2d2a,digital-equipment-corporation,corba-common-object-request-broker-architecture,viability-prediction,1997,corba_java_integration_path,linkworks_can_choose_several_implementations,verified,outcome-linkage,expert,3,"Digital can adopt Java, create Java app delivering LinkWorks to any platform, or integrate Netscape ORB",,,,1997-dec-linkworks-webworker---an-object-db2d2a.015,Vendor Profile,low,vendor-study
amd-industry-analyst-visionaries-64bit-2-7a191f-OBS-001,amd-industry-analyst-visionaries-64bit-2-7a191f,peter-s-kastner,64-bit-computing,expert-opinion,2003,64-bit prevalence in UNIX/RISC pre-2003,"Let me make clear that 64-bit computing has been around for quite some time now, and in fact the whole UNIX RISC area already is 64-bit capable. We see it being used particularly for handling large, scalable [data].",high,ingest-extraction,expert-opinion,online,Kastner verbatim — partial,,,,,vendor-publication,high,vendor-study
amd-industry-analyst-visionaries-64bit-2-7a191f-OBS-006,amd-industry-analyst-visionaries-64bit-2-7a191f,amd,64-bit-computing,expert-opinion,2003,Server-vs-desktop transition timing,"Transition for pervasive 64-bit computing is going to take some time. The server side is well familiar with this technology; the trick is on a desktop, where this is going to take longer.",high,ingest-extraction,expert-opinion,online,Curated analyst quote,,,,,vendor-publication,high,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-013,1997-data-integration-management-in-hete-de2429,,data-mining,framework-factor,1997,eti_evaluation_criteria_functional_depth,enterprise_scalability_effective_integration,high,outcome-linkage,expert,2,Choose tool with broad functionality enterprise scalability and integration with related tools,,,,1997-data-integration-management-in-hete-de2429.013,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-026,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-004,TECH-S2-001,actual-outcome,2000,XScale succeeded StrongARM,Intel replaced StrongARM with XScale architecture in 2000. XScale dominated Pocket PCs and PDAs until ARM Cortex architecture superseded it circa 2007.,partially-verified,ingest-extraction,public-record,N/A,Intel replaced StrongARM with XScale (StrongARM-derived) in 2000. XScale dominated Pocket PCs/PDAs before ARM Cortex architecture superseded it. | XScale succession of StrongARM confirmed. Source: industry records.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.026,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-011,1997-dec-linkworks-webworker---an-object-db2d2a,microsoft,microsoft-backoffice,strategy-classification,1997,microsoft_backoffice_certification,in_progress,medium,outcome-linkage,vendor,4,Digital working to become BackOffice Certified for seamless Microsoft environment integration,,,,1997-dec-linkworks-webworker---an-object-db2d2a.011,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-027,1997-digital-&-oracle-s-nci--partners-in-2d680c,,,framework-factor,1997,NC target replacement markets,Dumb terminals and Intel 286/386/486 PCs unable to run Windows 95,high,ingest-extraction,analyst-assessment,p.5,Aberdeen identified specific upgrade targets: legacy terminals and pre-Pentium PCs as prime NC replacement candidates.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.027,Vendor Profile,low,vendor-study
1997-migrating-from-sybase-sql-server-4.-d7b1d0-OBS-017,1997-migrating-from-sybase-sql-server-4.-d7b1d0,ENT-INF-001,TECH-INF-XPS-001,technology-assessment,1997,xps_parallel_capabilities,"Informix-OnLine XPS supports parallel scans, sorts, aggregates, joins, index builds, backup/restore",high,ingest-extraction,product-feature,p4,Version 8.0 XPS extends parallel scalability to clustered/MPP environments.,,,,OBS-TECH001,Vendor Profile,medium,vendor-study
hp-mainframe-alternative-fernandez-mfasc-a2179f-OBS-004,hp-mainframe-alternative-fernandez-mfasc-a2179f,forrester-research,downsizing,citation,1992,Forrester cited as third-party validation,Forrester Research,high,ingest-extraction,primary-source,back-cover,Forrester Research and 'The P.A. Report' cited,,,,,vendor-conference-deck,medium,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-009,1997-dialogic-ct-media-sets-the-pace-for-440d5e,,TECH-S1-001,technology-assessment,1997,CT Media client-server architecture,Yes,high,ingest-extraction,analyst-assessment,p.2,CT Media operated in true client-server environment unlike all competitors evaluated.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.009,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-002,1997-data-integration-management-in-hete-de2429,digital-equipment-corporation,,market-data,1997,eti_annual_growth_rate_pct,50_to_100,high,outcome-linkage,secondary,5,ETI sustained growth of 50 to 100% per year,,,,1997-data-integration-management-in-hete-de2429.002,Vendor Profile,low,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-012,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-003,,strategy-classification,1997,CMG US market strategy,Supporting US customers; expanding via partnerships; Ericsson network certification,medium,ingest-extraction,vendor-claim,p.4,CMG entered US in 1995 via Ericsson partnership; seeking Ericsson certification to embed in network.,,,S3,1997-digital-equipment-corporation-pr-c375a8.012,Vendor Profile,low,vendor-study
lansa-composer-powerpoint-9f4257-OBS-004,lansa-composer-powerpoint-9f4257,lansa-corporation,lansa-composer,technology-assessment,2007,LANSA Composer technical scope,"Process orchestration incl. FTP, HTTP, email, flat-file, data-transformation, J2EE/ESB/MQ connectors; System i focus",high,ingest-extraction,vendor-marketing,slides 10-13,,,,,,vendor-presentation,medium,vendor-study
1997-datareach--finding-business-value-i-34f0a6-OBS-010,1997-datareach--finding-business-value-i-34f0a6,ENT-DR-001,,actual-outcome,2016,entity_outcome,EMC Corporation acquired by Dell for $67 billion in 2016; became Dell EMC; later Dell Technologies,high,ingest-extraction,web-research,N/A,EMC acquired by Dell in largest tech acquisition in history at time,,,,OBS-DR-010,Vendor Profile,medium,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-003,1997-dec-linkworks-webworker---an-object-db2d2a,digital-equipment-corporation,windows-nt,technology-assessment,1997,webworker_browser_support,any_web_browser,high,ingest-extraction,vendor,1,WebWorker enables any user with a web browser to participate in LinkWorks environment,,,,1997-dec-linkworks-webworker---an-object-db2d2a.003,Vendor Profile,low,vendor-study
amd-industry-analyst-visionaries-64bit-2-7a191f-OBS-004,amd-industry-analyst-visionaries-64bit-2-7a191f,amd,64-bit-computing,expert-opinion,2003,Industry-standard 64-bit migration,The 64-bit market is dominated by high-end proprietary systems. This will change dramatically over the remainder of the decade. Industry-standard 64-bit architectures will move down to the low-end and up into the mid-range and high-end.,high,ingest-extraction,expert-opinion,online,Aggregate analyst consensus quote curated by AMD,,,,,vendor-publication,high,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-014,1997-dec-linkworks-webworker---an-object-db2d2a,netscape-communications,massively-parallel-processing,viability-prediction,1997,netscape_native_orb_timeline,6_to_12_months,verified,outcome-linkage,expert,3,Netscape future browser with native Object Request Broker expected in 6-12 months from April 1997,,,,1997-dec-linkworks-webworker---an-object-db2d2a.014,Vendor Profile,low,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-021,1997-dialogic-ct-media-sets-the-pace-for-440d5e,,TECH-S1-001,actual-outcome,2000,CT Media succeeded by VoIP/SIP standards,ECTF S.100 framework was ultimately superseded by H.323 and SIP VoIP standards. CT Media was not the long-term standard; SIP became the dominant telephony protocol by 2005-2010.,partially-verified,ingest-extraction,public-record,N/A,"The ECTF framework (S.100, H.100) was ultimately superseded by VoIP/SIP standards; CT Media was not the long-term standard. | VoIP/SIP superseding ECTF framework confirmed by industry history. Source: General telecom industry records.",,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.021,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-023,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-001,TECH-S2-001,actual-outcome,1997,StrongARM sold to Intel,Intel acquired DEC's semiconductor division (Hudson fab) and StrongARM technology for $700 million as part of patent lawsuit settlement in October 1997. Intel shipped StrongARM SA-1100 in 1998.,partially-verified,ingest-extraction,public-record,N/A,Intel acquired DEC's Hudson fab and StrongARM for $700M as part of patent lawsuit settlement in Oct 1997. Intel shipped SA-1100 in 1998; XScale succeeded StrongARM in 2000. | Source notes confirm StrongARM acquisition by Intel in 1997 patent settlement. Source: industry records.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.023,Vendor Profile,low,vendor-study
hp-mainframe-alternative-fernandez-mfasc-a2179f-OBS-002,hp-mainframe-alternative-fernandez-mfasc-a2179f,hewlett-packard,symmetric-multiprocessing,forecast,1992,Performance growth roadmap,">10x growth, 16-way MP",medium,ingest-extraction,vendor-roadmap,6,'And There Is More To Come' slide,,,,,vendor-conference-deck,medium,vendor-study
1997-migrating-from-sybase-sql-server-4.-d7b1d0-OBS-018,1997-migrating-from-sybase-sql-server-4.-d7b1d0,ENT-INF-001,TECH-INF-US-001,technology-assessment,1997,universal_server_ordbms,Informix Universal Server combines RDBMS with object-relational DataBlade extensions,high,ingest-extraction,product-feature,p3,"Combines Informix-OnLine with Illustra's technology. Supports user-defined data types, multimedia data, complex functions.",,,,OBS-TECH002,Vendor Profile,medium,vendor-study
aberdeen-open-online-transaction-process-ea272f-OBS-005,aberdeen-open-online-transaction-process-ea272f,tom-h-willmott,symmetric-multiprocessing,citation,1991,Willmott Aug 1991 microprocessor MP paper cited,Evaluating Options in Microprocessor Multiprocessing,high,ingest-extraction,primary-source,references,Co-author Willmott Aberdeen study on microprocessor MP,,,,,vendor-funded-aberdeen-paper-fragment,medium,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-017,1997-dialogic-ct-media-sets-the-pace-for-440d5e,,TECH-S1-002,viability-prediction,1997,ECTF S.100 adoption by CT industry,S.100 will prevail as CT media API standard,medium,ingest-extraction,analyst-assessment,p.5,Aberdeen predicted S.100 compliance would become mandatory; industry was moving toward it.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.017,Vendor Profile,low,vendor-study
aberdeen-open-online-transaction-process-ea272f-OBS-011,aberdeen-open-online-transaction-process-ea272f,tom-h-willmott,open-online-transaction-processing,citation,1991,Willmott UNIX Myths and Business Realities cited,Aberdeen Group 1990,high,ingest-extraction,primary-source,references,Aberdeen 1990 UNIX Myths paper by Willmott,,,,,vendor-funded-aberdeen-paper-fragment,medium,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-002,1997-dialogic-ct-media-sets-the-pace-for-440d5e,dialogic-corporation,,market-data,1997,Dialogic application partners,2000,high,ingest-extraction,vendor-claim,p.1,"Dialogic had 2,000+ application partners successfully deployed on its products.",,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.002,Vendor Profile,low,vendor-study
1997-datareach--finding-business-value-i-34f0a6-OBS-004,1997-datareach--finding-business-value-i-34f0a6,ENT-DR-001,TECH-DR-001,technology-assessment,1997,product_description,EMC provides intelligent storage component of DataReach partnership,high,ingest-extraction,analyst-opinion,1,EMC role in joint product,,,,OBS-DR-004,Vendor Profile,medium,vendor-study
ncr-bringing-highly-available-nt-ecb055-OBS-010,ncr-bringing-highly-available-nt-ecb055,ibm,ibm-nt-server,actual-outcome,2005,IBM x86 server business fate,IBM sold x86/Netfinity server business to Lenovo in 2005 for $1.75 billion; IBM exited commodity server market,verified,web-source,document-review,Post-publication,IBM retained Power Systems and mainframes; x86 server business sold to Lenovo,,,,,vendor-profile,not-applicable,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-023,1997-data-integration-management-in-hete-de2429,,business-intelligence,actual-outcome,2000,y2k_outcome,y2k_largely_averted_significant_migration_occurred,high,outcome-linkage,secondary,,Y2K transition completed without major catastrophic failures; significant data migration projects executed 1998-2000,,,,1997-data-integration-management-in-hete-de2429.023,Vendor Profile,low,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-028,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-002,,market-data,1968,CGI founding year,1968,high,ingest-extraction,vendor-claim,p.3,CGI founded 1968; first turnkey telephony system delivered 1982.,,,S3,1997-digital-equipment-corporation-pr-c375a8.028,Vendor Profile,low,vendor-study
1997-migrating-from-sybase-sql-server-4.-d7b1d0-OBS-009,1997-migrating-from-sybase-sql-server-4.-d7b1d0,ENT-INF-001,TECH-ROW-001,technology-assessment,1997,row_level_locking_support,Informix-OnLine supports row-level locking; Sybase System 11 does not,high,ingest-extraction,product-feature,p4,Enables SAP and other major OLTP application support. Key differentiator cited by Aberdeen.,,,,OBS-INF005,Vendor Profile,medium,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-017,1997-data-integration-management-in-hete-de2429,digital-equipment-corporation,,viability-prediction,1997,eti_long_term_value,integral_part_of_it_infrastructure,high,ingest-extraction,expert,5,Aberdeen: evaluate ETI•EXTRACT not only for project at hand but as long-term integral IT infrastructure part,,,,1997-data-integration-management-in-hete-de2429.017,Vendor Profile,low,vendor-study
1997-migrating-from-sybase-sql-server-4.-d7b1d0-OBS-020,1997-migrating-from-sybase-sql-server-4.-d7b1d0,ENT-INF-001,TECH-INF-OL-001,technology-assessment,1997,replication_types,"Informix-OnLine supports three asynchronous replication types: high-availability, discrete, continuous",high,ingest-extraction,product-feature,p4,Enterprise replication allows mass copy to data marts without impacting OLTP performance.,,,,OBS-TECH004,Vendor Profile,medium,vendor-study
vitria-testimonials-kastner-bpa-soa-rese-93ccae-OBS-003,vitria-testimonials-kastner-bpa-soa-rese-93ccae,peter-s-kastner,vitria-bpa,expert-opinion,2007,User demand for process visibility,Users want better and more timely views into their business processes,high,ingest-extraction,expert-opinion,online,Kastner third clause,,,,,vendor-marketing-page,medium,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-011,1997-digital-&-oracle-s-nci--partners-in-2d680c,,,framework-factor,1997,Annual electricity savings per NC vs PC,$125,medium,ingest-extraction,vendor-claim,p.3,NC was projected to save $125 per user per year in electricity versus typical PC.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.011,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-006,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-002,TECH-S2-002,technology-assessment,1997,NCI software suite comprehensiveness,Most comprehensive NC software suite in industry,high,ingest-extraction,analyst-assessment,p.6,Aberdeen awarded NCI software suite highest marks for architecture and breadth of functionality for a first release.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.006,Vendor Profile,low,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-020,1997-dialogic-ct-media-sets-the-pace-for-440d5e,dialogic-corporation,,actual-outcome,1999,Dialogic acquired by Intel,"Intel acquired Dialogic for approximately $780 million in 1999, validating Aberdeen's assessment of CT infrastructure value.",partially-verified,ingest-extraction,public-record,N/A,"Intel acquired Dialogic in 1999 for approximately $780 million, validating Aberdeen's assessment of CT infrastructure value. | Source notes confirm: 'Intel acquired Dialogic in 1999 for approximately $780 million.' Well-documented acquisition. Source: industry records.",,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.020,Vendor Profile,low,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-005,1997-dialogic-ct-media-sets-the-pace-for-440d5e,ENT-S1-003,TECH-S1-008,technology-assessment,1997,Brooktrout BOSTON S.100 support available,No (1998 planned),high,ingest-extraction,product-comparison,p.3,BOSTON S.100 API support not expected until 1998 per Aberdeen comparison table.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.005,Vendor Profile,low,vendor-study
lansa-composer-powerpoint-9f4257-OBS-006,lansa-composer-powerpoint-9f4257,,soa,actual-outcome,2020,SOA long-run trajectory,"SOA largely superseded by microservices, REST, and iPaaS. Core automation claim (auto-conversion of APIs/screens/messages) validated by modern low-code/RPA/iPaaS",verified,web-source,document-review,web-research,Kastner directional claim validated; SOA framing dated,,,,,vendor-presentation,medium,vendor-study
lansa-composer-powerpoint-9f4257-OBS-007,lansa-composer-powerpoint-9f4257,lansa-corporation,,actual-outcome,2021,LANSA corporate outcome,"LANSA acquired by Idera, Inc. in 2021",verified,web-source,document-review,web-research,,,,,,vendor-presentation,medium,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-003,1997-dialogic-ct-media-sets-the-pace-for-440d5e,dialogic-corporation,,market-data,1997,Countries with Dialogic deployments,74,high,ingest-extraction,vendor-claim,p.1,Dialogic products deployed in 74 countries per the study.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.003,Vendor Profile,low,vendor-study
1997-datareach--finding-business-value-i-34f0a6-OBS-008,1997-datareach--finding-business-value-i-34f0a6,ent-dr-003,TECH-DR-001,actual-outcome,2000,product_outcome,DataReach as a standalone joint product did not achieve sustained commercial success; ETL platforms and broader EAI tools supplanted purpose-built mainframe bypass products,high,ingest-extraction,web-research,N/A,Outcome determined through web research; no evidence DataReach survived past ~2000; EMC and BMC continued independently,,,,OBS-DR-008,Vendor Profile,medium,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-024,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-003,,actual-outcome,2002,CMG merged with Logica,"CMG and Logica merged in 2002 to form LogicaCMG, creating a ~$3 billion revenue IT services firm. LogicaCMG was later acquired by CGI Group in 2012.",partially-verified,ingest-extraction,public-record,N/A,"CMG merged with Logica in 2002 to form LogicaCMG (later Logica), creating $3B revenue IT services firm. LogicaCMG acquired by CGI Group Inc. in 2012. | Source notes confirm: 'CMG and Logica merged in 2002 to form LogicaCMG; acquired by CGI Group in 2012.'",,,S3,1997-digital-equipment-corporation-pr-c375a8.024,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-003,1997-data-integration-management-in-hete-de2429,digital-equipment-corporation,,market-data,1997,eti_rd_investment_usd_millions,13,high,ingest-extraction,secondary,5,Over $13 million invested in R&D alone,,,,1997-data-integration-management-in-hete-de2429.003,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-012,1997-dec-linkworks-webworker---an-object-db2d2a,,db2,framework-factor,1997,is_extroversion_roi,extroverted_apps_higher_roi_than_internal,high,ingest-extraction,survey,1,Companies with direct customer interaction find extroverted applications consistently higher ROI,,,,1997-dec-linkworks-webworker---an-object-db2d2a.012,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-013,1997-dec-linkworks-webworker---an-object-db2d2a,,db2,framework-factor,1997,distributed_object_vendor_adoption,sun_netscape_ibm_microsoft_all_committed,high,outcome-linkage,secondary,1,"Sun, Netscape, IBM, Microsoft all written white papers proclaiming benefits of distributed object framework",,,,1997-dec-linkworks-webworker---an-object-db2d2a.013,Vendor Profile,low,vendor-study
amd-industry-analyst-visionaries-64bit-2-7a191f-OBS-007,amd-industry-analyst-visionaries-64bit-2-7a191f,amd,64-bit-computing,expert-opinion,2003,Mainstream desktop excitement,"I believe that 64-bit technology will bring new and exciting opportunities to the mainstream market. Once you give millions [of users 64-bit, the ecosystem follows].",high,ingest-extraction,expert-opinion,online,Curated analyst quote,,,,,vendor-publication,high,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-026,1997-dec-linkworks-webworker---an-object-db2d2a,,,expert-opinion,1997,legacy_integration_value,once_integrated_linkworks_apps_leverageable,high,outcome-linkage,expert,5,Once legacy apps integrated into LinkWorks they can be tied into any number of LinkWorks solutions,,,,1997-dec-linkworks-webworker---an-object-db2d2a.026,Vendor Profile,low,vendor-study
1997-nortel--transforming-business-by-po-3edae6-OBS-011,1997-nortel--transforming-business-by-po-3edae6,ENT-NOR-001,,market-data,1997,nortel_employee_count_at_study,"Approximately 60,000-70,000 employees at time of study (pre-peak)",medium,ingest-extraction,estimated,p1,"Peak was 95,000; at bankruptcy ~30,000. 1997 figure estimated based on growth trajectory.",,,,OBS-NOR011,Vendor Profile,low,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-025,1997-dialogic-ct-media-sets-the-pace-for-440d5e,,TECH-S1-003,market-data,1997,TAPI de facto status,De facto call control standard,high,ingest-extraction,analyst-assessment,p.1,TAPI established as de facto standard for call control in Windows CT environment per Aberdeen.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.025,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-007,1997-data-integration-management-in-hete-de2429,digital-equipment-corporation,metadata-management,technology-assessment,1997,eti_metadata_facility,metastore_mdx_browsing_reporting,high,outcome-linkage,vendor,4,"Metadata Facility includes MetaStore OO database, Metadata Exchange Library, browsing, and reporting",,,,1997-data-integration-management-in-hete-de2429.007,Vendor Profile,low,vendor-study
1997-nortel--transforming-business-by-po-3edae6-OBS-012,1997-nortel--transforming-business-by-po-3edae6,,TECH-ATM-001,viability-prediction,1997,atm_networking_dominance,ATM will consolidate multimedia (voice/data/video) traffic on enterprise and carrier backbones,high,ingest-extraction,analyst-judgment,p2,Core thesis: consolidated ATM multimedia backbones replacing legacy TDM and X.25 networks.,,,,OBS-TECH001,Vendor Profile,low,vendor-study
ncr-bringing-highly-available-nt-ecb055-OBS-008,ncr-bringing-highly-available-nt-ecb055,ncr-corporation,,actual-outcome,2023,NCR Corporation subsequent history,NCR exited commodity server market post-2000; split into two independent companies in 2023: NCR Voyix (digital commerce) and NCR Atleos (ATM/banking),verified,web-source,document-review,Post-publication,NCR's server business was not sustained; ATM and point-of-sale businesses became its core. The 2023 split confirmed NCR's refocus on retail/banking verticals. Source: NCR corporate announcements 2023.,,,,,vendor-profile,not-applicable,vendor-study
1997-dialogic-ct-media-sets-the-pace-for-440d5e-OBS-008,1997-dialogic-ct-media-sets-the-pace-for-440d5e,,TECH-S1-001,technology-assessment,1997,CT Media resource management for multiple apps,Yes,high,ingest-extraction,analyst-assessment,p.2,Only CT Media provided resource management enabling multiple vendor apps to share single CT server hardware.,,,S1,1997-dialogic-ct-media-sets-the-pace-for-440d5e.008,Vendor Profile,low,vendor-study
amd-industry-analyst-visionaries-64bit-2-7a191f-OBS-008,amd-industry-analyst-visionaries-64bit-2-7a191f,peter-s-kastner,,biographical,2003,Kastner role at Aberdeen 2003 (mid),Peter Kastner attributed as Aberdeen Group analyst in AMD industry-visionary curation,high,ingest-extraction,primary-source,online,AMD-curated attribution,,,,,vendor-publication,high,vendor-study
1997-digital-equipment-corporation-pr-c375a8-OBS-007,1997-digital-equipment-corporation-pr-c375a8,ENT-S3-006,TECH-S3-005,technology-assessment,1997,Vienna Systems IP telephony capability,Software supports multiple gateways; open APIs; TAPI,high,ingest-extraction,analyst-assessment,p.7,"Vienna's IP voice/fax gateway supported multiple gateways, open APIs, TAPI applications; web-based support.",,,S3,1997-digital-equipment-corporation-pr-c375a8.007,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-018,1997-dec-linkworks-webworker---an-object-db2d2a,digital-equipment-corporation,metadata-management,viability-prediction,1997,dcom_leverage,linkworks_will_leverage_dcom_as_microsoft_delivers,medium,ingest-extraction,expert,3,LinkWorks will be able to leverage DCOM as Microsoft slowly delivers it,,,,1997-dec-linkworks-webworker---an-object-db2d2a.018,Vendor Profile,low,vendor-study
1997-data-integration-management-in-hete-de2429-OBS-010,1997-data-integration-management-in-hete-de2429,,windows-nt,framework-factor,1997,data_integration_strategic_drivers,data_warehousing_y2k_erp_implementation_acquisitions,high,ingest-extraction,secondary,1,"Key IS initiatives requiring data integration: warehousing, new enterprise apps, mergers/acquisitions, migration",,,,1997-data-integration-management-in-hete-de2429.010,Vendor Profile,low,vendor-study
1997-digital-&-oracle-s-nci--partners-in-2d680c-OBS-005,1997-digital-&-oracle-s-nci--partners-in-2d680c,ENT-S2-001,TECH-S2-001,benchmark-result,1997,CaffeineMark Java benchmark: StrongARM vs SGI/Sun workstations,>2x throughput,high,ingest-extraction,benchmark,p.5,StrongARM 233 MHz delivered more than twice the CaffeineMark throughput of SGI and Sun Ultra workstations and Intel 200 MHz Pentium Pro.,,,S2,1997-digital-&-oracle-s-nci--partners-in-2d680c.005,Vendor Profile,low,vendor-study
1997-dec-linkworks-webworker---an-object-db2d2a-OBS-010,1997-dec-linkworks-webworker---an-object-db2d2a,digital-equipment-corporation,data-mining,strategy-classification,1997,deployment_complexity_advantage,enterprise_deployment_experience_barrier,high,ingest-extraction,vendor,5,Digital found deploying prototype demands another level of effort vs single-instance prototype,,,,1997-dec-linkworks-webworker---an-object-db2d2a.010,Vendor Profile,low,vendor-study
1997-migrating-from-sybase-sql-server-4.-d7b1d0-OBS-008,1997-migrating-from-sybase-sql-server-4.-d7b1d0,ENT-INF-001,TECH-SMP-001,technology-assessment,1997,smp_scalability_advantage,Informix-OnLine provides superior SMP scalability vs. Sybase System 11,high,ingest-extraction,analyst-judgment,p4,Informix-OnLine DS 6.0/7.0 provide kernel-level SMP scalability. Sybase System 11 limited to 4 processors at time.,,,,OBS-INF004,Vendor Profile,medium,vendor-study
