"code_id","code_type","label","definition"
"supplier-context","observation_type","Supplier Context","Study-specific code: supplier-context"
"supplier-market","observation_type","Supplier Market","Study-specific code: supplier-market"
"surv","methodology_code","Survey Research","Primary data collected via structured online survey instrument distributed to target population"
"survey","observation_type","Survey","Data from structured survey of enterprises or users"
"survey-98-users","methodology","Survey 98 Users","Study-specific code: survey-98-users"
"survey-based","methodology","Survey Based","Study-specific code: SURVEY-BASED"
"survey-benchmarking","methodology","Survey Benchmarking","Study-specific code: survey-benchmarking"
"survey-data","observation_type","Survey Data","Study-specific code: survey-data"
"survey-finding","observation_type","Survey Finding","Study-specific code: survey-finding"
"survey-instrument","observation_type","Survey Instrument","Study-specific code: survey-instrument"
"survey-research","methodology","Survey Research","Primary research methodology using structured questionnaires distributed to a defined population"
"survey-result","observation_type","Survey Result","Study-specific code: survey-result"
"survey-statistic","observation_type","Survey Statistic","Study-specific code: survey-statistic"
"survey/qualitative","methodology","Survey/Qualitative","Study-specific code: survey/qualitative"
"systems-integrator","entity_type","Systems Integrator","Professional services firm specializing in technology implementation"
"systems-management","methodology"," Systems Management","Study-specific code:  systems management"
"ta","methodology","Ta","Study-specific code: TA"
"tandem-integrity","platform","Tandem Integrity","Tandem Computers Integrity series (MIPS-based)"
"tandem-nsk","platform","Tandem NonStop Kernel","Tandem Computers NonStop Kernel fault-tolerant OS"
"tandem-white-paper","methodology","Tandem White Paper","Study-specific code: tandem-white-paper"
"tandem_clx_per_proc","observation_type","Tandem_Clx_Per_Proc","Study-specific code: tandem_clx_per_proc"
"tandem_response_time","observation_type","Tandem_Response_Time","Study-specific code: tandem_response_time"
"tandem_teller_undercount","observation_type","Tandem_Teller_Undercount","Study-specific code: tandem_teller_undercount"
"tandem_vlx_per_proc","observation_type","Tandem_Vlx_Per_Proc","Study-specific code: tandem_vlx_per_proc"
"taxonomy","observation_type","Taxonomy","Study-specific code: taxonomy"
"tco","framework","Total Cost of Ownership","Total cost metric for enterprise computing systems including acquisition, management, and support."
"team-composition","observation_type","Team Composition","Study-specific code: team-composition"
"tech-analysis","methodology","Tech Analysis","Study-specific code: TECH-ANALYSIS"
"tech-emergence-decline","methodology","Tech Emergence Decline","Study-specific code: tech-emergence-decline"
"technical-claim","observation_type","Technical Claim","Study-specific code: technical-claim"
"technical-spec","observation_type","Technical Spec","Study-specific code: technical-spec"
"technical-specification","methodology","Technical Specification","Study-specific code: technical-specification"
"technology-adoption","observation_type","Technology Adoption","Study-specific code: technology-adoption"
"technology-analysis","methodology","Technology Analysis","Study-specific code: technology-analysis"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"technology-benchmark","observation_type","Technology Benchmark","Study-specific code: technology-benchmark"
"technology-comparison","observation_type","Technology Comparison","Study-specific code: technology-comparison"
"technology-context","observation_type","Technology Context","Background or contextual information about a technology"
"technology-definition","observation_type","Technology Definition","Formal or working definition of a technology concept"
"technology-landscape","observation_type","Technology Landscape","Characterization of the broader technology environment"
"technology-lifecycle","observation_type","Technology lifecycle","Observation documenting lifecycle state of a technology."
"technology-lifecycle-analysis","methodology","Technology lifecycle analysis","Classification of technology lifecycle state across eras."
"technology-mix","observation_type","Technology Mix","Study-specific code: technology-mix"
"technology-partner","entity_role","Technology Partner","A vendor whose technology the primary product integrates with"
"technology-partner-planned","entity_role","Planned Technology Partner","Integration planned but not yet available at time of study"
"telecom-middleware","subject_domain","Telecom Middleware","Domain covering software for integrating heterogeneous telecom network elements and services"
"telecommunications","entity_type","Telecommunications Carrier","Telecommunications service provider or equipment vendor"
"teradata_ownership_context","observation_type","Teradata_Ownership_Context","Study-specific code: teradata_ownership_context"
"terminology-awareness","observation_type","Terminology Awareness","Study-specific code: terminology-awareness"
"terminology-recommendation","observation_type","Terminology Recommendation","Study-specific code: terminology-recommendation"
"tertiary-source","methodology","Tertiary Source","Study-specific code: tertiary-source"
"thematic-thread-decomposition","observation_type","Thematic Thread Decomposition","Thread-level claim, population count, or named exemplar in a longitudinal study"
"theme-classification","methodology","Theme Classification","Study-specific code: theme-classification"
"third-party-endorsement","methodology","Third Party Endorsement","Study-specific code: third-party-endorsement"
"third-party-forecast","methodology","Third Party Forecast","Study-specific code: third-party-forecast"
"third-party-press","methodology","Third Party Press","Study-specific code: third-party-press"
"third-party-quote","methodology","Third Party Quote","Study-specific code: third-party-quote"
"third-party-report","methodology","Third-Party Report","Finding sourced from an independent third-party report or white paper."
"third-party-research","methodology","Third Party Research","Study-specific code: third-party-research"
"third-party-survey","methodology","Third Party Survey","Study-specific code: third-party-survey"
"thread-density","observation_type","Thread density","Observation documenting frequency of evidence in a thematic thread."
"thread-quotation","methodology","Thread Quotation","Study-specific code: thread-quotation"
"three-is-framework","observation_type","Three-Is Framework","Aberdeen's Interface/Integration/Innovation evaluation framework for ERP vertical capabilities"
"tier-recommendation","observation_type","Tier Recommendation","Study-specific code: tier-recommendation"
"timeline","observation_type","Timeline","Study-specific code: timeline"
"timeline-milestone","observation_type","Timeline Milestone","Study-specific code: timeline-milestone"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"tp-monitor-support","obs_type","TP Monitor Support","Description of supported transaction processing monitors"
"tpc-benchmark-analysis","methodology","Tpc Benchmark Analysis","Study-specific code: tpc-benchmark-analysis"
"tpc_anticipation","observation_type","Tpc_Anticipation","Study-specific code: tpc_anticipation"
"tps_definition_format","observation_type","Tps_Definition_Format","Study-specific code: tps_definition_format"
"trade-press","methodology","Trade Press","Study-specific code: trade-press"
"trade-press-estimate","methodology","Trade Press Estimate","Study-specific code: trade-press-estimate"
"trade-show","observation_type","Trade Show","Study-specific code: trade-show"
"training-content","observation_type","Training Content","Study-specific code: training-content"
"training-format","observation_type","Training Format","Study-specific code: training-format"
"training-objective","observation_type","Training Objective","Study-specific code: training-objective"
"trend-analysis","observation_type","Trend Analysis","Study-specific code: trend-analysis"
"trend-forecast","methodology","Trend Forecast","Study-specific code: trend-forecast"
"tvp","methodology_code","Tvp","Technology Viewpoint report type"
"two_member_cluster_cross_node","observation_type","Two_Member_Cluster_Cross_Node","Study-specific code: two_member_cluster_cross_node"
"ubiquitous","current_status","Ubiquitous","Technology has become universal/standard"
"ultrix","platform","ULTRIX","Digital's older Unix variant for VAX hardware"
"unknown","entity_status","Unknown","Current status of entity is not determined."
"unknown-code","methodology","[Deferred]","Study-specific code: [UNVERIFIED]"
"use-case","observation_type","Use Case","Description of a real or hypothetical application scenario"
"use-case-classification","observation_type","Use Case Classification","Study-specific code: use-case-classification"
"user-interview","methodology","User Interview","Study-specific code: user-interview"
"user-interviews","methodology","User Interviews","Interviews with IS buyers and users conducted by Aberdeen analysts"
"user-research","methodology","User Research","Research based on interviews with product users or customers"
"validation-claim","observation_type","Validation Claim","Study-specific code: validation-claim"
"value-proposition","observation_type","Value Proposition","Study-specific code: value-proposition"
"vaxcluster_lock_constraint","observation_type","Vaxcluster_Lock_Constraint","Study-specific code: vaxcluster_lock_constraint"
"vendor","methodology","Vendor-Provided","Data provided by the vendor (Dell) including pricing, service specifications, and program details"
"vendor-action","observation_type","Vendor Action","Study-specific code: vendor-action"
"vendor-analysis","methodology_code","Vendor Analysis","Structured analysis of vendor product strategy"
"vendor-announcement","methodology","Vendor Announcement","Study-specific code: vendor-announcement"
"vendor-assessment","methodology","Vendor Assessment","Study-specific code: vendor-assessment"
"vendor-briefing","observation_type","Vendor Briefing","Data derived from vendor-provided briefings and documentation"
"vendor-claim","methodology_code","Vendor Claim","Claim made by IBM or Lotus in product documentation or briefings"
"vendor-claimed","methodology_code","Vendor Claimed","Methodology: Data claimed by vendor without independent verification"
"vendor-collateral","methodology","Vendor Collateral","Study-specific code: vendor-collateral"
"vendor-commentary","methodology","Vendor Commentary","Study-specific code: vendor-commentary"
"vendor-confirmed","methodology","Vendor Confirmed","Information confirmed directly by the vendor's own team."
"vendor-data","observation_type","Vendor Data","Data sourced directly from vendor disclosures or press releases"
"vendor-disclosure","methodology","Vendor Disclosure","Study-specific code: vendor-disclosure"
"vendor-engagement","observation_type","Vendor Engagement","Study-specific code: vendor-engagement"
"vendor-framing","methodology","Vendor Framing","Study-specific code: vendor-framing"
"vendor-marketing","methodology","Vendor Marketing","Study-specific code: vendor-marketing"
"vendor-positioning","methodology","Vendor Positioning","Study-specific code: vendor-positioning"
"vendor-prescription","methodology","Vendor Prescription","Study-specific code: vendor-prescription"
"vendor-profile","observation_type","Vendor Profile","Study-specific code: vendor-profile"
"vendor-profiling","methodology","Vendor Profiling","Study-specific code: vendor-profiling"
"vendor-provided","methodology_code","Vendor Provided","Methodology: Data provided by the profiled vendor"
"vendor-published-analyst-content","methodology","Vendor Published Analyst Content","Study-specific code: vendor-published-analyst-content"
"vendor-quote","methodology","Vendor Quote","Study-specific code: vendor-quote"
"vendor-relationship","observation_type","Vendor Relationship","Study-specific code: vendor-relationship"
"vendor-reported","methodology","Vendor Reported","Study-specific code: vendor-reported"
"vendor-roadmap","methodology","Vendor Roadmap","Study-specific code: vendor-roadmap"
"vendor-spec","methodology","Vendor Spec","Study-specific code: vendor-spec"
"vendor-specification","methodology","Vendor Specification","Study-specific code: vendor-specification"
"vendor-sponsored-conclusion","methodology","Vendor Sponsored Conclusion","Study-specific code: vendor-sponsored-conclusion"
"vendor-statement","obs_type","Vendor Statement","Direct quote or paraphrase of a vendor's stated strategy or goal"
"vendor-stmt","methodology","Vendor Stmt","Study-specific code: vendor-stmt"
"vendor-strategy","observation_type","Vendor Strategy","Study-specific code: vendor-strategy"
"vendor-submission","methodology","Vendor Submission","Study-specific code: vendor-submission"
"vendor-survey","methodology","Vendor Survey","Study-specific code: vendor-survey"
"vendor-weakness","observation_type","Vendor Weakness","Study-specific code: vendor-weakness"
"vendor-whitepaper","methodology","Vendor Whitepaper","Study-specific code: vendor-whitepaper"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources; applied to actual-outcome observations"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"vpe","technology-category","Visual Programming Environment","Point-and-click/drag-drop application development environment; predecessor to modern visual IDEs."
"vups_consumption","observation_type","Vups_Consumption","Study-specific code: vups_consumption"
"web-research","observation_type","Web Research","Outcome determined through post-hoc web research and secondary sources"
"web-verification","methodology","Web Verification","Study-specific code: web-verification"
"web-verify","methodology","Web Verify","Study-specific code: WEB-VERIFY"
"webcasting","observation_type","Webcasting","Study-specific code: webcasting"
"weiss_desperation_quote","observation_type","Weiss_Desperation_Quote","Study-specific code: weiss_desperation_quote"
"white-paper","study-type","White Paper","Aberdeen strategic analysis/opinion paper; longer-form than product profile."
"white-paper-quotation","methodology","White Paper Quotation","Study-specific code: white-paper-quotation"
"wiki-driven-replication","methodology","Wiki Driven Replication","Study-specific code: wiki-driven-replication"
"willingness-to-adopt","observation_type","Willingness To Adopt","Study-specific code: willingness-to-adopt"
"windows-31","platform","Windows 3.1","Microsoft Windows 3.1 on Intel"
"windows-95","platform","Windows 95","Microsoft Windows 95 (forthcoming in v2.6)"
"windows-nt-alpha","platform","Windows NT Alpha","Microsoft Windows NT on Alpha architecture"
"windows-nt-intel","platform","Windows NT Intel","Microsoft Windows NT on Intel architecture"
"workload-inventory","observation_type","Workload Inventory","Enumeration of software or services running on a system."
"workload-measurement","observation_type","Workload Measurement","Measured resource consumption or utilization."
"workshop-deliverable","observation_type","Workshop Deliverable","Study-specific code: workshop-deliverable"
"workshop-description","observation_type","Workshop Description","Study-specific code: workshop-description"
"workshop-type","observation_type","Workshop Type","Study-specific code: workshop-type"
"wp","methodology_code","Wp","Aberdeen Executive White Paper report type"
"writing-standard","observation_type","Writing Standard","Study-specific code: writing-standard"
"wsj-feature","methodology","Wsj Feature","Study-specific code: WSJ-feature"
"wsj-quotation","methodology","Wsj Quotation","Study-specific code: WSJ-quotation"
"wv","methodology","Wv","Study-specific code: WV"
"secondary","methodology","Secondary","(placeholder restored by fix_v2_residuals_v1; please populate definition for code: secondary)"
"expert","methodology","Expert","(placeholder restored by fix_v2_residuals_v1; please populate definition for code: expert)"
"vendor-financials","methodology","Vendor Financials","(placeholder restored by fix_v2_residuals_v1; please populate definition for code: vendor-financials)"
"analyst-framework","methodology","Analyst Framework","(placeholder restored by fix_v2_residuals_v1; please populate definition for code: analyst-framework)"
"is-exec-survey","methodology","Is Exec Survey","(placeholder restored by fix_v2_residuals_v1; please populate definition for code: is-exec-survey)"
"customer-reference","methodology","Customer Reference","(placeholder restored by fix_v2_residuals_v1; please populate definition for code: customer-reference)"
