LAYER A failures (by study)

kastner-author/psk-misc-speech-agendas-5965a3
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

kastner-author/psk-personality-profile-2000-8be0a6
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/rdbms-for-ibm-powera~1-7a44be
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')

kastner-author/safeway-damages-report-draft-b502f4
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: column-count FAIL (header has 7 cols, expected 9)
  entities.csv: header FAIL (col 3: got 'status', want 'sector')
  technologies.csv: column-count FAIL (header has 6 cols, expected 9)
  technologies.csv: header FAIL (col 3: got 'lifecycle_at_study', want 'vendor')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/sars2-hot-topic-cf91d4
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/sequent-592620
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

kastner-author/sequent-sap-sequen~1-7f70e4
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

kastner-author/snap-appliances-snapshot-10-15pk-f183fe
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/soa-aon-webinar-022206a-125e6b
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: enum row 2: confidence='CF-HIGH'
  observations.csv: enum row 3: confidence='CF-HIGH'
  observations.csv: enum row 4: confidence='CF-HIGH'
  observations.csv: enum row 5: confidence='CF-HIGH'
  observations.csv: enum row 6: confidence='CF-HIGH'
  observations.csv: enum row 7: confidence='CF-HIGH'
  observations.csv: enum row 8: confidence='CF-HIGH'
  observations.csv: enum row 9: confidence='CF-HIGH'
  observations.csv: enum row 10: confidence='CF-HIGH'
  observations.csv: enum row 11: confidence='CF-HIGH'
  observations.csv: enum row 12: confidence='CF-HIGH'
  observations.csv: enum row 13: confidence='CF-HIGH'
  observations.csv: enum row 14: confidence='CF-HIGH'
  observations.csv: enum row 15: confidence='CF-HIGH'
  observations.csv: enum row 16: confidence='CF-HIGH'
  observations.csv: enum row 17: confidence='CF-HIGH'
  observations.csv: enum row 18: confidence='CF-HIGH'
  observations.csv: enum row 19: confidence='CF-HIGH'
  observations.csv: enum row 20: confidence='CF-HIGH'
  observations.csv: enum row 21: confidence='CF-HIGH'
  observations.csv: enum row 22: confidence='CF-HIGH'
  observations.csv: enum row 23: confidence='CF-HIGH'
  observations.csv: enum row 24: confidence='CF-HIGH'
  observations.csv: enum row 25: confidence='CF-HIGH'
  observations.csv: enum row 26: confidence='CF-HIGH'
  observations.csv: enum row 27: confidence='CF-HIGH'
  observations.csv: enum row 28: confidence='CF-HIGH'
  observations.csv: enum row 29: confidence='CF-HIGH'
  observations.csv: enum row 30: confidence='CF-HIGH'
  observations.csv: enum row 31: confidence='CF-HIGH'
  observations.csv: enum row 32: confidence='CF-HIGH'
  observations.csv: enum row 33: confidence='CF-HIGH'
  observations.csv: enum row 34: confidence='CF-HIGH'
  observations.csv: enum row 35: confidence='CF-HIGH'
  observations.csv: enum row 36: confidence='CF-HIGH'
  observations.csv: enum row 37: confidence='CF-HIGH'
  observations.csv: enum row 38: confidence='CF-HIGH'
  observations.csv: enum row 39: confidence='CF-HIGH'
  observations.csv: enum row 40: confidence='CF-HIGH'
  observations.csv: enum row 41: confidence='CF-HIGH'
  observations.csv: enum row 42: confidence='CF-HIGH'
  observations.csv: enum row 43: confidence='CF-HIGH'
  observations.csv: enum row 44: confidence='CF-HIGH'
  observations.csv: enum row 45: confidence='CF-HIGH'
  observations.csv: enum row 46: confidence='[REVIEW]'
  observations.csv: enum row 47: confidence='CF-HIGH'
  observations.csv: enum row 48: confidence='CF-HIGH'
  observations.csv: enum row 49: confidence='CF-HIGH'
  observations.csv: enum row 50: confidence='CF-HIGH'
  observations.csv: enum row 51: confidence='CF-HIGH'
  observations.csv: enum row 52: confidence='CF-HIGH'
  observations.csv: enum row 53: confidence='CF-HIGH'
  observations.csv: enum row 54: confidence='CF-HIGH'
  observations.csv: enum row 55: confidence='CF-HIGH'

kastner-author/software-market-safegu~1-ea7453
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

kastner-author/technology-themes-ee5ba4
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/the-business-value-in-it-outsourcing-7d5f23
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/translating-early-skills-and-experiences-15bb2d
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/watchit-psk-aberdeen-cro-presenter-2002--5843bc
  studies.csv: enum row 2: importance='moderate'
  studies.csv: enum row 2: relevance='moderate'
  studies.csv: enum row 2: prescience='moderate'

kastner-author/webex--taking-conferencing-to-the-busine-5b8109
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

kastner-author/y2k-computerworld-aberdeen-psk-irving-19-5bcd20
  observations.csv: enum row 11: confidence='moderate'
  observations.csv: enum row 12: confidence='moderate'

other-authors/1997-crm-siebel-systems-pr-569e52
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-datareach--finding-business-value-i-34f0a6
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-desktop-and-systems-management-the--169a9b
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-dev-expanding-universes-for-busines-c42c71
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-dialogic-ct-media-sets-the-pace-for-440d5e
  observations.csv: enum row 21: confidence='[REVIEW]'
  observations.csv: enum row 22: confidence='[REVIEW]'
  observations.csv: enum row 23: confidence='[REVIEW]'
  observations.csv: enum row 24: confidence='[REVIEW]'
  observations.csv: enum row 25: confidence='[REVIEW]'

other-authors/1997-digital-&-oracle-s-nci--partners-in-2d680c
  observations.csv: enum row 22: confidence='[REVIEW]'
  observations.csv: enum row 23: confidence='[REVIEW]'
  observations.csv: enum row 24: confidence='[REVIEW]'
  observations.csv: enum row 25: confidence='[REVIEW]'
  observations.csv: enum row 26: confidence='[REVIEW]'
  observations.csv: enum row 27: confidence='[REVIEW]'

other-authors/1997-digital-equipment-corporation-pr-c375a8
  observations.csv: enum row 22: confidence='[REVIEW]'
  observations.csv: enum row 23: confidence='[REVIEW]'
  observations.csv: enum row 24: confidence='[REVIEW]'
  observations.csv: enum row 25: confidence='[REVIEW]'
  observations.csv: enum row 26: confidence='[REVIEW]'
  observations.csv: enum row 27: confidence='[REVIEW]'

other-authors/1997-digital-ramps-up-for-the-leadership-fb5854
  observations.csv: enum row 24: confidence='[REVIEW]'
  observations.csv: enum row 25: confidence='[REVIEW]'
  observations.csv: enum row 26: confidence='[REVIEW]'
  observations.csv: enum row 27: confidence='[REVIEW]'
  observations.csv: enum row 28: confidence='[REVIEW]'
  observations.csv: enum row 29: confidence='[REVIEW]'

other-authors/1997-digital-s-terabyte-hour-nonstop-vld-ce92ca
  observations.csv: enum row 25: confidence='[REVIEW]'
  observations.csv: enum row 26: confidence='[REVIEW]'
  observations.csv: enum row 27: confidence='[REVIEW]'
  observations.csv: enum row 28: confidence='[REVIEW]'
  observations.csv: enum row 29: confidence='[REVIEW]'
  observations.csv: enum row 30: confidence='[REVIEW]'
  observations.csv: enum row 31: confidence='[REVIEW]'

other-authors/1997-distributed-object-technology--dead-3cf2d1
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-dw-competitive-advantage-through-pr-b307c7
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-dynaflo-systems----e-mail-for-the-b-854582
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-dynasoft-s-boks-family--a-pragmatic-e6df7d
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

other-authors/1997-electronic-commerce-to-internet-com-b26a35
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-ibm-extended-transaction-systems-fa-0369fa
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-ibm-information-integration-family--29351c
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-ibm-ships-first-64-bit-rs-6000-serv-961e2c
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: enum row 2: confidence='[REVIEW]'
  observations.csv: enum row 3: confidence='[REVIEW]'
  observations.csv: enum row 10: confidence='[REVIEW]'

other-authors/1997-ibm-when-a-pc-is-simply-platform-ov-5e9364
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: enum row 2: confidence='[REVIEW]'
  observations.csv: enum row 3: confidence='[REVIEW]'
  observations.csv: enum row 4: confidence='[REVIEW]'
  observations.csv: enum row 12: confidence='[REVIEW]'
  observations.csv: enum row 16: confidence='[REVIEW]'
  observations.csv: enum row 26: confidence='[REVIEW]'

other-authors/1997-infinite-resource-planning-wp-893815
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-informix-and-silicon-graphics-reach-98e6ea
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-informix-metacube-4.0--relational-o-23491d
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-insession---accessing-and-leveragin-cb2e40
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-intelligent-i-o-initiative--scaling-aae222
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-knowledge-discovery-one-s-retail-di-f6b834
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-kodak-completes-wang-software-acqui-e78bb4
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-laplink-solutions-offer-telecommuti-292aa8
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-lucent-delivers-internet-telephony--888598
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-managing-corporate-internet-access--ae26d9
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/1997-perspecta-inc-september-1997-b8e81d
  studies.csv: enum row 2: prescience='[REVIEW]'

other-authors/1997-sequent-s-numa-q-2000-solutions-77a77c
  observations.csv: enum row 4: confidence='[REVIEW]'

other-authors/1997-vertical-industry-solutions-baan-leads-in-innovati-f12724
  observations.csv: enum row 9: confidence='[REVIEW]'

other-authors/1998-internet-sales-report-4cde3f
  observations.csv: enum row 23: confidence='[REVIEW]'

other-authors/aberdeen-1995-3com-lanplex-2500
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-commercial-messaging
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-data-warehouse-olap
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')

other-authors/aberdeen-1995-digital-linkworks
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: column-count FAIL (header has 10 cols, expected 9)
  entities.csv: header FAIL (col 1: got 'study_id', want 'entity_name')
  technologies.csv: header FAIL (col 1: got 'study_id', want 'tech_name')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-digital-multia
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-digital-objectbroker
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: column-count FAIL (header has 10 cols, expected 9)
  entities.csv: header FAIL (col 1: got 'study_id', want 'entity_name')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: column-count FAIL (header has 8 cols, expected 9)
  technologies.csv: header FAIL (col 1: got 'study_id', want 'tech_name')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-hp-customer-interaction-software
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-hp-softbench
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')

other-authors/aberdeen-1995-ibm-as400-sap-r3
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: column-count FAIL (header has 11 cols, expected 9)
  entities.csv: header FAIL (col 1: got 'study_id', want 'entity_name')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: column-count FAIL (header has 10 cols, expected 9)
  technologies.csv: header FAIL (col 1: got 'study_id', want 'tech_name')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-ibm-db2-common-server
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: column-count FAIL (header has 10 cols, expected 9)
  entities.csv: header FAIL (col 1: got 'study_id', want 'entity_name')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: header FAIL (col 1: got 'study_id', want 'tech_name')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-intersolv-virtual-data-warehouse
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: header FAIL (col 1: got 'study_id', want 'entity_name')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: header FAIL (col 1: got 'study_id', want 'tech_name')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-limd-technology
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: column-count FAIL (header has 10 cols, expected 9)
  entities.csv: header FAIL (col 3: got 'role_in_study', want 'sector')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-novell-predicament
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-oracle-interoffice
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')

other-authors/aberdeen-1995-progress-software-profile
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-rdbms-cray-research-inc
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-sun-microsystems-computer-company
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1995-upgrading-isv-methodology-enterprise-application-development
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-3com-reconciling-clientserver-development-internet
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-advanced-planning-engines-white-paper
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-app-dun-bradstreet-software-smartstrtogether-better
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-as400-year-2000-ibm-leading-users
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-computer-telephony-integration
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-dec-manageworks-22
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-digital-debunks-ntsmp-scalability-myth
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-digital-leading-nt-across-enterprise-charge
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-digitals-personal-workstation-new-markets-channels
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-distributed-open-rdbms-buying-guide
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-enterprise-data-knowledge-integrated-data-marts
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-evaluating-system36-migration-strategies
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-hp-vectra-xw-personal-workstation
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-ibm-aix-4-not-your-fathers-325
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-ibm-as400-vs-microsoft-nt-server
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-ibm-os2-warp-server
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

other-authors/aberdeen-1996-ibm-tivoli
  studies.csv: QUOTE_ALL FAIL (unquoted header field: 'study_id')
  entities.csv: QUOTE_ALL FAIL (unquoted header field: 'entity_id')
  technologies.csv: QUOTE_ALL FAIL (unquoted header field: 'tech_id')
  observations.csv: QUOTE_ALL FAIL (unquoted header field: 'obs_id')

