"entity_id","study_id"
"peter-s-kastner","psk-litigate98-72601c"
"peter-s-kastner","psk-litigation-b452e6"
"peter-s-kastner","psk-niopubs-3d103b"
"peter-s-kastner","psk-personality-profile-2000-8be0a6"
"peter-s-kastner","purchasing-mag-high-tech-supply-chains-2-fc2a91"
"peter-s-kastner","q-a-achieving-more-value-from-enterprise-d1d7dd"
"peter-s-kastner","rbj-pc-reseller-slump-psk-2002-07-05-9cb170"
"peter-s-kastner","real-time-billing-for-internet-protocol--5ef746"
"peter-s-kastner","rebate-check-recordonline-van-vlack-d7d600"
"peter-s-kastner","rebates-savings-or-scam-chatham-journal--4bf5c2"
"peter-s-kastner","rebates-spur-buyers-but-many-don-t-colle-2aaa2e"
"peter-s-kastner","remarks-of-peter-kastner-to-the-massachu-96335b"
"peter-s-kastner","research-resources-the-william-davidson--7de658"
"peter-s-kastner","research-reveals-that-60-percent-of-reba-c887df"
"peter-s-kastner","respiratory-illness-could-restrict-i.t.--c3c523"
"peter-s-kastner","restructure-plans-weigh-on-gateway-marke-c5656c"
"peter-s-kastner","review-gateway-notebook-with-intel-centr-985a73"
"peter-s-kastner","sabre-s-challenge-fb76f5"
"peter-s-kastner","salesforce.com-s-apex-code-good-idea-or--29f809"
"peter-s-kastner","sars-high-tech-monday-update-monday-apri-ac0cb5"
"peter-s-kastner","sars-puts-an-end-to-business-as-usual-in-6b0471"
"peter-s-kastner","sars-wirft-schatten-uber-elektronische-b-bf33b6"
"peter-s-kastner","sd-cards-overtake-memory-stick-12-may-20-81d89c"
"peter-s-kastner","sd-memory-cards-to-drive-market-for-digi-71a434"
"peter-s-kastner","sia-compaq-vows-support-himalaya-post-hp-21421a"
"peter-s-kastner","slow-growth-for-it-spending-in-2003-it-t-231f47"
"peter-s-kastner","small-is-huge-in-pcs-these-days-blog-arc-655851"
"peter-s-kastner","soa-adoption-at-90-percent-c9c4ec"
"peter-s-kastner","soa-adoption-eats-up-40-per-cent-of-it-r-d0cf12"
"peter-s-kastner","stratus-computer-is-down-ad-reprints-c19-903ebf"
"peter-s-kastner","stratus-corporate-overview-1982-11-a7e367"
"peter-s-kastner","stratus-et1-tp1-tandem-dossier-1986-26871a"
"peter-s-kastner","stratus-fault-tolerant-revolution-ad-198-797e0e"
"peter-s-kastner","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1"
"peter-s-kastner","stratus-sales-support-competitive-news-1-2aac8d"
"peter-s-kastner","sun-launch-questionnaire-9-a2c35d"
"peter-s-kastner","sun-master-contract-10-129daa"
"peter-s-kastner","sun-micro-slammed-as-quarterly-report-di-e9ee61"
"peter-s-kastner","sun-sentinel-citrix-templeton-staying-20-b645c7"
"peter-s-kastner","sun-shares-tumble-in-pre-market-trading--000d37"
"peter-s-kastner","supreme-court-orders-intel-documents-rel-e6e110"
"peter-s-kastner","survey-composite-applications-used-to-so-15f7a5"
"peter-s-kastner","svbi-apple-xserve-kastner-2002-05-17-1398db"
"peter-s-kastner","systems-management-delayed-promise-1bc587"
"peter-s-kastner","tablet-offers-high-risk-high-reward-port-7cf9f8"
"peter-s-kastner","tandem-opens-up-e020ed"
"peter-s-kastner","tandem-tr-85-2-debitcredit-1985-ca207a"
"peter-s-kastner","teamquest-8-ec015b"
"peter-s-kastner","tech-forecasts-idc-keeps-score-114e08"
"peter-s-kastner","tech-investor-deflation-the-dropping-dol-c85a61"
"peter-s-kastner","tech-investor-instant-messaging-goes-cor-1a14c2"
"peter-s-kastner","tech-investor-is-sars-sickening-tech-apr-850937"
"peter-s-kastner","tech-s-best-hope-pockets-of-prosperity-2-17d6cf"
"peter-s-kastner","techno-news-blog-6-713812"
"peter-s-kastner","technology-news-boardroom-former-sun-exe-bc336f"
"peter-s-kastner","technology-news-chips-amd-s-semprons-spa-21b184"
"peter-s-kastner","technology-news-future-tech-microsoft-la-625f49"
"peter-s-kastner","technology-news-future-tech-plastic-disc-4a4a71"
"peter-s-kastner","technology-news-hardware-amd-beats-apple-5399ec"
"peter-s-kastner","technology-news-hardware-amd-makes-athlo-214a36"
"peter-s-kastner","technology-news-hardware-amd-s-opteron-a-ecf5a9"
"peter-s-kastner","technology-news-hardware-apple-s-power-m-91980c"
"peter-s-kastner","technology-news-hardware-gateway-goes-gi-4af738"
"peter-s-kastner","technology-news-hardware-ibm-opens-custo-7fdf18"
"peter-s-kastner","technology-news-hardware-intel-ships-gra-47f656"
"peter-s-kastner","technology-news-hardware-intel-unveils-l-1f420a"
"peter-s-kastner","technology-news-hardware-intel-updates-i-a018d7"
"peter-s-kastner","technology-news-hardware-samsung-unveils-e689dd"
"peter-s-kastner","technology-news-hardware-sun-unveils-ult-4a76bb"
"peter-s-kastner","technology-news-international-microsoft--a2f127"
"peter-s-kastner","technology-news-trends-desktop-pcs-decli-7993aa"
"peter-s-kastner","telephony-post911-conferencing-psk-2001--0bf283"
"peter-s-kastner","testahur95-330c0c"
"peter-s-kastner","tiger-responds-security-warnings-eweek-b-95c721"
"peter-s-kastner","tighten-disease-tracking-sars-latimes-20-0568b4"
"peter-s-kastner","tool-vendors-neglect-intranet-computing--97bde3"
"peter-s-kastner","translating-early-skills-and-experiences-15bb2d"
"peter-s-kastner","transmeta-crusoe-tm5700-tm5900-computerw-455262"
"peter-s-kastner","unisys-florida-hrs-expert-witness-tallah-5b4524"
"peter-s-kastner","upgrades-boost-database-market-iweek-fol-f19804"
"peter-s-kastner","urban-wifi-gridlock-eweek-2003-kastner-r-2e0114"
"peter-s-kastner","usatoday-kessler-itanium-mckinley-kastne-77362b"
"peter-s-kastner","usatoday-maney-mac-or-pc-windows-securit-b45d45"
"peter-s-kastner","usatoday-maney-microsoft-patents-rd-spen-8fdf22"
"peter-s-kastner","usatoday-maney-pentium-fdiv-kastner-1994-13a035"
"peter-s-kastner","usatoday-reuters-pc-music-deals-gateway--b3a303"
"peter-s-kastner","usatoday-reuters-small-pcs-form-factor-2-5ffca5"
"peter-s-kastner","vitria-testimonials-kastner-bpa-soa-rese-93ccae"
"peter-s-kastner","volume-1-about-the-author"
"peter-s-kastner","volume-1-appendix-career-timeline"
"peter-s-kastner","volume-1-ch01-waiting-for-automation-1960-1969"
"peter-s-kastner","volume-1-ch02-physics-of-the-machine-1969-1972"
"peter-s-kastner","volume-1-ch03-physics-of-consulting-1972-1979"
"peter-s-kastner","volume-1-ch04-prime-computer-1979-1981"
"peter-s-kastner","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"peter-s-kastner","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"peter-s-kastner","volume-1-ch07-founding-aberdeen-1988-1997"
"peter-s-kastner","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"peter-s-kastner","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"peter-s-kastner","volume-1-ch10-the-long-view-1966-2026"
"peter-s-kastner","volume-1-epilogue-argument-with-reality"
"peter-s-kastner","volume-1-introduction-physics-of-the-machine"
"peter-s-kastner","warranty-week-dell-warranty-policies-kas-0c084d"
"peter-s-kastner","washington-times-kellner-google-chrome-o-02e6a9"
"peter-s-kastner","watchit-psk-aberdeen-cro-presenter-2002--5843bc"
"peter-s-kastner","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622"
"peter-s-kastner","wired-idc-tech-bucks-hack-threats-2002-e6375d"
"peter-s-kastner","wsj-honeywell-bull-layoffs-kastner-1989-9faf05"
"peter-s-kastner","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"peter-s-kastner","y2k-computerworld-aberdeen-psk-irving-19-5bcd20"
"peter-s-kastner","year-in-macs-part-one-macworld-dalrymple-dd247c"
"peter-s-kastner","youtube-channelintel-anti-theft-tech-200-73a093"
"peter-s-kastner","youtube-kastner-intel-vpro-tco-2008-cb1733"
"peter-schlegel","volume-1-ch04-prime-computer-1979-1981"
"phi-computer-services","kastner-technology-breadth-memoir-2026"
"phi-computer-services","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"phi-computer-services","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"phi-computer-services","translating-early-skills-and-experiences-15bb2d"
"phi-computer-services","volume-1-appendix-career-timeline"
"phi-computer-services","volume-1-ch01-waiting-for-automation-1960-1969"
"phi-computer-services","volume-1-ch02-physics-of-the-machine-1969-1972"
"phi-computer-services","volume-1-ch03-physics-of-consulting-1972-1979"
"phi-computer-services","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"phi-computer-services","volume-1-ch10-the-long-view-1966-2026"
"phi-psd","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"philadelphia-police-department","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"philip-hankins","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001"
"philip-hankins","phi-psd-brochure-and-kastner-engagements-1969-1972-b8d001"
"philip-hankins","volume-1-about-the-author"
"philip-hankins","volume-1-ch02-physics-of-the-machine-1969-1972"
"philips","nvidia-personal-cinema-lab-report-2002"
"philips-electronics-na","cuna-win-rebate-runaround-2004-9da530"
"pilot-software","pilot-internet-publisher-51e601"
"pinnacle-systems","dct-video-market-segmentation-2002"
"placeware-inc","2002-webex-taking-conferencing-to-the-business-communic-85e330"
"placeware-inc","meetings-conventions-virtual-meetings-ps-c1b097"
"planview-inc","1999-professional-services-automation-rpt-10e22b"
"plastic-logic","topic-semiconductor-practice-definition-2002"
"platinum-software","cispra~1-23a333"
"platinum-technology","platinum-riskadvisor-ec30de"
"plaut-consulting","erppsp~1-31f088"
"pointcast","1997-broadvision-dynamic-web-application-5f10bb"
"polycom-inc","telephony-post911-conferencing-psk-2001--0bf283"
"portal-software","portal-99-fe5656"
"portera","oracle-middleware-fragment-5-d3d774"
"powersoft","1997-oracle-designer-2000-3201a7"
"powersoft","1997-oracle-developer-2000-client-server-development-en-5f98ce"
"powersoft","1997-unify-vision-8fcfc3"
"powersoft","aberdeen-1995-commercial-messaging"
"powersoft","nti-5-development-toolsets-0e71c5"
"powersoft-sybase","aberdeen-1996-moving-effectively-next-gen-client-server"
"precise-software","remarks-of-peter-kastner-to-the-massachu-96335b"
"premenos","dollars-and-sense-b2b-ec-eb8c9d"
"pressplay","usatoday-reuters-pc-music-deals-gateway--b3a303"
"price-waterhouse","erppsp~1-31f088"
"pricewaterhousecoopers","1999-crm-professional-services-rpt-96bf13"
"pricewaterhousecoopers","ie-appendix-lane-qa-research-e594cb"
"pricewaterhousecoopers","intel-centrino-pk-8ecf9a"
"primary-access-corporation","aberdeen-1997-3com-accelerates-remote-access-market"
"prime-computer","charles-t-casale-influence-cdfb3f"
"prime-computer","kastner-technology-breadth-memoir-2026"
"prime-computer","prime-industry-product-5-year-plan-1981-0a3546"
"prime-computer","translating-early-skills-and-experiences-15bb2d"
"prime-computer","volume-1-about-the-author"
"prime-computer","volume-1-appendix-career-timeline"
"prime-computer","volume-1-ch03-physics-of-consulting-1972-1979"
"prime-computer","volume-1-ch04-prime-computer-1979-1981"
"prime-computer","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"prime-computer","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"prime-computer","volume-1-ch07-founding-aberdeen-1988-1997"
"prime-computer","volume-1-ch10-the-long-view-1966-2026"
"prime-computer","volume-1-introduction-physics-of-the-machine"
"prime-market-planning","volume-1-ch04-prime-computer-1979-1981"
"prism-solutions","aberdeen-1996-enterprise-data-knowledge-integrated-data-marts"
"probe-research","telephony-post911-conferencing-psk-2001--0bf283"
"process-manufacturing-industry","process-of-process-eba-335083"
"progress-software","aberdeen-1996-progress-software-webspeed-internet"
"progress-software","aberdeen-eii-2003-ea3f1a"
"progress-software","nti-5-development-toolsets-0e71c5"
"progress-software","nti-6-rdbms-technology-48f4aa"
"progress-software","progress-version-8-2-development-environment-3cadac"
"progress-software","rdbms-for-ibm-powera~1-7a44be"
"project-mac","volume-1-ch01-waiting-for-automation-1960-1969"
"project-tact","computer-dating-1960s-businessinsider-gr-2b9490"
"psion","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0"
"qad-inc","erpv2p~1-b15573"
"qpass","1999-digitalcash-the-dash-to-digital-cash-enabling-inte-23732b"
"quinta-corporation","storag~1-262bc7"
"radioshack-canada-intertan","wsj-mcwilliams-private-label-pcs-2002-05-bdab0a"
"ralph-abbott","adl-ase-asep-two-way-power-communications-1979-b8c001"
"ramon-ray-blogger","laptop-performance-bottleneck-smallbiz-r-e310b2"
"randy-groves","infoworld-dell-sharpens-blade-attack-nee-f9cb9c"
"randy-mott","on-computers-tips-good-news-for-ncr-dell-1943c5"
"ranger-governance","letter-to-sanjay-kumar-ca-world-2001-d60b1b"
"ranger-governance-ltd","eweek-ca-team-victorious-proxy-fight-200-c424f4"
"rational-software","develo~1-d25652"
"rational-software","remarks-of-peter-kastner-to-the-massachu-96335b"
"red-brick","rdbms-for-ibm-powera~1-7a44be"
"red-brick-systems","1997-oracle-data-mart-suite-for-nt-926845"
"red-hat","2000-linux-multi-client-study-29e6cf"
"red-hat","2026-kastner-core-arguments-framework-0b0c6b"
"red-hat","linuxcare-profile-1999"
"red-hat","novell-and-microsoft-good-for-business-4-59404e"
"red-pepper-software","erppsp~1-31f088"
"reefedge","2001-aberdeen-group-recent-publications-psk-2be54d"
"reefedge-inc","2002-wireless-lan-security-an-adolescent-market-88de03"
"remedy-corp","1997-cis-report-ba825e"
"remedy-corporation","1997-automating-and-managing-internal-op-e69e64"
"remedy-corporation","1999-managing-customers-with-next-generation-software-a-a5adc4"
"remedy-corporation","aberdeen-1996-managing-customers-next-gen-helpdesk"
"remedy-corporation","cispra~1-23a333"
"renee-fraser","rebates-spur-buyers-but-many-don-t-colle-2aaa2e"
"rhonda-alexander-isuppli","death-of-crt-monitor-pcmag-2002-977c17"
"riaa","usatoday-reuters-pc-music-deals-gateway--b3a303"
"rich-echevarria","intel-2010-vpro-daily-globe-42697e"
"richard-buchanan","boston-globe-dec-steul-cfo-resigns-1994-4013c6"
"richard-case","volume-1-ch06-dec-mainframes-last-stand-1987-1988"
"rlx-technologies","2001-aberdeen-group-blades-an-evolution-in-server-densi-b56557"
"rob-baumgartner-planar","death-of-crt-monitor-pcmag-2002-977c17"
"rob-crooke","peter-kastner-10-bde195"
"rob-tholomoler","datamation-informix-dsa-ad-aberdeen-cite-a9f18d"
"robert-b-palmer","nyt-dec-steul-loses-another-top-official-8f8883"
"robert-freiburghouse","mini-micro-stratus-32-arch-freiburghouse-6dc03e"
"robert-m-chase","volume-1-ch01-waiting-for-automation-1960-1969"
"robert-paquin","wsj-tech-watching-analyst-industry-1998-002531"
"robert-siegel","volume-1-ch02-physics-of-the-machine-1969-1972"
"roger-heinen","dec-mgmt-memo-v7n5-state-of-company-1988-6a9954"
"roger-kay-analyst","small-is-huge-in-pcs-these-days-blog-arc-655851"
"roku","dct-oct.-4-hot-topic-b61c0d"
"rolm-corporation","volume-1-ch05-stratus-fault-tolerant-wars-1981-1987"
"ron-schmelzer","outlook-series-david-mcfarlane-nexaweb-p-1dd1b4"
"royalblue-technologies","cispra~1-23a333"
"rudy-downs","dec-notes-tp1-debit-credit-thread-1987-1-5815dc"
"rufus-connell-frost","tiger-responds-security-warnings-eweek-b-95c721"
"russ-craig","dct-webinar-announcement-2002-11"
"russ-craig-aberdeen","electronic-news-videoconferencing-sars-c-044642"
"russ-craig-aberdeen","sars-puts-an-end-to-business-as-usual-in-6b0471"
"sabre-group","sabre-s-challenge-fb76f5"
"safeway","safeway-damages-report-draft-b502f4"
"safeway","volume-1-appendix-career-timeline"
"safeway","volume-1-ch09-expert-witness-technology-on-trial-1992-2015"
"salesforce-com","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"saleslogix-corp","aberdeen-productization-pricing-and-survey-research-program-2000-b7b001"
"salomon","2002-microsoft-business-solutions-the-new-wave-at-stamp-532ae4"
"sam-wyly","eweek-ca-team-victorious-proxy-fight-200-c424f4"
"samir-bhavnani-current","amd-fusion-outlook-newsfactor-garrett-5859d3"
"samsung","dct-kastner-wish-list-2002-12"
"samsung-electronics","dct-personal-it-forecast-research-2001"
"samsung-electronics","samsung-unveils-fastest-mobile-cpu-on-th-c34fad"
"samsung-electronics","technology-news-hardware-samsung-unveils-e689dd"
"samsung-electronics-america","great-rebate-runaround-businessweek-grow-00f459"
"sandy-kurzig","translating-early-skills-and-experiences-15bb2d"
"sanjay-kumar","eweek-ca-team-victorious-proxy-fight-200-c424f4"
"sanjay-kumar","letter-to-sanjay-kumar-ca-world-2001-d60b1b"
"santa-cruz-operation","nti-3-pc-and-ws-1993-17d49b"
"sap","15-classification-key-applications-55b6be"
"sap","1998-internet-procurement-cdc4a6"
"sap","2001-aberdeen-group-recent-publications-psk-2be54d"
"sap","2003-peoplesoft-gains-crm-market-momentum-b4b610"
"sap","2026-kastner-oracle-longitudinal"
"sap","aberdeen-1996-ibm-as400-vs-microsoft-nt-server"
"sap","aberdeen-1996-taming-sap-r3-consultant-led-introspection"
"sap","aberdeen-1997-aberdeen-group-impacts"
"sap","aberdeen-eii-2003-ea3f1a"
"sap","cispra~1-23a333"
"sap","dell-sap-v6-d08820"
"sap","ecpspr~1-4968bf"
"sap","esb-0617-5cc5fa"
"sap","retail~1-d5de79"
"sap","software-market-safegu~1-ea7453"
"sap","volume-1-ch08-aberdeen-go-go-years-1998-2006"
"sap-ag","1993-hercules-sap-28344a"
"sap-ag","1997-ca-s-unicenter-tng-framework-pk-apr-50d15f"
"sap-ag","1997-teamsap-a3591b"
"sap-ag","1997-vertical-industry-solutions-baan-leads-in-innovati-f12724"
"sap-ag","1999-managing-customers-with-next-generation-software-a-a5adc4"
"sap-ag","1999-professional-services-automation-rpt-10e22b"
"sap-ag","2001-compaq-tru64-unix-and-oracle9i-clusters-reduce-cos-17b4b2"
"sap-ag","2001-sap-the-once-and-future-king-fe2827"
"sap-ag","2001-unisys-benchmark-gorilla-sets-new-sap-and-intel-ba-19cf5a"
"sap-ag","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"sap-ag","2003-business-process-orientation-changes-ap-le-flows-d-ed067c"
"sap-ag","aberdeen-1995-ibm-as400-sap-r3"
"sap-ag","aberdeen-1996-data-general-corporation"
"sap-ag","aberdeen-1996-flexiinternational-software-financial-acumen-technology"
"sap-ag","aberdeen-1996-lawson-software-desktop-workflow"
"sap-ag","aberdeen-1997-acceleratedsap-strategy"
"sap-ag","decision-maker-erp-services-805ce8"
"sap-ag","erppsp~1-31f088"
"sap-ag","erpv2p~1-b15573"
"sap-ag","informix-dsa-presentation-2-8d5fa3"
"sap-ag","ntpspr~1-728dc3"
"sap-ag","peoplesoft-bid-mirrors-lofty-goals-of-or-6be2ec"
"sap-ag","process-of-process-eba-335083"
"sap-ag","sap-r-3-on-wintel-servers-712986"
"sap-ag","sap-sybase-face-off-f2612e"
"sap-america","aberdeen-1995-ibm-as400-sap-r3"
"sap-america","aberdeen-1997-acceleratedsap-strategy"
"sap-america","utilit~1-0596b5"
"sapiens-international","1992-sapiens-and-metadata-0608b6"
"sas-institute","aberdeen-1996-khalix-financial-awareness-competitive-advantage"
"sas-institute","dssune~1-cbf6e3"
"savant-corp","savant-targets-feds-with-oracle-database-60eca2"
"sbc-communications","dct-dceit-practice-v6-2002"
"scientific-atlanta","dct-dceit-practice-v6-2002"
"scopus-technology","1997-cis-report-ba825e"
"scott-hansen","ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414"
"scott-page-associates","andersen-report-cover-letter-to-weber-4-4d17ee"
"sd-card-association","sd-cards-overtake-memory-stick-12-may-20-81d89c"
"sd-card-association","sd-memory-cards-to-drive-market-for-digi-71a434"
"seagate","09-maxtor-workshop-prep-guide-a218dc"
"seagate","10-maxtor-workshop-02-09-eod-53f22b"
"sean-maloney","peter-kastner-10-bde195"
"sears","1998-information-technology-in-the-retail-sector-the-in-33dc54"
"security-dynamics","aberdeen-1996-progress-software-webspeed-internet"
"seer-technologies","aberdeen-1995-commercial-messaging"
"segue-software","qacenter-automated-software-quality-from-start-to--b7003b"
"semiconductor-industry-assoc","sars-high-tech-monday-update-monday-apri-ac0cb5"
"semiconductor-industry-association","sars2-hot-topic-cf91d4"
"sequent","aberdeen-1996-digital-debunks-ntsmp-scalability-myth"
"sequent-computer","1991-encore-and-metadata-47f414"
"sequent-computer","1996-sequent-38f0b1"
"sequent-computer","aberdeen-1996-computer-telephony-integration"
"sequent-computer","aberdeen-1996-debunking-ntsmp-scalability-myth"
"sequent-computer","aberdeen-1996-risc-unix-market"
"sequent-computer","sequent-s-numa-q-2000-solutions-77a77c"
"sequent-computer","server-deal-turns-rivals-into-allies-seq-bdc3af"
"sequent-computer-systems","1992-tpc-benchmarks-vp-ed0e0d"
"sequent-computer-systems","1997-datafocus'-nutcracker--enterprise-c-bfc11e"
"sequent-computer-systems","sequent-592620"
"sequent-computer-systems","sequent-sap-sequen~1-7f70e4"
"shared-medical-systems","health~1-056358"
"sherri-wolf","wsj-tech-watching-analyst-industry-1998-002531"
"shiva-corp","aberdeen-1996-ciscos-access-business-unit-crystallizes-vision"
"shuttle-computer","small-is-huge-in-pcs-these-days-blog-arc-655851"
"siebel","01-difranco-report-on-aberdeen-group-res-444a19"
"siebel-systems","1997-cis-report-ba825e"
"siebel-systems","1997-the-compaq-siebel-global-alliance-an-e-roach-to-cu-458c35"
"siebel-systems","1998-cis-report-customer-interaction-software-631068"
"siebel-systems","1999-managing-customers-with-next-generation-software-a-a5adc4"
"siebel-systems","2003-aberdeen-group-free-research-aberdeen-insights-1-968e18"
"siebel-systems","2003-peoplesoft-gains-crm-market-momentum-b4b610"
"siebel-systems","aberdeen-1996-managing-customers-next-gen-helpdesk"
"siebel-systems","cispra~1-23a333"
"siebel-systems","tech-s-best-hope-pockets-of-prosperity-2-17d6cf"
"silicon-com","soa-adoption-eats-up-40-per-cent-of-it-r-d0cf12"
"silicon-graphics","aberdeen-1996-hp-9000-enterprise-server-64bit-pa8000"
"silicon-graphics","aberdeen-1996-hp-vectra-xw-personal-workstation"
"silicon-graphics","aberdeen-1997-aberdeen-group-impacts"
"silicon-graphics","nti-2-open-systems-1dd3af"
"silicon-graphics","silicon-graphics-origin-servers-a-high-duct-with-p-447a86"
"silicon-graphics","upgrades-boost-database-market-iweek-fol-f19804"
"silicon-graphics","workst~1-d22401"
"silicon-graphics-inc-sgi","1997-digital-s-terabyte-hour-nonstop-vld-ce92ca"
"silicon-graphics-inc-sgi","aberdeen-1995-limd-technology"
"silicon-graphics-sgi","aberdeen-1996-digitals-personal-workstation-new-markets-channels"
"silknet-software","aberdeen-1997-silknet-software"
"silknet-software","cispra~1-23a333"
"sirius-software-inc","sirius-web-enablement-b81ea8"
"smallworld-systems","utilit~1-0596b5"
"smartforce","1999-e-learning-in-the-enterprise-psk-d0fc8a"
"smartmoney-magazine","great-rebate-debate-smartmoney-grant-80650c"
"snap-appliance","snap-appliance-launches-new-release-of-i-373ab7"
"snap-appliance","snap-appliance-snapshot-2003"
"snap-appliance","snap-appliances-snapshot-10-15pk-f183fe"
"sni-pyramid","aberdeen-1996-risc-unix-market"
"snia","03-contract-pools-of-storage-phase2-a47fd3"
"snia","08-phase2-project-kickoff-2ea711"
"snia","maxtor-engagement-letter-nov2003"
"soft-mountain","soft-mountain-java-a396b5"
"software-ag","aberdeen-1995-commercial-messaging"
"software-ag","aberdeen-1996-software-ag-digital-high-performance-solutions"
"software-ag","nti-5-development-toolsets-0e71c5"
"software-ag","nti-6-rdbms-technology-48f4aa"
"software-ag","rdbms-for-ibm-powera~1-7a44be"
"somers","ibm-major-account-plan-8-cc6400"
"sonicblue","dct-microsoft-media-center-rollout-2002-08"
"sonicblue","dct-supplier-list-2002"
"sony","2001-pdas-in-the-enterprise-analyzing-supplier-viabilit-b2c1d0"
"sony","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b"
"sony","2003-sars-electronics-supply-chain-ec0375"
"sony","dct-access-pc-deals-2002-2003"
"sony","dct-memoir-ramp-vs-dct-prescience-2026"
"sony","dct-oct.-4-hot-topic-b61c0d"
"sony","dct-sony-personal-electronic-vision-2002"
"sony","dct-webinar-nov-2002"
"sony","dct-weekly-2002-12-01"
"sony","dct-weekly-2003-01-05"
"sony","dct-weekly-2003-01-12"
"sony","dct-weekly-2003-01-19"
"sony","dct-weekly-2003-01-26"
"sony","dct-weekly-2003-03-02"
"sony","dct-weekly-2003-03-09"
"sony","dct-weekly-2003-03-16"
"sony","dct-weekly-2003-03-23"
"sony","dct-weekly-2003-04-06"
"sony","dct-weekly-2003-04-13"
"sony","dct-weekly-2003-04-20"
"sony","dct-weekly-2003-05-11"
"sony","dct-weekly-2003-05-18"
"sony","dct-weekly-2003-06-08"
"sony","dct-weekly-2003-06-15"
"sony","dct-weekly-2003-06-22"
"sony","dct-weekly-2003-07-06"
"sony","dct-weekly-2003-07-13"
"sony","dct-weekly-2003-07-26"
"sony","dct-weekly-2003-08-03"
"sony","dct-weekly-2003-08-10"
"sony","dct-weekly-2003-08-17"
"sony","dct-weekly-2003-08-24"
"sony","sars2-hot-topic-cf91d4"
"sony","usatoday-reuters-small-pcs-form-factor-2-5ffca5"
"sony-corp","2002-undercutting-and-upselling-dell-s-foray-into-the-h-3d70b1"
"sony-corporation","hostingtech-apple-xserve-asia-zieger-200-052af6"
"sophos-plc","tiger-responds-security-warnings-eweek-b-95c721"
"spaceworks","spaceworks-ordermanager-d51dab"
"spec-org","amd-profile01-64e43b"
"spider-technologies","aberdeen-1996-spider-technologies-netdynamics"
"sprint","portal-99-fe5656"
"sprint-corp","palm-pre-199-really-299-cloudave-a0a25f"
"sqa-inc","aberdeen-1996-sqa-suite-50-automated-testing"
"sqa-inc","qacenter-automated-software-quality-from-start-to--b7003b"
"sql-access-group","aberdeen-dops-distributed-open-prod-syst-cbae77"
"ssds","1998-network-integration-services-report-f75108"
"st-petersburg-fire-department","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"st-petersburg-police-department","adl-public-safety-911-cad-systems-1973-1979-b8a001"
"st-petersburg-police-department","volume-1-ch03-physics-of-consulting-1972-1979"
"stacey-quandt-aberdeen","aberdeen-ra-secure-soa-benchmark-2006-605d67"
"stan-elbaum","07-pools-of-storage-functional-spec-597fa5"
"stan-elbaum","08-phase2-project-kickoff-2ea711"
"stanford-storm","charles-t-casale-influence-cdfb3f"
"staples-inc","great-rebate-debate-smartmoney-grant-80650c"
"staples-inc","great-rebate-runaround-businessweek-grow-00f459"
"state-of-florida","psk-litigate98-72601c"
"state-of-michigan","oracle-wp-prod-6-a42b4b"
"state-street","state-street-ramp-interview-for-maxtor-p-fa94f8"
"steinar-hoistad","ncr-norge-open-oltp-rdbms-seminar-1992-0-7f5414"
"stephanie-lenway-umn","death-of-crt-monitor-pcmag-2002-977c17"
"stephen-difranco","17-maxtor-tool-decision-components-d9c2fb"
"sterling-commerce","1997-the-ec-company-not-your-father-s-edi-c1ebff"
"sterling-commerce","dollars-and-sense-b2b-ec-eb8c9d"
"sterling-commerce","ecpspr~1-4968bf"
"steve-franson","volume-1-ch04-prime-computer-1979-1981"
"steve-jobs","svbi-apple-xserve-kastner-2002-05-17-1398db"
"steve-jobs","year-in-macs-part-one-macworld-dalrymple-dd247c"
"storagetek","storag~1-262bc7"
"stratacom","1997-cisco-s-core-products-business-inte-bd8697"
"stratus-computer","2026-kastner-core-arguments-framework-0b0c6b"
"stratus-computer","aberdeen-dops-distributed-open-prod-syst-cbae77"
"stratus-computer","boston-globe-stratus-xa2000-launch-1987--218ffd"
"stratus-computer","businessweek-stratus-launch-fail-safe-ba-82c028"
"stratus-computer","cbn-bochner-stratus-oem-strategy-1982-06-245fd5"
"stratus-computer","computerworld-fault-tolerant-market-1987-fc3dca"
